round_id,round_length,server_name,player_count,avg_skill,max_players
1,1146.687789131,Hashtagawesome,16,1737.8403056652,8
2,1044.3082091366,Hashtagawesome,21,2653.29924018842,10
3,808.56734637916,Hashtagawesome,23,1576.14307276276,10
4,993.08199253865,Hashtagawesome,23,829.978816026238,10
5,417.99179088138,Hashtagawesome,20,2632.90525176714,10
6,1351.8193770722,Hashtagawesome,22,1336.84350186526,10
7,1038.5672682077,Hashtagawesome,20,1343.78138248372,10
8,864.16973912343,Hashtagawesome,20,2522.7436422772,10
9,1515.8928005975,Hashtagawesome,20,1816.16495009396,8
10,1761.5301626585,Hashtagawesome,23,1546.8278898982,10
11,652.23476599529,Hashtagawesome,22,1271.01699911178,10
12,278.81256920006,Hashtagawesome,3,2306.41630535502,6
13,874.28866876103,Hashtagawesome,22,2444.35357779931,10
14,1777.9809962064,Hashtagawesome,24,1323.54115026913,10
15,864.9741966147,Hashtagawesome,20,2251.39657032584,10
16,1612.4768476309,Hashtagawesome,20,1370.20954656659,10
17,1129.0713864565,Hashtagawesome,22,1500.52357475873,10
18,406.51153055765,Hashtagawesome,21,2010.48533044725,10
19,737.35687842406,Hashtagawesome,22,1372.06324273438,10
20,1329.6759686023,Hashtagawesome,21,2008.92853970829,10
21,293.73923807219,Hashtagawesome,4,1492.67876898982,6
22,1441.4587734528,Hashtagawesome,23,1513.94120345894,10
23,2374.9841713486,Hashtagawesome,23,1185.24684827665,10
24,1222.4679236505,Hashtagawesome,21,2177.59436296808,10
25,739.27397540398,Hashtagawesome,21,1758.00748802055,10
26,757.71833907254,Hashtagawesome,21,1077.95577167969,10
27,1204.0488613732,Hashtagawesome,20,1664.60460291012,10
28,1044.1098463275,Hashtagawesome,22,1640.8424170018,10
29,928.92601552606,Hashtagawesome,17,1346.94861380543,7
30,3354.6830704976,Hashtagawesome,24,1315.681254659,10
31,846.61697560921,Hashtagawesome,24,1608.60720208325,10
32,675.85587660223,Hashtagawesome,21,1459.53851939091,10
33,846.09914856218,Hashtagawesome,21,1529.99591504288,10
34,594.79999265075,Hashtagawesome,1,1670.0,6
35,2874.654975418,Hashtagawesome,26,1527.78858437646,10
36,90.466601170599,Hashtagawesome,1,2317.0,6
37,665.53713347763,Hashtagawesome,1,2317.0,6
38,2467.410572784,Hashtagawesome,22,1785.18454016354,10
39,3012.3048235141,Hashtagawesome,26,1637.21877193705,10
40,3044.9045666531,Hashtagawesome,12,1667.80766282468,4
41,241.89643882029,Hashtagawesome,6,703.678520442836,6
42,219.13283009082,Hashtagawesome,1,522.0,6
43,1371.017578179,Hashtagawesome,22,1814.88901364802,8
44,1038.8040144034,Hashtagawesome,23,1782.13665536702,10
45,1874.6118864212,Hashtagawesome,2,1217.90503157586,6
46,1044.3075580131,Hashtagawesome,23,1726.2534783605,10
47,1870.0874922229,Hashtagawesome,22,1327.44027646034,10
48,828.53465024941,Hashtagawesome,1,683.0,6
49,682.93006261811,Hashtagawesome,21,1242.5586655673,10
50,1552.7655199431,Hashtagawesome,25,1770.04466304536,10
51,758.44909227081,Hashtagawesome,20,1893.06330063593,10
52,624.64657115564,Hashtagawesome,20,1751.32769789737,10
53,696.3969604224,Hashtagawesome,22,2028.81860420559,10
54,635.92226191983,Hashtagawesome,22,2184.84107841017,10
55,1055.1379893702,Hashtagawesome,23,2187.11479473683,10
56,825.47123704478,Hashtagawesome,20,2170.16405717058,10
57,19.300336305052,Hashtagawesome,6,1404.98153045094,3
58,1062.937103739,Hashtagawesome,1,1817.0,6
59,1726.6634180197,Hashtagawesome,10,552.031436470573,6
60,1606.6742535643,Hashtagawesome,15,1556.29674727804,6
61,457.39164456539,Hashtagawesome,22,1557.72223060083,10
62,1731.7258793134,Hashtagawesome,2,1733.23741994949,6
63,924.11607311293,Hashtagawesome,20,1575.14447104861,10
64,784.73917353526,Hashtagawesome,2,1723.49540117108,6
65,935.74338749982,Hashtagawesome,20,1694.85851059537,10
66,969.69220256992,Hashtagawesome,8,1417.87177116669,6
67,682.51375638507,Hashtagawesome,23,1398.2774525521,10
68,788.09197011776,Hashtagawesome,21,1666.02326043665,10
69,734.88055998087,Hashtagawesome,5,207.515442264812,6
70,928.81944823358,Hashtagawesome,21,1548.98779157061,10
71,405.93272437062,Hashtagawesome,24,1408.49509264081,10
72,939.95198711753,Hashtagawesome,6,298.359982171426,6
73,1573.3080674671,Hashtagawesome,25,1394.05846765193,10
74,588.46478904318,Hashtagawesome,24,1613.90383008946,10
75,1210.4117901456,Hashtagawesome,25,1337.9210326083,10
76,779.46479397826,Hashtagawesome,21,1475.80380148745,10
77,771.02266854793,Hashtagawesome,21,1474.06955065352,10
78,127.47076182067,Hashtagawesome,21,1329.11055991338,10
79,1041.3345601782,Hashtagawesome,24,1760.0069889333,10
80,407.82644474506,Hashtagawesome,20,1925.54498453438,10
81,1340.655082006,Hashtagawesome,24,1451.62634231087,10
82,252.7549688518,Hashtagawesome,20,1302.22106798253,9
83,891.65505682863,Hashtagawesome,22,1111.82891579348,10
84,1448.6528486265,Hashtagawesome,24,2057.47434513754,10
85,1193.8149520056,Hashtagawesome,15,1620.82805310908,6
86,120.60584904999,Hashtagawesome,24,2014.19600785874,10
87,329.44102305546,Hashtagawesome,21,1787.34839796845,10
88,655.4120389428,Hashtagawesome,16,1639.66029987487,8
89,1372.4124754872,Hashtagawesome,20,1117.73447571324,10
90,721.12682646513,Hashtagawesome,23,1777.18183957445,10
91,218.43696806394,Hashtagawesome,1,551.0,6
92,1403.5506426115,Hashtagawesome,29,1542.14848884389,10
93,310.62334487773,Hashtagawesome,7,485.153209153177,6
94,1374.7533302549,Hashtagawesome,21,1413.994628095,10
95,1107.1063045282,Hashtagawesome,20,1715.18477761847,10
96,487.9502817411,Hashtagawesome,22,1764.88710339979,10
97,910.73282194883,Hashtagawesome,22,1662.1204460965,10
98,332.05085478351,Hashtagawesome,20,1767.37772701744,10
99,1165.9531041067,Hashtagawesome,18,1196.50813675821,6
100,1612.1071667913,Hashtagawesome,23,1530.25613247303,10
101,1118.7722736783,Hashtagawesome,22,1237.06625333977,10
102,1306.9359835386,Hashtagawesome,22,1633.33915169972,10
103,1398.0700741038,Hashtagawesome,23,2262.92083190039,10
104,1180.3958136793,Hashtagawesome,21,1045.70098260173,10
105,1511.4002785161,Hashtagawesome,21,2097.67596800099,10
106,1795.7037262581,Hashtagawesome,26,1678.66188717091,10
107,768.66185120679,Hashtagawesome,23,1131.26835037321,10
108,796.67422774807,Hashtagawesome,22,1066.04482598106,10
109,1086.0023024008,Hashtagawesome,22,1559.99658798105,10
110,1393.7842122596,Hashtagawesome,22,2407.57693917703,10
111,719.67852174211,Hashtagawesome,21,1261.14222768769,10
112,956.79494207539,Hashtagawesome,21,2542.72945143763,10
113,850.24356132001,Hashtagawesome,21,1305.65055532466,10
114,385.97410075553,Hashtagawesome,21,2596.13578274122,10
115,2094.720308112,Hashtagawesome,22,1568.32707086636,10
116,280.01483214274,Hashtagawesome,21,1814.70601640149,10
117,1019.3397620879,Hashtagawesome,20,2620.85795800327,10
118,803.71366026625,Hashtagawesome,1,1688.0,6
119,1271.8095721118,Hashtagawesome,22,1700.04674564257,10
120,184.82345510647,Hashtagawesome,20,1252.17376004368,9
121,1269.8868148588,Hashtagawesome,23,1751.32422947027,10
122,679.3688902799,Hashtagawesome,1,392.0,6
123,81.307724524289,Hashtagawesome,14,1836.05296201188,7
124,750.15893393382,Hashtagawesome,22,1397.68177644771,10
125,3304.9086942654,Hashtagawesome,21,2875.1784873642,10
126,2193.7187584285,Hashtagawesome,26,858.509234349302,10
127,1533.9820210617,Hashtagawesome,23,1479.30840639657,10
128,699.65338603593,Hashtagawesome,21,2969.13461227271,10
129,821.43141596392,Hashtagawesome,20,3163.91755946961,10
130,1491.8117837757,Hashtagawesome,20,1350.12853079149,10
131,1973.9447573815,Hashtagawesome,25,1573.38667476147,10
132,1087.2999136923,Hashtagawesome,20,1129.96149887381,10
133,1168.9396717586,Hashtagawesome,21,1204.43748727267,10
134,1624.6119760638,Hashtagawesome,23,3045.9255025722,10
135,1397.4092618879,Hashtagawesome,25,1518.37440041913,10
136,888.98726160079,Hashtagawesome,21,3262.78550378469,10
137,1562.8287511095,Hashtagawesome,23,1140.11298479357,10
138,2215.6263843952,Hashtagawesome,22,1274.93282925478,10
139,747.82711902075,Hashtagawesome,20,3353.43799323468,10
140,919.58490037359,Hashtagawesome,22,1367.14210950867,9
141,389.42152193934,Hashtagawesome,21,3194.92354356158,10
142,592.69786291197,Hashtagawesome,20,2839.66914014212,10
143,2712.5811673338,Hashtagawesome,21,1732.28707734228,10
144,1747.1623387495,Hashtagawesome,24,1731.78507746744,10
145,1178.0463832989,Hashtagawesome,23,1454.14060686978,10
146,676.73800794035,Hashtagawesome,3,1468.89905644828,6
147,881.20940067619,Hashtagawesome,22,1343.01120479304,10
148,1849.7437905073,Hashtagawesome,25,2766.59902449128,10
149,1847.0870919973,Hashtagawesome,23,1625.07133056974,10
150,1127.3483845675,Hashtagawesome,5,1700.97494328997,6
151,1566.271811856,Hashtagawesome,23,1515.00722041548,10
152,1023.4338914845,Hashtagawesome,20,2014.3574640707,10
153,1189.4830709733,Hashtagawesome,23,1424.59752218532,10
154,717.38606528006,Hashtagawesome,22,2380.6065283918,10
155,2062.7501359554,Hashtagawesome,23,1505.45452826948,10
156,2302.9470739439,Hashtagawesome,21,1229.21858829327,10
157,2328.7668156605,Hashtagawesome,10,469.534865172262,6
158,1661.3424236476,Hashtagawesome,20,2479.45530695046,10
159,247.37290237099,Hashtagawesome,16,1178.28747147696,6
160,1296.103295207,Hashtagawesome,21,1580.83998603306,10
161,637.65391974896,Hashtagawesome,24,1531.15889210358,10
162,872.00526900962,Hashtagawesome,21,2661.20649472792,10
163,1089.3665579306,Hashtagawesome,18,924.470027367877,9
164,575.60483998433,Hashtagawesome,20,947.424960604466,10
165,960.63401962863,Hashtagawesome,21,1721.03461960542,10
166,466.61847448908,Hashtagawesome,23,1336.11796670993,10
167,957.50520346873,Hashtagawesome,21,1844.79226205543,10
168,2043.5814371966,Hashtagawesome,22,2654.86577366611,10
169,902.20678865723,Hashtagawesome,21,1340.80300760618,10
170,1227.0090560298,Hashtagawesome,21,2080.49541070458,10
171,1060.7667537974,Hashtagawesome,20,2964.14682820037,10
172,504.24157794751,Hashtagawesome,20,1847.89983709367,10
173,1670.6898017973,Hashtagawesome,22,1423.12655204043,10
174,478.18726933189,Hashtagawesome,20,2678.54938301367,10
175,418.85748985037,Hashtagawesome,20,2743.33463442155,10
176,1190.2550927531,Hashtagawesome,21,1864.77080533089,10
177,1148.3606024738,Hashtagawesome,14,1479.48266394286,6
178,1217.346334083,Hashtagawesome,22,2460.34988535918,10
179,738.83337786235,Hashtagawesome,21,2273.73171904344,10
180,472.59745441936,Hashtagawesome,22,2040.97537397806,10
181,623.85751846805,Hashtagawesome,22,1187.3247915495,10
182,396.47695486061,Hashtagawesome,20,1403.73762383083,10
183,1252.0331253689,Hashtagawesome,22,791.275097467242,10
184,624.13703136519,Hashtagawesome,20,1553.10717113876,10
185,1202.2686664108,Hashtagawesome,1,0.0,6
186,953.88788211159,Hashtagawesome,23,858.297229814836,10
187,1182.5730112083,Hashtagawesome,21,1495.61566062971,10
188,806.35143177025,Hashtagawesome,22,1006.65992785059,10
189,766.84184754081,Hashtagawesome,22,1218.57984303068,10
190,1143.4305449128,Hashtagawesome,21,1195.06727408994,10
191,689.73932263069,Hashtagawesome,6,1264.39568794197,6
192,286.02128812484,Hashtagawesome,25,1155.95384217714,10
193,1102.1925740782,Hashtagawesome,24,1326.95194866467,9
194,97.60166599229,Hashtagawesome,12,757.336933521453,6
195,1659.016643811,Hashtagawesome,20,975.444076361653,10
196,973.59009127691,Hashtagawesome,16,1022.75799773386,7
197,515.30054925382,Hashtagawesome,4,1410.76458245918,6
198,630.00258409232,Hashtagawesome,1,1664.0,6
199,872.34417043813,Hashtagawesome,6,1409.21359087504,6
200,3795.3102281494,Hashtagawesome,24,1242.3130842828,10
201,1500.9098621625,Hashtagawesome,7,849.838208240239,6
202,249.36826835014,Hashtagawesome,5,1007.37412956356,6
203,1547.6525332574,Hashtagawesome,25,1148.14436267031,10
204,782.36902868748,Hashtagawesome,21,1296.87160269623,10
205,1390.5331397671,Hashtagawesome,21,1235.07657635968,10
