round_id,round_length,server_name,player_count,avg_skill,max_players
206,177.14697822928,Hashtagawesome,16,1262.12527135594,8
207,297.50995562598,Hashtagawesome,14,1322.13278893849,6
208,637.17870584503,Hashtagawesome,8,919.875997574491,6
209,1214.1168520022,Hashtagawesome,19,913.878622457531,7
210,1085.5526671913,Hashtagawesome,25,1424.64623417957,10
211,1328.8976114048,Hashtagawesome,22,1416.00569375939,10
212,1080.2335316651,Hashtagawesome,20,1493.76506829618,10
213,1003.2661004793,Hashtagawesome,21,1599.07849928456,10
214,252.45515160263,Hashtagawesome,19,1239.09294110645,9
215,1104.0905393679,Hashtagawesome,21,1222.08708334278,10
216,1064.8527509375,Hashtagawesome,5,1462.84474203868,6
217,515.44244518131,Hashtagawesome,20,1576.13481507421,10
218,683.44231506623,Hashtagawesome,20,1309.60718909176,8
219,903.52779441886,Hashtagawesome,22,1561.74651143629,10
220,1219.2859738246,Hashtagawesome,20,1156.09973253035,10
221,1361.2677896284,Hashtagawesome,22,1519.3025677956,10
222,1022.7033926062,Hashtagawesome,21,986.717812578589,10
223,651.77735388838,Hashtagawesome,22,1112.26593473176,10
224,1218.9099237993,Hashtagawesome,27,1304.3776262518,10
225,1089.9001626242,Hashtagawesome,20,2060.16057607702,10
226,488.29478234053,Hashtagawesome,22,1760.4579380712,10
227,807.84450018406,Hashtagawesome,26,1233.63245848401,10
228,500.24569270201,Hashtagawesome,21,1190.02866490145,10
229,634.9908002615,Hashtagawesome,21,1849.07330779216,10
230,387.259062998,Hashtagawesome,18,1347.42698464141,8
231,1262.2865222152,Hashtagawesome,22,1759.65383227711,10
232,884.21727523208,Hashtagawesome,4,449.406184867319,6
233,1535.4024012964,Hashtagawesome,23,1098.09880950353,10
234,1070.2565964907,Hashtagawesome,24,1807.21764875563,10
235,23.833383839577,Hashtagawesome,9,1709.55462360468,4
236,975.98276023194,Hashtagawesome,21,1442.75479215965,10
237,1406.5249917284,Hashtagawesome,23,1211.57035835623,10
238,1408.0679428335,Hashtagawesome,22,1602.3120563124,10
239,921.3904225314,Hashtagawesome,21,1603.95526864671,10
240,1305.6109106466,Hashtagawesome,21,1332.53874567846,10
241,435.61418875307,Hashtagawesome,21,1785.3588524143,10
242,1293.5596765354,Hashtagawesome,21,1325.76386254712,10
243,1240.7180018835,Hashtagawesome,22,1803.88108576431,10
244,531.75249036215,Hashtagawesome,21,1706.91968921697,10
245,1327.6450202679,Hashtagawesome,23,1417.39460238166,10
246,555.93205445632,Hashtagawesome,21,1714.94395787665,10
247,582.97307200171,Hashtagawesome,21,1703.48458319121,10
248,793.61488728039,Hashtagawesome,21,1291.60833752932,10
249,947.7054330539,Hashtagawesome,20,1827.75279015836,10
250,491.58745556511,Hashtagawesome,21,1886.14664773021,10
251,1392.551341759,Hashtagawesome,25,1299.41159897399,10
252,990.23679387756,Hashtagawesome,20,1746.16019573195,10
253,925.40664891526,Hashtagawesome,22,1341.1049643459,10
254,1061.3689610064,Hashtagawesome,22,1677.12529042894,10
255,1284.5114350365,Hashtagawesome,20,1901.73048457108,10
256,2000.0151902493,Hashtagawesome,24,974.321349249102,10
257,763.77091510594,Hashtagawesome,20,1451.3177670875,10
258,957.21019577235,Hashtagawesome,20,1131.74129306299,10
259,309.04585064389,Hashtagawesome,22,1473.48167592891,10
260,749.75470704027,Hashtagawesome,13,1067.41384423028,6
261,1372.9872609917,Hashtagawesome,21,1060.72813970353,10
262,2164.5314822253,Hashtagawesome,28,1351.10233548089,10
263,1133.8512207977,Hashtagawesome,22,977.524035320168,10
264,336.2492816858,Hashtagawesome,22,1716.7804902261,10
265,1712.3488140199,Hashtagawesome,21,1533.38812829982,10
266,807.17716247961,Hashtagawesome,21,1759.33438825127,10
267,1005.3595378026,Hashtagawesome,23,1325.82644235792,10
268,1728.6452048644,Hashtagawesome,21,1369.9736550745,10
269,1414.7014093418,Hashtagawesome,23,1876.30105339294,10
270,1369.7451837426,Hashtagawesome,24,1471.67968351197,10
271,400.57233236171,Hashtagawesome,23,1274.59974168093,10
272,1045.5188116413,Hashtagawesome,9,611.142615719989,6
273,1110.8350027418,Hashtagawesome,20,2261.37075978143,10
274,792.35442473739,Hashtagawesome,20,1358.14772498309,10
275,1125.8823947646,Hashtagawesome,13,312.9601604666,6
276,699.06937476154,Hashtagawesome,22,1506.99695888829,10
277,1458.5978639312,Hashtagawesome,23,2216.32091449046,10
278,1203.5677093565,Hashtagawesome,18,679.876898536882,7
279,1212.0264406241,Hashtagawesome,20,1647.83470821362,10
280,708.39003590122,Hashtagawesome,16,1357.92352546409,7
281,1131.1054071989,Hashtagawesome,20,2054.56885606775,10
282,1127.6096547842,Hashtagawesome,22,1588.82167801103,10
283,667.52344447374,Hashtagawesome,21,1126.61611213774,10
284,1462.8372002821,Hashtagawesome,21,2504.41031306853,10
285,1337.0435298979,Hashtagawesome,20,1724.47287365428,10
286,1610.3437291868,Hashtagawesome,22,1054.74349180203,10
287,1077.8168174513,Hashtagawesome,20,2563.65405335158,10
288,1087.434266977,Hashtagawesome,14,830.873131452257,6
289,1031.8764017187,Hashtagawesome,22,1328.03898929546,10
290,858.88638064452,Hashtagawesome,21,1974.90882226954,10
291,644.5725945048,Hashtagawesome,20,2746.69432769243,10
292,894.351702502,Hashtagawesome,13,1716.54782584358,6
293,872.85752419941,Hashtagawesome,22,1524.00124133939,10
294,1695.6439256091,Hashtagawesome,21,2779.91847656692,10
295,660.30877113342,Hashtagawesome,21,1464.09736448273,10
296,1501.4398984378,Hashtagawesome,24,1580.70958977393,10
297,843.34965072572,Hashtagawesome,22,3193.03398781497,10
298,795.31140794232,Hashtagawesome,22,1603.37458057769,10
299,510.28012543917,Hashtagawesome,23,1439.34230966324,10
300,1497.7495551025,Hashtagawesome,22,1159.61714891656,9
301,2700.8851634488,Hashtagawesome,25,1360.00086450489,10
302,1108.5202394035,Hashtagawesome,24,1430.12536252553,10
303,2818.869968269,Hashtagawesome,24,3013.98458605122,10
304,917.35347057134,Hashtagawesome,25,1316.17334089107,10
305,1347.9881916298,Hashtagawesome,21,1524.80873537944,10
306,1439.560489472,Hashtagawesome,22,1319.02277527749,10
307,1166.6560659129,Hashtagawesome,20,2507.62672199644,10
308,854.62220026087,Hashtagawesome,21,1766.84781933153,10
309,529.03739074059,Hashtagawesome,20,2433.20483492691,10
310,1083.9417308234,Hashtagawesome,21,2049.346207677,10
311,2659.6025229841,Hashtagawesome,27,1541.35441857237,10
312,735.29338090308,Hashtagawesome,21,1464.44902883315,10
313,6.6698021236807,Hashtagawesome,1,1866.0,6
314,638.40016463585,Hashtagawesome,21,2105.25140454934,10
315,873.98063889612,Hashtagawesome,22,1435.2725015289,10
316,711.86520056892,Hashtagawesome,20,2057.18486181072,10
317,1353.1556925206,Hashtagawesome,21,1335.26940665071,10
318,377.36209415458,Hashtagawesome,22,1211.98281670926,10
319,356.28691744618,Hashtagawesome,22,1180.38693522726,10
320,856.76516595297,Hashtagawesome,21,2158.04918783875,10
321,203.84614765458,Hashtagawesome,4,1008.73177768319,6
322,943.88042234303,Hashtagawesome,23,1282.46527499339,10
323,791.99285017326,Hashtagawesome,20,1090.39469687892,10
324,662.00722852163,Hashtagawesome,21,1838.15094802533,10
325,455.34991674405,Hashtagawesome,20,1955.63452690934,10
326,998.2080314178,Hashtagawesome,25,1292.91042148189,10
327,1052.100261278,Hashtagawesome,20,1104.0433522438,10
328,963.48214378953,Hashtagawesome,25,2105.67121985027,10
329,768.78266191296,Hashtagawesome,21,1192.42306793502,10
330,1165.2192897294,Hashtagawesome,21,1294.88534624555,10
331,320.10740908794,Hashtagawesome,20,1357.85400219814,9
332,23.467370931059,Hashtagawesome,8,1254.58181360504,4
333,686.7284566015,Hashtagawesome,21,1396.84967282354,10
334,1169.9632668234,Hashtagawesome,22,1922.30530369684,10
335,163.26625743136,Hashtagawesome,1,3200.0,6
336,829.11910885759,Hashtagawesome,21,1373.4163834441,10
337,1593.8008305412,Hashtagawesome,25,1885.80961979137,10
338,1114.7866408098,Hashtagawesome,20,1345.75103666678,10
339,956.70006562956,Hashtagawesome,21,1813.61534011127,10
340,836.42013701983,Hashtagawesome,20,1594.2758806493,10
341,839.03387213312,Hashtagawesome,20,1623.79186402311,10
342,831.85708734393,Hashtagawesome,22,1529.6283155451,10
343,1019.3269667588,Hashtagawesome,21,1427.54359401132,10
344,1367.9055283237,Hashtagawesome,21,1647.21159454576,10
345,681.38450850546,Hashtagawesome,1,1657.0,6
346,71.265540670604,Hashtagawesome,4,1110.52331413643,1
347,579.60559209995,Hashtagawesome,3,1382.93652764815,6
348,652.30387387052,Hashtagawesome,2,1383.62169435404,6
349,1770.8262606254,Hashtagawesome,25,1189.45049416678,10
350,622.96308086254,Hashtagawesome,22,1087.00973484869,10
351,101.96709319018,Hashtagawesome,4,1090.26836982657,6
352,627.84839882702,Hashtagawesome,22,1311.04986714247,10
353,1082.3477607872,Hashtagawesome,16,1008.09000249677,8
354,1008.9247356206,Hashtagawesome,21,1573.22763351347,10
355,886.39777727798,Hashtagawesome,20,1104.74166275571,8
356,626.39160804451,Hashtagawesome,18,1376.91119820369,7
357,1623.9731923835,Hashtagawesome,21,1686.51744568129,10
358,1218.2817723602,Hashtagawesome,18,1270.10015668168,8
359,920.51402460597,Hashtagawesome,21,1391.61196993601,10
360,682.03467038181,Hashtagawesome,21,1332.96555583632,10
361,790.13753754832,Hashtagawesome,1,886.0,6
362,681.8336019367,Hashtagawesome,20,1393.60256982502,10
363,1843.2076634318,Hashtagawesome,17,1273.15435618398,8
364,1318.8460929235,Hashtagawesome,25,1667.24174883021,10
365,1569.6522572809,Hashtagawesome,18,1144.22212029179,8
366,411.41610034555,Hashtagawesome,22,1738.73161501623,10
367,815.16428054124,Hashtagawesome,17,858.053492004988,8
368,1271.7907193806,Hashtagawesome,20,1740.36319370037,10
369,557.90286252648,Hashtagawesome,22,1787.47322362705,10
370,790.5309555307,Hashtagawesome,16,844.025318669728,8
371,703.89575626887,Hashtagawesome,22,1829.81380194263,10
372,1011.9745078553,Hashtagawesome,16,1044.08409487521,7
373,576.55148153193,Hashtagawesome,21,1977.3285405355,10
374,677.39097421616,Hashtagawesome,21,2080.00124760153,10
375,884.85130204633,Hashtagawesome,14,1261.74078583023,6
376,911.25140595622,Hashtagawesome,21,1730.66274498545,10
377,1203.7095866073,Hashtagawesome,20,1480.21068453145,8
378,278.40150009654,Hashtagawesome,22,1596.26485766611,10
379,317.88852094859,Hashtagawesome,21,1649.66124014232,10
380,566.86215944402,Hashtagawesome,23,1618.72062930107,10
381,1238.6893123593,Hashtagawesome,21,1750.66654791615,10
382,886.76650143787,Hashtagawesome,1,522.0,6
383,1220.5561066475,Hashtagawesome,26,1674.80570833095,10
384,476.36594717205,Hashtagawesome,1,522.0,6
385,496.51908958703,Hashtagawesome,22,1647.89684480938,10
386,562.6323158145,Hashtagawesome,1,522.0,6
387,984.9747140687,Hashtagawesome,22,1362.06253584311,10
388,369.93528513238,Hashtagawesome,23,1403.31767862364,10
389,534.8365345411,Hashtagawesome,21,1538.94987780107,10
390,1300.1379938303,Hashtagawesome,21,1710.96764571608,10
391,1058.0942503037,Hashtagawesome,20,1585.47123974372,10
392,414.66688598506,Hashtagawesome,1,1125.0,6
393,485.57010931522,Hashtagawesome,20,1842.30004889654,10
394,832.86095437035,Hashtagawesome,21,1949.57454422782,10
395,515.79704003315,Hashtagawesome,22,1835.66663435562,10
396,876.76794438204,Hashtagawesome,23,1761.22055444027,10
397,1310.4423729163,Hashtagawesome,22,1566.87584126152,10
398,287.12600145303,Hashtagawesome,21,1424.45832871267,10
399,98.635255098343,Hashtagawesome,1,3164.0,6
400,836.45327115478,Hashtagawesome,23,1545.56076644307,10
401,378.18638070859,Hashtagawesome,22,1629.97742682623,10
402,1022.6489365008,Hashtagawesome,4,1919.89321109134,6
403,1674.5079520065,Hashtagawesome,24,1750.15755023857,10
404,697.99122523516,Hashtagawesome,24,2030.68732010993,10
405,748.79199946113,Hashtagawesome,21,1730.99125475244,10
406,568.07177268714,Hashtagawesome,21,1549.68050023712,10
407,936.0006455956,Hashtagawesome,20,1590.19286337241,10
408,1030.5469028577,Hashtagawesome,21,1491.77706036994,10
409,775.16464170627,Hashtagawesome,22,1279.39995773664,10
410,904.58518453129,Hashtagawesome,21,1543.14266710893,10
411,492.7720210664,Hashtagawesome,20,1072.95017555817,10
412,156.17972182482,Hashtagawesome,20,1338.41670850815,10
413,1032.6675953809,Hashtagawesome,27,1593.339414194,10
414,1039.0692973044,Hashtagawesome,24,1285.62507679309,10
415,645.21099845693,Hashtagawesome,22,1780.69396592823,10
416,829.73030216433,Hashtagawesome,20,1177.99401964299,10
417,2536.8101642057,Hashtagawesome,23,1090.16165894035,10
418,828.67149140686,Hashtagawesome,21,1926.88580043259,10
419,573.57097135857,Hashtagawesome,20,1271.70371863202,10
420,513.71833451092,Hashtagawesome,21,964.408392339723,9
421,1273.0285892636,Hashtagawesome,21,1212.08517039234,10
422,1759.9248802578,Hashtagawesome,23,1232.00956393412,10
423,787.12214600854,Hashtagawesome,23,1031.39471581507,10
424,67.168663399294,Hashtagawesome,2,2094.14073735337,6
425,1469.089471993,Hashtagawesome,22,1335.20724632215,10
426,1273.0445112325,Hashtagawesome,22,1142.96391425305,9
427,1789.333492931,Hashtagawesome,28,933.942615442136,10
428,845.64332434721,Hashtagawesome,21,1391.40565284093,10
429,565.06372477487,Hashtagawesome,21,1243.02711174202,10
430,519.87810198963,Hashtagawesome,21,1374.29022586366,10
431,422.84853638336,Hashtagawesome,18,1309.09061311339,9
432,1215.4332815278,Hashtagawesome,21,1018.65469632212,10
433,885.55703975447,Hashtagawesome,21,1322.52891926507,10
434,634.89913194627,Hashtagawesome,18,1071.4534826096,9
435,1023.3865119722,Hashtagawesome,23,995.974609497393,10
436,175.27018639818,Hashtagawesome,4,971.326030286091,6
437,612.89496396296,Hashtagawesome,20,1027.6861890348,10
438,3016.4860668369,Hashtagawesome,27,1455.38022155403,10
439,1087.2398214173,Hashtagawesome,25,840.097241118733,10
440,538.21508636698,Hashtagawesome,23,2063.26448091841,10
441,77.368708575144,Hashtagawesome,20,2136.4606851271,10
442,2142.1944954693,Hashtagawesome,20,1046.70913579183,10
443,933.96497042291,Hashtagawesome,21,1008.12683629596,10
444,582.45068013482,Hashtagawesome,20,2086.30215694431,10
445,337.39594519138,Hashtagawesome,17,1327.58441951318,7
446,560.65870025381,Hashtagawesome,21,2256.68544402451,10
447,962.06696449965,Hashtagawesome,23,1309.15504064354,10
448,442.32812254131,Hashtagawesome,22,1595.44629619131,10
449,1070.5002059429,Hashtagawesome,20,2321.13212646711,10
450,540.1327578593,Hashtagawesome,20,2130.07651691064,10
451,3252.4864592757,Hashtagawesome,31,1243.61491052864,10
452,1256.3633117303,Hashtagawesome,23,1647.68480613355,10
453,631.4813633021,Hashtagawesome,20,2208.60420986812,10
454,135.73699446581,Hashtagawesome,21,1825.91824576,9
455,937.77878426015,Hashtagawesome,25,1663.810573232,10
456,1851.2207185086,Hashtagawesome,22,2355.02634272432,10
457,1647.5437129866,Hashtagawesome,20,1761.9140294223,10
458,764.43150681071,Hashtagawesome,20,2688.46352057485,9
459,291.93051648699,Hashtagawesome,20,1849.65083472359,10
460,870.84890115447,Hashtagawesome,22,2796.04208573657,10
461,560.33705252875,Hashtagawesome,20,2031.57191220142,10
462,2820.8245311445,Hashtagawesome,23,1209.25147882916,10
