timestamp,average_skill,skill_tier,count
"2018-07-01 00:00:00",1861.2428535606820461,T4,15952
"2018-07-01 00:00:00",1224.7426531801531802,T3,48048
"2018-07-01 00:00:00",3400.7823570270896041,T6,4319
"2018-07-01 00:00:00",174.9966742238294205,T1,106742
"2018-07-01 00:00:00",823.2430020528921628,T2,82810
"2018-08-01 00:00:00",4396.1414038657171923,T7,983
"2018-08-01 00:00:00",2544.8673771462403789,T5,10134
"2018-08-01 00:00:00",1861.7595582996912847,T4,16844
"2018-08-01 00:00:00",1226.4366168914579319,T3,49824
"2018-08-01 00:00:00",3401.8833698030634573,T6,4570
"2018-08-01 00:00:00",176.8209800946827761,T1,109418
"2018-08-01 00:00:00",821.9826543246270857,T2,84805
"2018-09-01 00:00:00",4395.2819299905392621,T7,1057
"2018-09-01 00:00:00",2544.6082522455089820,T5,10688
"2018-09-01 00:00:00",1862.1297684115625176,T4,17747
"2018-09-01 00:00:00",1227.8688010899182561,T3,51380
"2018-09-01 00:00:00",3402.4343956953642384,T6,4832
"2018-09-01 00:00:00",178.3440775587593460,T1,111812
"2018-09-01 00:00:00",820.8930994233147269,T2,86529
"2018-10-01 00:00:00",4394.0433244916003537,T7,1131
"2018-10-01 00:00:00",2544.1716139353003910,T5,11252
"2018-10-01 00:00:00",1862.4695180852205646,T4,18634
"2018-10-01 00:00:00",1229.1186248368979407,T3,52881
"2018-10-01 00:00:00",3402.8722570532915361,T6,5104
"2018-10-01 00:00:00",179.7792748931989438,T1,113997
"2018-10-01 00:00:00",820.0217351887947056,T2,88244
"2018-11-01 00:00:00",4394.8311367380560132,T7,1214
"2018-11-01 00:00:00",2543.9589249492900609,T5,11832
"2018-11-01 00:00:00",1862.7096377517036430,T4,19517
"2018-11-01 00:00:00",1230.4594505373583245,T3,54526
"2018-11-01 00:00:00",3403.1085788400963498,T6,5397
"2018-11-01 00:00:00",181.0476825752033395,T1,116185
"2018-11-01 00:00:00",819.1084194025370496,T2,89947
"2018-12-01 00:00:00",4393.4268104776579353,T7,1298
"2018-12-01 00:00:00",2544.7905258932155761,T5,12455
"2018-12-01 00:00:00",1863.0359765051395007,T4,20430
"2018-12-01 00:00:00",1231.7789953849717575,T3,56121
"2018-12-01 00:00:00",3403.8171226831421006,T6,5665
"2018-12-01 00:00:00",182.3076975119665782,T1,118246
"2018-12-01 00:00:00",818.2770110926718491,T2,91592
"2019-01-01 00:00:00",4394.4638205499276411,T7,1382
"2019-01-01 00:00:00",2544.7277326383565844,T5,13046
"2019-01-01 00:00:00",1863.4081269603482983,T4,21361
"2019-01-01 00:00:00",1232.9735047764086944,T3,57784
"2019-01-01 00:00:00",3404.3837365591397849,T6,5952
"2019-01-01 00:00:00",183.7083198580325232,T1,120591
"2019-01-01 00:00:00",817.2927187064996252,T2,93390
"2019-02-01 00:00:00",4395.5743243243243243,T7,1480
"2019-02-01 00:00:00",2544.8050562618734473,T5,13686
"2019-02-01 00:00:00",1863.7885295038697267,T4,22353
"2019-02-01 00:00:00",1234.2201037243416525,T3,59581
"2019-02-01 00:00:00",3404.3291200000000000,T6,6250
"2019-02-01 00:00:00",185.2402126709687893,T1,123195
"2019-02-01 00:00:00",816.2925736705726845,T2,95323
"2019-03-01 00:00:00",4395.8245054243777920,T7,1567
"2019-03-01 00:00:00",2543.9913925822253324,T5,14290
"2019-03-01 00:00:00",1864.4204057074093175,T4,23268
"2019-03-01 00:00:00",1235.3166911644618651,T3,61230
"2019-03-01 00:00:00",3403.4016819571865443,T6,6540
"2019-03-01 00:00:00",186.5348346291103747,T1,125536
"2019-03-01 00:00:00",815.5326740832303255,T2,97080
"2019-04-01 00:00:00",4396.5127892813641900,T7,1642
"2019-04-01 00:00:00",2543.9660259880887926,T5,14776
"2019-04-01 00:00:00",1864.9503912102547028,T4,24028
"2019-04-01 00:00:00",1235.7587202808361257,T3,62670
"2019-04-01 00:00:00",3403.5715972837319161,T6,6774
"2019-04-01 00:00:00",186.6148756524408965,T1,130280
"2019-04-01 00:00:00",814.6289475541040451,T2,99207
