account_id,skill_tier
116960103,T0
30663318,T1
418341,T1
177740393,T0
20368927,T0
393288438,T1
36200162,T5
320299391,T0
111028961,T0
172216619,T1
10342119,T0
122819443,T0
108159797,T1
142997511,T0
11003651,T3
72779204,T0
82490955,T0
15025176,T1
64701617,T2
96938297,T2
8381923,T3
145156166,T1
55669762,T0
31386057,T0
186597072,T1
55844259,T1
88434799,T0
33218287,T4
21783898,T2
112983299,T3
61999208,T1
50435347,T0
895177,T1
126288,T0
27622165,T0
153993391,T0
67020998,T1
242697617,T5
52035484,T0
179388733,T1
19651141,T0
153456052,T0
35844859,T0
47854803,T4
51723967,T0
48298522,T4
90244287,T0
8327503,T6
21421235,T0
147911952,T3
885855296,T2
330644014,T0
184885222,T0
1922055,T1
2539758,T1
192594218,T0
26700913,T0
84782133,T0
152115813,T5
67873995,T4
33431015,T3
85515018,T1
47348197,T1
115056181,T0
120030343,T0
82985418,T0
65498015,T3
131318531,T1
96745087,T1
3901121,T0
82313295,T0
69433939,T1
54863594,T2
40996420,T4
62219047,T2
36772193,T0
202353106,T1
92109954,T0
142696412,T3
75388163,T2
107027617,T2
71845440,T3
123680741,T0
175140787,T0
357981726,T3
168065088,T2
95867682,T1
137040033,T0
895375735,T4
11389488,T2
58367717,T2
1050602,T1
26493282,T1
97501730,T2
876060,T2
58087856,T2
424231618,T3
7984820,T3
2126802,T0
107860302,T0
23017769,T6
408323938,T0
78534901,T6
68624414,T4
96343027,T3
21889994,T0
815797,T4
41652916,T1
13741824,T1
55919382,T5
344232712,T1
12091436,T0
259798009,T6
120968229,T0
128944919,T3
59399625,T1
5900582,T3
77877686,T4
113361976,T0
77470901,T0
1616906,T1
117561047,T1
87780417,T1
53774991,T3
79456579,T0
5594846,T3
163626444,T0
98949922,T0
48471997,T0
100790753,T0
13804678,T0
188680971,T2
1333947,T5
164929954,T1
127344804,T0
217719239,T0
88456561,T3
97391875,T3
10524650,T0
184045737,T0
1985329,T1
167760847,T2
106347883,T0
201145389,T1
25249363,T2
34924661,T5
440888031,T4
119084544,T3
125147927,T3
115625235,T1
30413436,T1
104422661,T0
123920261,T0
133851,T0
925145797,T0
2803042,T5
80006279,T6
40373761,T3
41591562,T3
23210181,T4
73209056,T6
99453138,T0
43076614,T3
149835308,T2
22578212,T3
234969669,T0
67977625,T0
363722187,T0
89929252,T1
857225346,T0
54472873,T1
930914416,T4
941410,T4
20349100,T0
357642114,T0
342845090,T2
78191804,T3
74171993,T1
11856912,T2
122849394,T0
82978530,T4
105049954,T7
10903298,T1
34901330,T4
56158767,T1
65362447,T0
7383192,T6
924510905,T0
161554435,T2
70990043,T4
51547710,T4
97238749,T4
53852294,T1
851617,T5
78728939,T0
38107763,T2
937095,T2
14123585,T1
83663276,T0
124276488,T0
901216566,T1
76297809,T0
23308520,T3
341132231,T1
345594201,T4
114256241,T3
164547092,T0
240957190,T0
133010697,T1
115897221,T5
4610400,T0
38669150,T1
4393716,T5
157802043,T1
69605657,T0
160043862,T1
914591786,T0
2761976,T1
40239667,T2
266405904,T0
80852992,T3
27653101,T4
88914093,T2
1259817,T3
87124979,T4
967971728,T0
32566612,T3
25027530,T5
99411413,T5
2186293,T4
881553358,T4
135696666,T1
7696,T1
26090232,T4
67828880,T5
94309168,T4
61325010,T0
59914567,T1
83751624,T1
66829284,T0
62346274,T3
81470171,T1
393441328,T0
4912154,T6
196156436,T6
102926797,T4
32328002,T0
137245061,T1
2033155,T0
94655905,T1
1276569,T3
242665119,T0
70238174,T0
339973017,T1
890449336,T0
211191085,T0
112747279,T0
26052484,T1
200155061,T5
93046556,T2
118801796,T0
109925593,T0
5288054,T2
44225779,T2
3414088,T3
20798095,T3
65694,T3
52310087,T7
177787757,T0
455429149,T2
79291943,T0
24881509,T5
208269657,T0
3190629,T5
68440103,T2
56984991,T2
255249063,T0
80064823,T0
107578437,T1
34751551,T4
103746156,T2
183314411,T0
33610501,T4
118258494,T1
18431495,T1
120607289,T2
651547,T3
76519689,T5
35523058,T0
95179679,T2
3462610,T4
3858413,T1
68154372,T1
127546410,T0
76888586,T2
131221202,T1
52493891,T3
9110947,T4
99077920,T2
84821041,T3
396163750,T0
80280018,T2
34394789,T0
64930597,T2
892339625,T6
26781259,T0
445889362,T0
15452650,T0
293534932,T2
160741459,T3
40214343,T1
132876067,T3
22902356,T3
1518828,T2
134737115,T1
1803688,T6
257556,T2
61128688,T2
55010792,T0
101217106,T1
892496965,T3
63428420,T4
4712863,T5
907647025,T0
86320689,T3
400627159,T1
81288713,T0
1722577,T3
1235890,T7
75931674,T0
1835920,T4
14960889,T1
394501350,T0
73547323,T0
111323586,T0
4336216,T0
4125016,T1
271535604,T0
88258228,T0
31084533,T0
123750995,T0
892753069,T0
49493727,T0
32966547,T0
11166029,T2
58265779,T0
849264296,T0
324795167,T4
482685230,T0
58563989,T0
45792760,T4
324493463,T0
4617267,T2
95167596,T1
97939882,T3
130412893,T0
102162407,T2
167728613,T0
52348248,T0
14925258,T1
90341540,T0
93677267,T3
75451672,T0
101846649,T0
9557742,T4
86844796,T0
73059608,T1
91310650,T1
297811035,T0
176237200,T1
82203373,T4
115829650,T1
14272222,T0
342663746,T0
121828,T0
422572996,T0
115704287,T0
26996408,T0
144799018,T0
425995141,T0
16832314,T0
1096946,T0
129251326,T0
132791458,T0
3836239,T0
10407945,T0
82039658,T0
20076232,T0
48292645,T0
76168121,T0
355351222,T0
85919862,T0
238445291,T0
116657489,T0
364158604,T0
11806781,T3
39099288,T0
88984253,T0
77771404,T0
33746667,T0
115548539,T2
1401180,T0
188460001,T0
196321345,T0
106205873,T0
169491967,T0
312057560,T0
127954070,T0
96453438,T0
74911177,T0
65176451,T0
82067625,T0
67604617,T0
215266434,T0
406284522,T0
180786625,T0
33616649,T3
34025198,T0
64887001,T0
4958668,T0
252096995,T0
46738197,T0
88382767,T0
30341306,T0
40595864,T0
356888065,T0
172669226,T0
121874954,T0
124759857,T0
112695490,T0
16785522,T0
78581453,T0
31432601,T0
14967884,T0
883273447,T0
110501001,T0
33554468,T0
41185955,T0
267655072,T0
235219074,T0
34836479,T0
282385990,T0
79046297,T0
78169079,T0
121034672,T0
81472969,T0
73244448,T0
109142879,T0
26159479,T0
884843767,T0
152176170,T0
101457857,T0
89016260,T0
47742965,T0
4569588,T0
99195926,T0
213702161,T0
238973099,T0
100465932,T0
125245347,T0
197879967,T0
477297573,T0
239465729,T0
183588263,T0
76991550,T0
43100708,T0
241782705,T0
68502922,T0
57187364,T0
80868246,T0
94131545,T0
39742521,T0
197237747,T0
11039819,T2
196129234,T1
84291767,T0
11980331,T0
27613319,T0
218560227,T0
394179096,T2
100085903,T5
242028324,T0
45427345,T2
38186201,T4
21988665,T0
436809404,T0
202791854,T1
10419371,T4
57911893,T6
25031674,T2
308996875,T3
79002591,T2
166627089,T1
124583841,T3
46590830,T0
647437,T0
12444378,T0
74402282,T3
49830454,T0
182316229,T0
321273250,T0
226567317,T1
48433074,T0
279585874,T0
56254756,T3
49442784,T0
843845919,T1
107773114,T0
145112159,T0
1862219,T3
240959723,T0
126650785,T0
34354974,T2
143770285,T1
102583651,T2
76261740,T0
121627107,T0
256417,T0
405591875,T0
262566096,T3
230040151,T0
119417440,T3
83739813,T0
373505550,T0
6980764,T0
69307459,T5
40011032,T0
83551888,T3
280938974,T0
124705272,T1
95500211,T2
55592553,T3
138996437,T0
114085962,T0
66391451,T3
36688801,T0
57441845,T0
26164422,T0
33522338,T3
295447120,T1
84261611,T4
52500659,T0
104206071,T0
87374410,T0
126438173,T1
81509329,T1
2518361,T0
1637979,T0
50146289,T0
7862563,T0
2449752,T3
113245499,T0
220331829,T0
103438561,T1
127072300,T0
61580623,T5
66151534,T4
35639386,T4
4043401,T6
3684007,T0
84517202,T0
1293136,T0
4278620,T0
47540187,T0
53997969,T2
248500525,T0
122359026,T3
170731942,T1
291990358,T1
54333165,T0
60276745,T1
40645596,T1
208980332,T1
10419150,T2
34058974,T1
14488264,T1
116193937,T0
20611991,T2
151936676,T1
90656043,T1
108480009,T0
22566258,T0
189058804,T0
7571863,T0
99804495,T0
98702383,T1
116528090,T1
36993214,T1
36797592,T0
156545459,T0
7112012,T0
98517105,T0
16286568,T0
23152011,T0
323415771,T1
21262816,T1
149978364,T0
563398,T0
98028760,T0
42245681,T1
179420441,T0
68567125,T0
62692829,T0
35758944,T0
113309658,T0
418175,T2
155539241,T0
14210904,T0
43398656,T2
83900211,T3
242905422,T2
6132501,T3
157918474,T0
109318442,T0
77830925,T1
85600430,T0
165420841,T1
145886167,T2
34221459,T0
36336,T0
4513160,T1
812340057,T0
133475288,T0
975413,T4
35381676,T4
305572677,T0
113686598,T1
1484127,T1
45338961,T0
32534009,T0
385514964,T1
907417984,T0
58516178,T0
64803823,T0
5843588,T1
327630500,T1
52741311,T1
86569107,T0
102802664,T1
585677,T1
2139795,T1
106186292,T0
18968435,T0
853790,T1
78233549,T0
65375333,T0
488758,T0
6143580,T0
347665198,T1
68644119,T0
105429078,T1
63260952,T3
60469898,T0
7152704,T2
98157641,T0
159888297,T0
26423097,T1
215316967,T0
58686878,T0
10400617,T0
100638006,T0
80583422,T0
103290636,T2
5424709,T3
276869658,T0
30683795,T0
43810344,T0
475868308,T0
90433555,T3
95242403,T2
85066111,T0
84462915,T3
70025852,T0
103616719,T2
68790621,T0
96072948,T0
105967094,T0
7982683,T0
137967326,T0
82108453,T0
112764661,T4
111051882,T2
84100232,T2
166739746,T3
170606665,T6
348518362,T0
53923739,T1
160598220,T6
455741096,T1
294188056,T1
647172,T1
67017357,T0
114214304,T0
96936732,T0
311239918,T0
14366797,T2
83804340,T0
105489511,T0
885121,T1
30710898,T4
97206927,T3
413830882,T6
87854685,T1
40370392,T1
80399651,T0
111420598,T3
134543611,T0
84546974,T0
912794851,T1
188698676,T0
158262012,T0
160522072,T1
46571713,T3
66283766,T0
52816135,T0
81574218,T0
289844934,T0
209242229,T0
99820996,T1
201168760,T0
97394039,T6
86127657,T0
222102301,T1
14883013,T0
110925282,T0
4129819,T0
20036954,T1
293860857,T1
99171511,T1
80354210,T0
173030477,T0
143074710,T2
93022337,T0
54022523,T0
58337523,T1
424460333,T0
82079223,T0
11316693,T0
73950225,T3
67370281,T3
157454733,T0
62279585,T0
135177314,T2
65395898,T0
33471465,T3
85658851,T1
125503854,T0
66590201,T2
65475580,T4
869878526,T1
87162495,T2
391032969,T3
438076940,T0
145034169,T1
80236575,T3
308406311,T5
128238994,T0
271702,T2
234472877,T0
62593538,T1
57025779,T2
105696414,T0
94678997,T1
17022852,T0
29877750,T7
3515390,T3
88870092,T3
685459,T2
47486973,T1
61991666,T2
128536558,T0
80772021,T0
258293943,T0
80069855,T2
146448,T0
106871602,T1
66574145,T1
