account_id,skill_tier
213047681,T0
96560912,T3
394329495,T0
181434935,T0
161324709,T0
77608438,T0
12042076,T0
2367877,T0
386881980,T0
84962354,T0
110178355,T0
25547654,T0
77939025,T0
120624489,T1
122074895,T0
129560318,T0
114428433,T0
167395792,T0
58604410,T0
36361843,T0
48783114,T0
82829109,T0
51924608,T0
28934676,T0
109304803,T0
187358499,T0
78654827,T0
130533315,T0
58933707,T0
84858192,T0
187963585,T0
174378630,T0
90437780,T0
34461760,T0
267017848,T0
72613736,T0
144375800,T0
67816099,T0
31732776,T0
445994,T0
106306133,T0
426015891,T0
405554068,T0
61176166,T0
8914331,T0
48388663,T0
102066730,T0
97429652,T0
67136326,T0
100894554,T0
56956969,T0
430584113,T4
192054593,T0
30453736,T0
252078229,T0
113005262,T0
98496520,T0
429869892,T3
41251707,T0
26987326,T1
102022205,T0
103330109,T0
393981405,T0
41012670,T1
92694636,T0
121622277,T0
120605760,T0
141804890,T0
93176657,T0
153865367,T1
146785541,T0
119259633,T0
91550941,T0
272789484,T0
184364812,T0
171364271,T0
67908746,T0
55317218,T0
82662047,T0
171111712,T0
119069566,T0
71062286,T0
99018275,T3
30050080,T0
137496173,T0
77519263,T0
133960357,T0
172718304,T0
112816066,T0
115309717,T0
123677485,T0
21729697,T0
162474918,T0
49398396,T0
252913107,T1
53546039,T0
34932022,T0
4913773,T0
173394159,T0
84911411,T0
53861278,T0
336365733,T0
26793089,T1
440684663,T0
97341338,T0
139149135,T0
328553701,T0
405094111,T4
192897668,T0
46734358,T0
238053834,T0
64577405,T2
111429180,T0
10211755,T1
183442968,T0
107807259,T0
118910479,T0
392135863,T0
63684402,T0
41286837,T0
106223984,T0
65480392,T0
34999307,T3
16245787,T0
79922119,T1
100956720,T0
59091731,T0
105385075,T1
159333944,T0
234853318,T0
148904784,T0
49658644,T0
11629567,T0
96040623,T0
66124265,T0
401986258,T2
49836938,T0
241670641,T0
79916720,T0
100382106,T0
52886446,T0
237685943,T0
322962438,T0
193651787,T1
144916439,T0
8587751,T1
90063784,T0
285289232,T0
112262737,T1
43194464,T3
94336739,T0
3076724,T2
60459425,T0
39636414,T1
106147265,T0
100583216,T0
19775522,T0
175219996,T0
327665023,T0
96597015,T0
28411428,T0
255370765,T0
56848607,T0
126611206,T0
360923265,T0
49555881,T0
426018860,T0
117650523,T0
58770942,T0
13208561,T0
83439741,T3
107146451,T0
76241113,T0
158694360,T0
119944545,T1
398301125,T0
179424677,T0
34762521,T0
194144723,T3
273121292,T0
117194662,T0
117277004,T0
16338021,T1
112149793,T0
77630726,T0
120501918,T0
376910316,T0
65911947,T0
30801942,T0
152084183,T0
909630,T0
234744255,T0
30948918,T1
15260243,T0
373888421,T0
181973830,T0
135624872,T0
343243242,T0
68333989,T0
161636383,T0
51572497,T0
98331867,T0
308325562,T0
108441896,T0
49951379,T0
208508618,T0
103635021,T0
92114761,T0
115892110,T0
19519978,T0
248926379,T0
382249927,T0
26080260,T0
319517022,T0
65103831,T0
436631267,T0
88127237,T0
105166965,T0
67902367,T0
104089267,T0
86118613,T0
71301555,T0
91342628,T0
89083102,T0
67647621,T0
385149103,T0
112962815,T0
59653653,T0
8022603,T0
62799713,T0
21100954,T0
89246284,T0
89867517,T0
395214111,T0
212158419,T0
108528115,T0
381373183,T0
429315407,T0
121315705,T0
118820881,T3
6335558,T0
108105252,T0
37145164,T0
37804683,T0
84538111,T3
334767612,T0
22783681,T1
52597414,T0
39281635,T0
166203587,T0
215081693,T0
114947048,T0
302470988,T0
92327294,T0
127742569,T0
214672123,T0
106794661,T0
423419908,T4
67878561,T0
91638910,T0
119456911,T0
443603184,T0
364739545,T0
48740413,T0
31865940,T0
19318187,T0
338919042,T0
89419110,T0
209798450,T0
38289058,T0
402453734,T5
112729654,T0
97724044,T0
130073577,T0
222954135,T0
90121971,T0
55709618,T0
13556780,T0
64725803,T0
183272600,T0
45472407,T2
257414535,T0
313068827,T0
2761183,T0
151994782,T0
23280728,T1
47605488,T0
252097872,T0
90911954,T0
18846920,T0
121978458,T1
91824569,T0
3840933,T4
105384508,T0
180986207,T0
111324399,T5
15471830,T0
37511582,T0
92607857,T0
238737038,T0
48590614,T0
84779001,T1
93358850,T0
451870945,T0
104162306,T1
44392226,T0
103647516,T0
95907019,T0
85444171,T0
116055204,T0
7993,T0
35538864,T0
400566440,T0
295431482,T0
34657146,T0
376142447,T0
93209745,T3
127167808,T0
13295263,T0
127785498,T0
140246879,T0
10438997,T0
242722,T0
18931997,T0
98855769,T0
85122017,T0
277049852,T0
58501156,T0
108338254,T0
47094721,T0
25135435,T3
49077714,T0
32237847,T0
159293053,T0
398065596,T3
9567337,T0
108040689,T0
127185389,T0
171672954,T0
45120410,T0
51647735,T0
186660817,T0
323732547,T0
290307582,T0
207646886,T0
69201307,T2
160282838,T0
123930777,T0
24158866,T0
363565643,T0
68925276,T0
191239334,T3
444194492,T0
61188727,T0
35881554,T4
145193248,T0
83700692,T0
188415045,T0
31776090,T0
43203107,T0
589224,T0
106463194,T0
175105735,T0
82037637,T2
99943681,T0
146558081,T0
1294707,T2
110278794,T0
115266696,T0
149039300,T0
214891758,T0
102184261,T0
196242707,T0
52170127,T0
246347415,T0
83464736,T0
1923478,T0
152063050,T0
65949884,T0
109960488,T0
93770050,T0
104594908,T0
129885339,T0
7111727,T0
120127935,T0
28106639,T0
103291857,T3
3082769,T0
441152146,T0
73703356,T0
81262763,T0
311131825,T0
115207567,T0
80082754,T0
107958741,T0
6022396,T0
138983051,T0
125597432,T0
111246377,T0
199178958,T0
49801375,T0
85372576,T0
77093332,T1
109604987,T2
122190760,T0
46539598,T0
118831241,T0
286054164,T1
249003091,T0
170713222,T0
113541288,T0
318673320,T0
119262470,T0
283083388,T0
204313676,T0
17640094,T0
127018994,T0
84571717,T0
137842191,T0
365077133,T0
90921866,T0
102066351,T0
29401751,T0
6731864,T0
99245957,T0
37363280,T0
37076204,T0
88248419,T0
347270944,T0
96885353,T0
32222944,T1
136076464,T0
51285179,T0
57409078,T0
30678755,T1
39139263,T1
201552744,T0
81900403,T0
78205838,T0
85233365,T0
329552094,T0
125636362,T0
323393880,T0
205564987,T0
36512197,T1
54640950,T0
160560022,T0
60629931,T1
133604161,T0
121544623,T0
28588100,T0
161130089,T0
148592319,T0
425557384,T0
61226690,T0
142187221,T0
354955397,T0
243878255,T0
19040912,T0
83983333,T1
277701550,T0
114708039,T0
23395811,T0
45940839,T0
41830004,T1
134184379,T0
177744389,T0
111665047,T0
5862951,T0
21263949,T1
199193024,T0
66584814,T0
56934875,T0
160937906,T0
45725075,T0
38539845,T0
397532147,T0
321922071,T0
303248550,T0
151373873,T1
112941553,T0
83422209,T1
44247733,T0
125371610,T0
135881825,T1
75285975,T2
4620202,T0
50784058,T3
212043202,T0
175096908,T0
63089015,T0
5700235,T1
48067058,T0
94137068,T0
91141712,T0
43704466,T0
376947583,T0
184754389,T2
198925919,T0
89514300,T0
116194889,T4
105160494,T0
46454025,T0
43344022,T0
19584946,T0
66049456,T0
81980372,T0
112130712,T0
56273881,T0
121616509,T0
92479702,T2
82540312,T1
144355562,T0
33346992,T0
108307813,T0
96433163,T1
75996292,T0
2198481,T0
66465517,T0
63172720,T0
13177831,T0
33182301,T0
78745099,T0
119230093,T0
73301357,T0
71085757,T0
38676943,T0
244910644,T0
149510805,T0
83401566,T0
22598766,T0
179191379,T0
2114624,T0
7421524,T0
88760918,T2
39545761,T0
55340719,T0
86306099,T0
181810103,T0
393012607,T0
160120255,T0
47552724,T0
298183073,T0
150686983,T0
3273961,T0
108629772,T0
213863135,T0
142209311,T0
63842863,T0
338202997,T0
93688026,T1
381990798,T0
68238777,T0
281682454,T0
114786731,T2
7060688,T0
85091455,T0
96322819,T0
49764312,T0
387765527,T0
189146722,T0
174397168,T0
46425320,T0
39052069,T0
206548046,T0
103620570,T0
31367861,T0
108970985,T0
54924156,T4
18675131,T3
100321339,T0
80750966,T0
71038034,T0
95175365,T0
227041303,T0
78231291,T0
12067757,T0
149726843,T0
51572766,T0
44610615,T0
110557301,T0
145880672,T0
11992375,T0
107033743,T0
173819272,T0
89417720,T0
40949418,T0
63318257,T0
193057661,T0
86687340,T0
157611420,T0
13146811,T0
14918020,T1
108511328,T0
93652127,T0
61124266,T0
108167434,T0
147187592,T0
6136940,T0
149550799,T2
63923494,T0
120181583,T3
11189437,T0
155970240,T0
340209,T0
101851019,T1
156451749,T0
203432252,T0
84607628,T0
97033687,T0
87777711,T0
95963107,T0
127815995,T0
75248730,T1
227186134,T0
94662751,T0
298445677,T0
209789487,T0
143752720,T0
45391721,T0
34366794,T0
81090727,T0
348676465,T0
196790708,T0
53938885,T0
79663465,T0
136731434,T0
178350331,T0
55590724,T0
48316294,T0
237002993,T0
30474288,T0
350494001,T0
113226739,T0
182262804,T0
90311713,T0
349279186,T0
129054841,T0
96390042,T0
49309604,T3
25677273,T0
83941159,T0
131888107,T0
9856087,T0
168478976,T0
111958005,T3
23728223,T3
393513308,T0
207831,T0
96826543,T0
371223034,T0
253367596,T0
169323035,T0
406759398,T0
47809924,T0
228176269,T0
134931862,T0
120299276,T0
450428743,T0
72956189,T0
95582363,T0
50215600,T2
94084084,T0
73785027,T0
37989282,T0
381456412,T0
67958854,T0
3103726,T0
69873471,T0
157332470,T0
350805954,T0
28272022,T0
47448816,T0
78528947,T0
132747680,T0
41017581,T0
3582863,T0
1204253,T0
50163933,T0
78793783,T0
21214204,T0
72499476,T0
95581536,T0
274709020,T0
368055144,T0
85375928,T1
279464702,T0
160587546,T1
16208692,T0
199661741,T0
350215609,T0
5722067,T0
214555891,T4
17573767,T1
53724155,T0
78038568,T0
105414081,T0
94430935,T0
93495652,T0
29622989,T0
3515567,T1
34465147,T0
80895630,T0
213950419,T0
33859905,T0
6101546,T0
95047833,T0
121037049,T0
159489517,T4
320542061,T0
21339618,T0
127575999,T0
40267788,T0
182905127,T0
56121545,T0
100821911,T0
117617101,T2
78255584,T0
185259394,T0
152075165,T0
42764097,T2
74111480,T0
155746209,T0
254987,T1
227490391,T0
101690071,T0
127675891,T0
3019603,T0
33463054,T0
53901400,T0
94170408,T0
119773789,T0
92402561,T0
6009486,T0
182075554,T0
59992584,T0
388048428,T0
156680,T2
121990633,T0
184943102,T0
79046149,T0
69113753,T0
34552875,T0
97813729,T0
149392,T2
13657245,T0
50712929,T0
65140180,T2
353393832,T0
75550540,T0
406205888,T0
78453016,T0
333798982,T0
338480794,T0
120523326,T0
151136512,T0
4671222,T0
59386832,T0
119883697,T0
109905997,T0
163089122,T1
39974067,T0
124678774,T0
176016480,T0
113454713,T0
100301628,T0
59814674,T0
92273348,T0
37240563,T0
81933541,T0
165855014,T0
87272341,T0
146647192,T0
99243991,T0
66529936,T0
40514956,T0
122830270,T0
19735895,T0
75592660,T0
371226507,T0
119860541,T0
115837616,T0
433801864,T0
140015946,T1
90130155,T0
27482177,T0
201490760,T0
172732879,T0
118211977,T0
40425485,T0
38700178,T0
346856678,T0
83915618,T0
102968495,T0
49090343,T3
104572892,T0
32407958,T0
99838091,T0
215218189,T0
97992371,T0
285782978,T0
131335482,T0
175524924,T0
27853720,T0
115981604,T0
38429677,T0
3379098,T0
114697553,T0
5785770,T0
81724776,T0
109015985,T1
57450285,T0
28479532,T0
103376077,T2
312253137,T0
105433128,T0
55952304,T0
72876539,T0
185360999,T0
136923759,T0
366039612,T0
49318990,T0
39896521,T0
39655493,T0
147753242,T0
1077943,T0
3839165,T0
93506754,T0
109433254,T0
57332747,T0
214247495,T0
40156395,T3
171400485,T0
69714190,T0
19596884,T0
191409782,T0
6481551,T0
151022978,T0
30917775,T0
87138995,T0
124015093,T0
144547754,T0
45189456,T0
117840790,T0
83839582,T0
16475,T0
290547344,T0
53247687,T0
110401162,T0
127520813,T1
131251941,T0
49471145,T0
505514346,T0
3521109,T1
293814220,T0
557341,T0
87101257,T1
171933822,T0
67059192,T0
118754764,T0
123922401,T0
188260369,T0
383912725,T0
123238918,T0
9989283,T0
5756582,T0
324808185,T0
131525729,T0
94840373,T0
89475986,T0
137614581,T0
5477633,T0
110990655,T0
198068341,T0
168610151,T0
181212829,T0
91229987,T0
26645445,T0
22377610,T1
78183153,T0
106782091,T0
58251430,T0
107999385,T0
130259304,T0
243110286,T0
3907836,T2
130123184,T0
31359916,T0
42627335,T0
71472239,T0
99988239,T1
203807046,T0
99473742,T0
119857641,T0
107378086,T0
1731309,T0
50575379,T0
142152263,T0
115807421,T0
23080848,T0
210417758,T0
85306963,T0
10271233,T3
322425807,T0
82314506,T0
195064671,T0
46305942,T0
1193906,T0
424208564,T5
208024957,T0
79954807,T0
69528820,T0
94929987,T0
96508913,T0
112613487,T0
18923314,T0
128875005,T0
25338872,T0
96703972,T0
85712126,T0
117121144,T0
75516445,T0
303475160,T0
157012941,T0
109888899,T0
127909634,T0
180130092,T0
135283717,T1
40808020,T0
85710296,T0
4378201,T0
58377525,T0
92068701,T0
124104332,T0
209720618,T0
135543229,T0
213012357,T0
11764814,T0
6408343,T0
97239205,T0
69585392,T0
115383,T0
354697854,T0
39551161,T0
41778650,T0
52722085,T0
102356527,T0
134745953,T0
187086817,T0
81695419,T0
69937338,T0
72781659,T1
159556607,T0
26467514,T0
12811315,T0
92407349,T0
56368622,T0
306088498,T0
131777070,T0
127394546,T0
110053150,T0
171601318,T0
137450689,T0
162938973,T0
61278614,T0
115460046,T0
91217049,T0
37945007,T0
37199214,T0
160752568,T0
14351363,T0
110331341,T0
82549037,T0
85480871,T0
26891176,T1
238197067,T0
124341271,T0
249872416,T0
60853408,T0
369017121,T0
28513013,T3
62398093,T0
126387164,T0
10991766,T0
288349326,T0
147728169,T0
117077348,T0
31710961,T0
220523522,T0
58141708,T0
104373002,T0
8431927,T0
47044312,T0
56724052,T0
133464480,T0
84790101,T0
87732685,T0
69221845,T0
210765470,T0
58395917,T0
173705578,T0
87608947,T0
179947803,T0
182009108,T1
96559175,T0
92793135,T0
64874264,T0
54604886,T0
114917754,T0
90188718,T0
83049570,T0
28550282,T0
84524303,T0
44106009,T0
25004745,T0
382967768,T0
45539354,T3
64304971,T2
39689038,T0
114501320,T0
194291079,T0
144773108,T0
134808679,T0
53176926,T0
83363170,T1
180169400,T0
130536692,T0
4790081,T0
345285,T0
114311439,T0
131709876,T0
114859939,T0
46469198,T0
351434930,T0
2267543,T0
82181113,T2
292243330,T0
50728865,T0
46795143,T0
80716915,T0
87032775,T0
203220582,T0
36491110,T0
105768744,T0
102515637,T0
67687582,T0
78144414,T0
54691932,T1
84850312,T0
4917372,T0
27723126,T2
106326920,T0
58797900,T0
86280214,T0
68214153,T0
62480673,T1
1254159,T1
15839720,T4
138878580,T0
388281616,T0
48478560,T2
48957901,T1
11743165,T0
53417066,T3
19806236,T0
39400363,T0
9007202,T2
361083895,T0
152079207,T0
110245888,T1
84591471,T0
97807486,T0
25518466,T0
7209675,T1
30189269,T0
31046824,T2
108831463,T0
87792921,T0
412291879,T0
196792613,T0
107323084,T0
154509220,T0
108834380,T0
118149929,T0
66840153,T0
43087046,T1
120712367,T0
234411578,T0
87418207,T0
148908262,T1
169920251,T0
205356348,T0
177684143,T0
128233242,T0
188553475,T0
16899518,T0
134994078,T0
119615206,T0
34943514,T0
67471414,T0
27792930,T0
136601711,T0
1597517,T0
84444096,T0
45262683,T0
248702535,T0
75213647,T0
375177047,T0
335167021,T0
102635367,T0
182577673,T0
80564397,T0
218659403,T2
260796448,T0
85850844,T0
134146871,T0
134723621,T0
203612931,T0
123116424,T0
80641092,T0
128185630,T0
345716504,T0
305744526,T0
4986215,T2
37527778,T0
33712276,T1
12755627,T0
102769114,T0
65051939,T0
113835929,T0
137161487,T0
200487641,T0
43904716,T0
170383071,T0
132929129,T0
84498965,T0
197612435,T0
80767097,T0
134553096,T1
87734396,T0
7268714,T0
238378042,T0
6229023,T0
83985893,T1
84267469,T0
67509541,T0
97941793,T0
27716108,T0
65987747,T0
380911186,T3
204681066,T0
166551027,T0
5895,T2
400182167,T0
104382947,T0
44982417,T0
178589564,T0
374048227,T0
403264349,T0
229237323,T0
96445491,T0
84194667,T0
52516818,T2
32285668,T0
123485882,T0
13969343,T0
84393721,T0
119361358,T0
97718925,T0
221847818,T0
1368471,T2
101374814,T0
118438647,T0
163924438,T0
99115992,T0
96868223,T0
27388485,T0
66795234,T0
107314762,T0
99398495,T0
103018837,T2
213476762,T0
148155468,T0
129919846,T0
269335320,T0
31120037,T2
187291559,T0
19703415,T3
7703550,T0
187669779,T0
161259146,T3
108973668,T0
45482207,T0
148446740,T0
70941207,T0
77178593,T0
91059821,T0
99499206,T0
260434540,T0
105625037,T0
42492545,T0
44081911,T0
60935327,T3
150285270,T0
112655717,T0
157232884,T0
130425057,T0
121776652,T0
7430138,T1
69335916,T0
86850123,T0
17620080,T0
312722635,T0
84093548,T0
107731218,T0
102578647,T0
12483199,T0
54990126,T0
107210579,T0
32598322,T0
13848878,T4
112515602,T0
27033,T1
9745815,T0
106515038,T0
40490377,T0
166360008,T0
161063736,T0
40284577,T0
333765776,T0
46629552,T0
89286083,T0
30435606,T0
199240716,T0
19655563,T0
11419091,T0
131274329,T0
67551753,T1
164793881,T0
41786879,T0
63424553,T0
96178321,T0
215549869,T0
26114465,T1
119304045,T0
104271353,T2
158493180,T0
105233297,T3
105975115,T0
89392970,T1
193582,T2
36024545,T0
54555039,T0
10069307,T3
370698740,T0
61192063,T0
31057422,T0
55178187,T0
5773029,T0
501981,T0
104085241,T0
139954462,T0
128717401,T0
82600234,T0
105543776,T1
13252517,T2
102280143,T0
9502949,T1
123336448,T0
157202969,T0
25565599,T0
43066790,T0
44031632,T1
110649832,T0
151679578,T0
144645002,T0
82555282,T0
63008442,T0
89787075,T0
4843872,T0
145394334,T0
30323651,T2
134884050,T0
69125010,T0
46763955,T0
81820995,T0
99915281,T0
111216287,T0
159267363,T1
396688279,T0
191144525,T0
134333029,T0
115436111,T0
95700739,T0
5093627,T0
407189838,T1
161943074,T0
246307337,T0
83431945,T2
2463377,T0
42126655,T0
82135325,T0
96229683,T0
288434360,T0
98374911,T1
395242575,T2
116151329,T0
14351922,T4
11136484,T1
393141607,T0
103175969,T0
68455905,T0
74769841,T0
85291134,T0
186113386,T0
91315731,T0
20811533,T0
110676776,T0
23287694,T3
131816710,T0
66434306,T0
111661706,T0
124764920,T0
65921099,T1
101282702,T1
117361224,T0
62760810,T0
75814594,T0
1530437,T0
406533071,T0
302574,T0
184254358,T0
201880534,T0
27942297,T0
211336783,T0
119509565,T0
173310325,T0
84894671,T0
4247542,T0
1908627,T0
109060918,T0
109931036,T0
71258347,T0
95616335,T0
416368351,T0
86944961,T0
95099198,T0
30138137,T0
99041573,T2
5834044,T0
85085909,T0
65100867,T0
4953305,T1
118515721,T0
84691213,T0
58419883,T0
105487598,T0
128684574,T0
134915548,T0
100840189,T0
46124334,T0
73029901,T0
272083556,T0
80908311,T0
89004862,T0
91535940,T0
205000016,T1
28086115,T0
70532416,T0
177711214,T0
109443833,T0
22345617,T1
137985502,T0
10831751,T0
54640107,T0
859436,T0
15488233,T0
25318987,T1
134887471,T0
208208525,T0
96469467,T0
166298049,T0
76703856,T1
98872687,T4
224885046,T1
22261037,T0
88835481,T0
449889028,T0
228572563,T0
161250141,T0
145892833,T0
130868709,T0
1547036,T0
3360730,T1
303513708,T0
93867338,T0
92473771,T0
12367225,T2
76505698,T0
121836952,T0
85340711,T0
47593285,T0
124197318,T0
33161978,T5
81970990,T0
76252753,T0
62914538,T0
6395735,T0
97578378,T0
22693937,T0
62270926,T0
15244746,T0
46040280,T0
128244804,T0
10237271,T0
106309466,T0
18369174,T0
313759723,T0
165312033,T0
110344910,T0
78773481,T0
76769586,T0
75920111,T0
15020791,T0
139710011,T0
91430044,T0
116536953,T0
75302465,T0
65825887,T1
134409025,T0
27755023,T0
44581511,T0
2997366,T0
62868065,T3
92333187,T0
30744801,T0
127068263,T0
102453950,T0
412397863,T0
1354480,T0
124113801,T0
176374365,T0
21349576,T2
35667574,T0
102229744,T0
137592141,T0
10970187,T0
94308185,T2
38169027,T0
134727683,T0
93964665,T0
111771400,T0
48955045,T0
73519292,T0
145804914,T0
103422067,T0
98874229,T0
64074735,T0
107067522,T0
4768579,T0
26030391,T1
45683251,T0
110096590,T0
150687913,T0
37612381,T0
98387955,T0
9183472,T0
86701048,T0
175603266,T0
115278508,T0
26210087,T0
29126536,T0
109335411,T0
955521,T0
30454079,T0
14198734,T0
62373974,T0
1041889,T0
14746524,T1
107174691,T0
34660000,T0
58262657,T1
82271642,T0
79209157,T0
181731079,T0
201247110,T0
126899585,T0
91486429,T0
59697818,T0
10308452,T0
46839678,T0
302627082,T0
103577674,T0
138293385,T0
125839241,T0
45656979,T0
409457801,T0
119963449,T0
21826361,T0
383302605,T0
397188397,T0
98360377,T0
99399706,T0
19531562,T0
43625149,T0
48293505,T0
5343026,T0
49561053,T0
67577188,T0
52591895,T0
4053300,T0
79199943,T1
8760826,T0
33325007,T0
102745149,T0
206381181,T0
99292680,T0
35356946,T0
169980110,T0
12611650,T0
121095177,T0
163014403,T0
165146654,T0
57926394,T0
178738619,T0
180858539,T0
32225419,T1
16605899,T0
57992095,T0
82725300,T0
79309276,T0
29924281,T0
62749269,T0
66884928,T0
149881981,T0
31469646,T0
98025299,T0
161173699,T1
173534604,T0
79676076,T0
185130187,T0
95301812,T0
2682642,T0
85985857,T0
38569814,T0
74341382,T0
179682733,T0
69622958,T0
117681633,T0
83509404,T0
203121571,T0
180772990,T0
308953758,T0
3593984,T0
77704067,T2
119496836,T1
46395538,T0
178151907,T0
1834785,T0
69408637,T0
105215495,T0
97240617,T0
111627622,T0
186035059,T0
161652077,T0
104941188,T0
366459496,T0
119543540,T0
105925293,T0
185469332,T0
59865660,T0
144884736,T0
91710772,T0
51201826,T0
108347122,T0
52811014,T0
151956137,T0
78751653,T0
229569274,T0
101679734,T0
186769115,T0
153475303,T0
105375702,T0
44469310,T0
27088225,T0
34266400,T0
125682507,T0
191313572,T0
189771336,T1
790346,T0
287927354,T0
101413930,T2
314816442,T0
37855563,T0
100137431,T0
430530246,T0
60049691,T0
109144901,T0
306716039,T0
32964058,T0
25847407,T0
116848592,T0
139368615,T0
204769772,T0
7838168,T3
324088673,T1
46474089,T0
25624890,T0
82221616,T0
6691250,T0
128412104,T0
112055460,T0
114665964,T0
13662947,T1
3514862,T0
77145956,T0
39101955,T0
72326824,T0
66736597,T0
12254509,T0
28531034,T0
3258517,T0
7054500,T0
113139301,T0
235438967,T0
13786159,T0
161364715,T0
396611507,T0
118245239,T0
367798403,T0
111781902,T1
28131673,T0
152822940,T0
97436805,T0
193114137,T0
162984099,T0
102949884,T1
25424926,T0
7052415,T1
34419126,T0
24672267,T0
56143584,T4
76019348,T0
26350621,T0
32786248,T0
8894156,T3
50695869,T2
96734143,T0
7884164,T0
29649663,T0
49910103,T0
126361446,T0
293499308,T1
354753588,T0
33958340,T0
57904026,T0
153976049,T0
124857016,T0
78731598,T0
114678880,T2
66364513,T0
131983738,T0
165307534,T0
17305870,T0
9862236,T0
303003714,T0
207480157,T0
128953733,T0
60335543,T0
22799431,T0
182253139,T0
10280179,T2
42088884,T0
161479617,T0
20741246,T0
37387276,T0
337633319,T0
2973759,T0
32197328,T0
11910350,T0
75889716,T0
7699886,T0
145362,T0
175123026,T0
96395315,T0
140865905,T0
4011423,T0
32516844,T0
19821722,T0
124265350,T0
123215645,T0
153307106,T0
278163568,T0
133489062,T0
72514359,T0
27438921,T2
87473141,T0
145524888,T0
114502571,T0
105970180,T0
43937649,T0
220601865,T0
81624484,T0
71661568,T0
148119573,T0
137096820,T0
148655170,T0
28364911,T3
99768257,T0
327502359,T0
111918005,T0
65890257,T0
233220593,T0
179072333,T2
80098436,T0
168676740,T0
55371838,T0
402977062,T0
411923946,T0
81807667,T0
83466432,T0
25062319,T0
167178849,T0
71242061,T0
11811962,T0
89001342,T0
161812677,T1
7467578,T0
57440006,T4
34422762,T0
83381441,T0
58957805,T0
204154237,T0
52019789,T0
48627212,T0
193212997,T0
145718968,T0
112323955,T0
77770302,T0
114659368,T0
86975330,T0
78798165,T0
132141935,T3
288969022,T0
36828540,T0
108792663,T0
101558917,T3
83920094,T0
82714137,T1
102453750,T0
103397505,T0
60957764,T0
53077492,T0
89784211,T0
54441561,T0
195584,T1
59649076,T1
98715510,T0
113006159,T0
68048830,T0
165060993,T0
3457930,T1
7758912,T0
93676741,T0
415639270,T0
5683975,T0
26431074,T2
107672236,T0
82088686,T0
121830246,T0
185385849,T0
103839188,T0
82616370,T0
492185227,T0
55942076,T1
17060797,T0
296467919,T0
8135154,T0
37942153,T0
201581312,T0
39254325,T0
22785605,T0
4913154,T0
106886404,T0
73570008,T0
51100021,T0
91480899,T0
2588474,T0
75643163,T0
55645996,T0
120522696,T0
16725907,T0
109536027,T0
30286261,T0
72404555,T0
373913227,T0
50256432,T0
197979612,T0
160972596,T0
84644315,T0
80810727,T2
103179855,T0
849112,T2
32167197,T0
142634494,T0
118554077,T0
85742707,T0
53679129,T1
189231993,T0
205952833,T0
99272027,T0
120628601,T0
86909146,T0
78150934,T0
23220531,T0
64460046,T0
95247771,T0
83482203,T0
107627,T0
7398782,T1
273168812,T0
71599925,T0
70153158,T0
156209320,T0
119151955,T0
118150697,T0
139699008,T2
92708178,T0
111252208,T0
190741005,T0
22492696,T0
93860825,T0
238448123,T0
112188697,T0
145959174,T0
152141923,T0
158280268,T0
40364453,T0
1817855,T0
69794860,T0
3503602,T1
128714849,T0
84437843,T0
19736468,T0
38652200,T0
212006633,T0
12599201,T0
166647257,T0
49282395,T0
424924617,T0
39512290,T0
87465657,T0
198600452,T0
49051424,T0
26752649,T0
132213130,T0
133532206,T0
101474204,T0
8530640,T0
240126949,T0
393461105,T0
103688046,T0
58362589,T0
4198705,T0
13616816,T0
65261955,T0
32585561,T0
10756740,T1
78637371,T0
90288710,T0
91294641,T0
5051109,T0
4338634,T0
75360477,T0
311368241,T2
115430841,T0
291611036,T0
3674842,T0
96932395,T0
71833213,T0
39553171,T0
47050277,T3
393871928,T0
110523133,T0
73319564,T0
11547800,T0
68181223,T0
100812760,T0
153642914,T0
84323958,T0
27520116,T0
85409507,T1
192612726,T0
332400915,T0
40986963,T0
90984996,T0
5719371,T0
2348260,T0
191021022,T0
20409096,T0
97409870,T0
80820772,T0
75303411,T0
214520987,T0
86956973,T0
67543097,T0
96335276,T0
41528919,T0
97541472,T0
352429769,T0
14012298,T0
95518908,T0
82311616,T0
252254959,T0
83599437,T0
83989347,T0
166782643,T0
74636581,T0
117711878,T0
86342465,T0
46837331,T0
127283173,T0
9177636,T0
66428479,T0
105866954,T0
6374443,T0
101652579,T0
55849742,T2
17755048,T0
78444111,T4
115821204,T1
73957258,T2
121689450,T0
24365217,T0
86121893,T0
67523969,T0
253130843,T0
56959486,T0
109091461,T0
9382,T0
88513871,T0
6450978,T4
141227508,T0
81940658,T0
62185523,T0
46507807,T0
44824785,T0
102692793,T0
192990601,T0
69679782,T0
89540119,T0
58332988,T0
98367065,T0
97048872,T0
30999917,T3
53051230,T0
39283954,T0
127569153,T0
91993894,T0
158542564,T0
243570927,T0
14306523,T0
90770190,T0
169135371,T0
35714207,T2
95829139,T0
18514220,T0
96076214,T0
109506151,T0
43163722,T0
163975123,T0
10430844,T0
75510331,T0
209919458,T0
3623270,T0
108772340,T0
99177216,T0
19239618,T0
29519877,T0
3867029,T0
134930623,T0
110872211,T0
123193382,T0
56920834,T0
63259912,T0
1097114,T1
9045277,T0
25395527,T0
5827402,T2
107017387,T0
69155955,T0
419468318,T5
95656727,T3
62076896,T0
7474867,T2
16145588,T0
25459035,T2
121570273,T0
93831581,T0
313997338,T1
141867461,T0
20664201,T0
