coordinates,map,team
"105.20 37.39 137.71",ns2_unearthed,aliens
"105.46 37.39 138.03",ns2_unearthed,aliens
"112.07 36.64 145.92",ns2_unearthed,marines
"110.22 34.25 129.24",ns2_unearthed,aliens
"93.28 30.74 75.74",ns2_unearthed,aliens
"94.64 36.59 108.14",ns2_unearthed,aliens
"103.60 32.36 95.39",ns2_unearthed,marines
"100.50 30.49 76.62",ns2_unearthed,marines
"89.51 29.37 47.45",ns2_unearthed,marines
"98.81 29.71 43.95",ns2_unearthed,aliens
"103.20 31.95 83.45",ns2_unearthed,aliens
"94.29 35.68 100.10",ns2_unearthed,aliens
"91.42 34.04 93.34",ns2_unearthed,marines
"91.01 34.04 97.91",ns2_unearthed,marines
"105.70 32.61 92.94",ns2_unearthed,aliens
"100.23 33.33 93.57",ns2_unearthed,marines
"101.18 32.36 97.18",ns2_unearthed,marines
"100.79 33.36 93.53",ns2_unearthed,marines
"107.32 32.36 99.22",ns2_unearthed,marines
"81.97 28.85 70.39",ns2_unearthed,marines
"88.88 29.92 75.51",ns2_unearthed,aliens
"86.60 29.97 72.97",ns2_unearthed,aliens
"106.57 30.32 85.94",ns2_unearthed,marines
"102.28 32.15 91.88",ns2_unearthed,aliens
"155.75 30.07 68.14",ns2_unearthed,aliens
"156.16 32.09 67.83",ns2_unearthed,aliens
"163.05 30.07 68.64",ns2_unearthed,aliens
"196.50 30.11 61.21",ns2_unearthed,aliens
"189.32 31.85 61.11",ns2_unearthed,aliens
"103.64 29.89 96.81",ns2_unearthed,marines
"104.46 29.81 98.26",ns2_unearthed,marines
"150.75 30.49 73.58",ns2_unearthed,marines
"90.64 34.89 113.17",ns2_unearthed,marines
"90.34 30.60 67.46",ns2_unearthed,aliens
"90.27 30.27 72.89",ns2_unearthed,aliens
"91.42 30.33 18.12",ns2_unearthed,aliens
"85.57 30.56 22.53",ns2_unearthed,aliens
"94.29 34.89 113.07",ns2_unearthed,aliens
"90.53 34.89 113.85",ns2_unearthed,marines
"91.51 34.89 109.89",ns2_unearthed,aliens
"95.79 33.99 94.68",ns2_unearthed,aliens
"91.59 34.04 97.36",ns2_unearthed,aliens
"94.42 34.85 107.89",ns2_unearthed,aliens
"91.01 35.25 103.51",ns2_unearthed,aliens
"163.01 32.05 69.05",ns2_unearthed,aliens
"169.48 31.63 62.29",ns2_unearthed,aliens
"182.70 30.08 55.21",ns2_unearthed,marines
"173.24 30.89 65.91",ns2_unearthed,aliens
"87.11 31.64 71.17",ns2_unearthed,aliens
"190.16 30.01 51.28",ns2_unearthed,marines
"92.46 30.90 74.69",ns2_unearthed,marines
"90.93 30.92 58.04",ns2_unearthed,aliens
"87.08 30.01 56.20",ns2_unearthed,marines
"86.53 29.37 48.13",ns2_unearthed,marines
"97.72 28.65 35.58",ns2_unearthed,aliens
"97.53 28.66 37.62",ns2_unearthed,aliens
"94.53 28.97 37.20",ns2_unearthed,aliens
"96.53 32.44 55.51",ns2_unearthed,aliens
"205.98 32.25 56.25",ns2_unearthed,marines
"181.09 29.86 74.58",ns2_unearthed,marines
"124.88 31.51 90.70",ns2_unearthed,aliens
"106.51 30.66 72.37",ns2_unearthed,aliens
"140.98 31.65 86.78",ns2_unearthed,marines
"142.21 30.35 29.06",ns2_unearthed,marines
"143.77 29.06 37.02",ns2_unearthed,aliens
"141.18 31.65 79.06",ns2_unearthed,aliens
"135.58 32.19 81.33",ns2_unearthed,aliens
"140.74 30.84 38.23",ns2_unearthed,aliens
"153.43 30.83 140.42",ns2_unearthed,aliens
"151.57 30.35 140.12",ns2_unearthed,marines
"152.32 30.64 140.11",ns2_unearthed,aliens
"151.49 31.12 143.17",ns2_unearthed,marines
"153.08 31.30 152.47",ns2_unearthed,marines
"141.97 31.59 146.27",ns2_unearthed,marines
"155.97 30.08 59.38",ns2_unearthed,aliens
"155.76 30.78 95.79",ns2_unearthed,aliens
"140.63 29.29 115.80",ns2_unearthed,marines
"173.33 29.81 28.16",ns2_unearthed,aliens
"101.16 38.58 152.38",ns2_unearthed,aliens
"104.72 32.36 91.72",ns2_unearthed,marines
"105.26 32.26 89.95",ns2_unearthed,aliens
"102.88 39.06 150.11",ns2_unearthed,aliens
"172.91 30.78 27.02",ns2_unearthed,marines
"162.76 29.14 85.96",ns2_unearthed,marines
"143.68 31.86 86.69",ns2_unearthed,marines
"142.73 32.31 87.51",ns2_unearthed,aliens
"142.36 33.82 85.76",ns2_unearthed,aliens
"141.50 32.64 87.78",ns2_unearthed,marines
"149.95 31.58 140.28",ns2_unearthed,aliens
"145.77 32.17 25.20",ns2_unearthed,aliens
"146.62 30.46 146.02",ns2_unearthed,marines
"146.04 30.52 146.54",ns2_unearthed,marines
"161.68 30.35 138.74",ns2_unearthed,marines
"115.12 31.48 80.27",ns2_unearthed,aliens
"159.41 30.46 86.14",ns2_unearthed,aliens
"162.95 29.93 22.97",ns2_unearthed,aliens
"161.18 30.15 90.78",ns2_unearthed,marines
"171.22 30.10 63.40",ns2_unearthed,marines
"194.13 30.11 33.18",ns2_unearthed,aliens
"89.52 36.56 138.52",ns2_unearthed,marines
"101.83 37.35 141.89",ns2_unearthed,aliens
"196.45 30.50 23.54",ns2_unearthed,marines
"104.70 38.38 139.08",ns2_unearthed,aliens
"172.79 30.20 27.07",ns2_unearthed,marines
"193.71 30.11 38.14",ns2_unearthed,marines
"156.71 31.69 139.77",ns2_unearthed,marines
"144.87 30.63 147.79",ns2_unearthed,marines
"138.82 29.95 37.97",ns2_unearthed,aliens
"145.03 30.38 25.28",ns2_unearthed,aliens
"202.10 29.46 155.52",ns2_unearthed,marines
"90.33 34.90 116.46",ns2_unearthed,marines
"90.50 35.74 116.43",ns2_unearthed,aliens
"92.64 34.94 113.49",ns2_unearthed,aliens
"98.48 35.06 118.14",ns2_unearthed,aliens
"91.29 34.99 117.19",ns2_unearthed,marines
"92.48 35.53 117.36",ns2_unearthed,aliens
"88.93 29.09 68.88",ns2_unearthed,aliens
"84.95 30.27 62.19",ns2_unearthed,aliens
"199.48 31.17 50.67",ns2_unearthed,aliens
"196.17 31.02 49.08",ns2_unearthed,aliens
"196.53 30.15 36.20",ns2_unearthed,aliens
"191.68 30.00 32.69",ns2_unearthed,marines
"193.01 33.15 38.07",ns2_unearthed,aliens
"195.09 31.44 43.76",ns2_unearthed,marines
"192.15 30.11 28.37",ns2_unearthed,marines
"87.74 28.85 50.78",ns2_unearthed,marines
"190.16 29.73 30.89",ns2_unearthed,aliens
"188.39 31.61 24.41",ns2_unearthed,aliens
"165.57 29.67 30.54",ns2_unearthed,marines
"181.40 29.78 149.66",ns2_unearthed,marines
"151.87 30.35 140.56",ns2_unearthed,marines
"136.18 28.98 52.43",ns2_unearthed,aliens
"153.10 30.88 67.45",ns2_unearthed,marines
"142.08 29.65 41.24",ns2_unearthed,marines
"156.37 32.17 82.22",ns2_unearthed,aliens
"96.39 37.35 142.03",ns2_unearthed,aliens
"130.74 30.51 126.76",ns2_unearthed,marines
"159.00 29.47 80.04",ns2_unearthed,aliens
"139.74 29.22 45.01",ns2_unearthed,aliens
"149.90 30.51 81.58",ns2_unearthed,marines
"144.44 31.43 24.95",ns2_unearthed,aliens
"114.93 39.31 151.26",ns2_unearthed,marines
"110.21 31.21 94.77",ns2_unearthed,marines
"107.13 34.26 124.68",ns2_unearthed,marines
"147.81 35.70 66.64",ns2_unearthed,aliens
"95.73 30.48 61.04",ns2_unearthed,aliens
"159.47 30.08 59.81",ns2_unearthed,marines
"97.02 34.91 116.88",ns2_unearthed,marines
"91.75 35.00 108.43",ns2_unearthed,marines
"153.46 30.45 76.50",ns2_unearthed,marines
"99.51 34.70 95.61",ns2_unearthed,aliens
"134.76 32.32 81.25",ns2_unearthed,marines
"106.70 32.36 93.92",ns2_unearthed,marines
"106.50 33.85 93.40",ns2_unearthed,aliens
"124.78 30.28 85.63",ns2_unearthed,marines
"129.20 29.50 44.15",ns2_unearthed,marines
"98.79 34.90 117.42",ns2_unearthed,marines
"92.49 36.38 116.80",ns2_unearthed,aliens
"142.42 30.97 8.32",ns2_unearthed,marines
"131.20 32.26 147.77",ns2_unearthed,marines
"104.01 31.33 75.55",ns2_unearthed,aliens
"111.86 35.21 137.64",ns2_unearthed,aliens
"132.15 32.26 84.42",ns2_unearthed,aliens
"105.09 34.27 127.22",ns2_unearthed,marines
"152.55 30.48 76.85",ns2_unearthed,marines
"115.14 30.22 24.70",ns2_unearthed,marines
"125.14 30.43 26.79",ns2_unearthed,marines
"136.52 33.33 134.81",ns2_unearthed,aliens
"87.75 30.18 64.17",ns2_unearthed,marines
"103.05 30.34 76.46",ns2_unearthed,marines
"103.98 30.33 77.97",ns2_unearthed,marines
"141.71 32.17 145.60",ns2_unearthed,aliens
"92.63 36.71 131.83",ns2_unearthed,aliens
"90.37 36.64 140.69",ns2_unearthed,marines
"101.04 38.00 140.95",ns2_unearthed,aliens
"97.28 37.33 141.28",ns2_unearthed,marines
"95.75 37.35 144.29",ns2_unearthed,marines
"103.31 37.35 140.95",ns2_unearthed,marines
"117.16 34.39 136.97",ns2_unearthed,marines
"105.34 31.94 89.35",ns2_unearthed,aliens
"86.97 29.27 68.17",ns2_unearthed,aliens
"164.60 31.92 26.28",ns2_unearthed,aliens
"180.41 31.13 30.98",ns2_unearthed,aliens
"185.46 30.46 24.33",ns2_unearthed,marines
"185.07 31.24 25.81",ns2_unearthed,aliens
"96.35 35.19 125.17",ns2_unearthed,marines
"192.83 31.59 40.79",ns2_unearthed,aliens
"168.17 30.13 66.44",ns2_unearthed,aliens
"192.63 30.09 27.89",ns2_unearthed,aliens
"194.32 30.19 25.79",ns2_unearthed,marines
"162.07 29.67 29.87",ns2_unearthed,aliens
"90.48 36.12 116.25",ns2_unearthed,aliens
"96.35 36.86 115.55",ns2_unearthed,aliens
"162.85 31.24 60.02",ns2_unearthed,aliens
"169.44 30.08 61.97",ns2_unearthed,marines
"171.49 31.42 63.24",ns2_unearthed,aliens
"103.79 30.43 77.29",ns2_unearthed,marines
"195.17 30.14 23.82",ns2_unearthed,marines
"158.17 29.06 115.72",ns2_unearthed,aliens
"182.41 30.46 24.84",ns2_unearthed,marines
"147.97 29.22 113.73",ns2_unearthed,marines
"140.19 30.91 37.30",ns2_unearthed,aliens
"135.83 29.96 39.40",ns2_unearthed,aliens
"132.53 29.07 39.15",ns2_unearthed,marines
"124.44 37.90 134.71",ns2_unearthed,aliens
"154.55 31.05 153.30",ns2_unearthed,marines
"133.70 29.06 42.55",ns2_unearthed,marines
"131.11 30.77 43.26",ns2_unearthed,aliens
"157.16 29.55 148.21",ns2_unearthed,marines
"134.46 31.87 142.20",ns2_unearthed,marines
"162.57 34.34 11.50",ns2_unearthed,aliens
"92.34 36.17 103.82",ns2_unearthed,marines
"93.57 34.04 100.03",ns2_unearthed,aliens
"92.70 35.05 98.90",ns2_unearthed,aliens
"95.49 35.75 94.65",ns2_unearthed,aliens
"194.18 30.08 37.82",ns2_unearthed,aliens
"144.63 31.47 79.01",ns2_unearthed,marines
"93.44 36.19 114.08",ns2_unearthed,marines
"194.75 29.07 151.67",ns2_unearthed,aliens
"205.56 32.98 65.35",ns2_unearthed,aliens
"147.68 30.50 81.49",ns2_unearthed,marines
"205.91 31.85 70.36",ns2_unearthed,marines
"202.33 33.22 72.41",ns2_unearthed,marines
"94.84 35.64 127.54",ns2_unearthed,aliens
"194.43 28.18 158.75",ns2_unearthed,marines
"85.82 28.96 68.75",ns2_unearthed,aliens
"123.41 30.38 82.77",ns2_unearthed,marines
"136.61 31.41 65.23",ns2_unearthed,aliens
"108.72 30.93 72.29",ns2_unearthed,aliens
"131.43 31.94 66.21",ns2_unearthed,marines
"133.59 28.71 48.88",ns2_unearthed,aliens
"119.13 39.50 134.19",ns2_unearthed,aliens
"138.77 31.44 78.07",ns2_unearthed,aliens
"143.70 30.45 19.35",ns2_unearthed,aliens
"116.87 34.79 139.02",ns2_unearthed,marines
"150.11 35.42 64.27",ns2_unearthed,aliens
"121.87 31.89 149.15",ns2_unearthed,marines
"129.57 32.59 147.98",ns2_unearthed,aliens
"195.11 28.90 119.24",ns2_unearthed,aliens
"150.82 30.40 80.41",ns2_unearthed,aliens
"182.89 29.90 117.59",ns2_unearthed,aliens
"198.89 28.17 126.48",ns2_unearthed,aliens
"148.11 31.53 79.79",ns2_unearthed,aliens
"204.34 28.77 106.81",ns2_unearthed,marines
"201.07 30.45 115.62",ns2_unearthed,aliens
"195.47 28.25 121.98",ns2_unearthed,marines
"146.62 28.75 113.48",ns2_unearthed,aliens
"135.86 37.85 44.66",ns2_unearthed,aliens
"158.41 29.57 144.30",ns2_unearthed,marines
"172.14 39.31 139.55",ns2_unearthed,aliens
"153.36 30.62 64.69",ns2_unearthed,aliens
"150.27 30.50 77.56",ns2_unearthed,aliens
"183.41 28.15 108.32",ns2_unearthed,marines
"112.50 39.10 152.54",ns2_unearthed,aliens
"103.36 37.35 145.56",ns2_unearthed,marines
"176.43 30.65 64.56",ns2_unearthed,marines
"172.40 29.69 112.01",ns2_unearthed,marines
"150.58 30.57 74.14",ns2_unearthed,marines
"150.60 31.11 72.13",ns2_unearthed,aliens
"166.11 32.25 155.93",ns2_unearthed,aliens
"152.88 31.30 153.15",ns2_unearthed,marines
"144.34 30.42 22.63",ns2_unearthed,aliens
"163.56 30.26 162.71",ns2_unearthed,marines
"141.65 31.58 26.37",ns2_unearthed,aliens
"139.67 33.06 79.26",ns2_unearthed,aliens
"136.10 31.18 79.46",ns2_unearthed,marines
"130.36 32.50 80.78",ns2_unearthed,aliens
"175.48 31.29 25.87",ns2_unearthed,aliens
"128.13 30.28 74.16",ns2_unearthed,marines
"123.59 30.35 92.89",ns2_unearthed,aliens
"191.15 30.46 21.17",ns2_unearthed,marines
"187.70 30.31 33.05",ns2_unearthed,aliens
"148.04 31.53 79.99",ns2_unearthed,aliens
"114.65 39.23 152.63",ns2_unearthed,marines
"198.22 33.76 50.05",ns2_unearthed,aliens
"199.62 29.96 30.38",ns2_unearthed,aliens
"196.19 31.48 39.62",ns2_unearthed,aliens
"195.65 30.08 36.02",ns2_unearthed,aliens
"148.52 30.49 78.74",ns2_unearthed,aliens
"178.47 32.34 25.35",ns2_unearthed,aliens
"198.92 29.27 121.98",ns2_unearthed,marines
"166.18 31.97 144.81",ns2_unearthed,aliens
"182.87 30.62 28.65",ns2_unearthed,marines
"183.15 31.43 28.77",ns2_unearthed,aliens
"184.10 30.85 27.37",ns2_unearthed,marines
"179.66 30.48 25.44",ns2_unearthed,marines
"161.99 29.14 87.22",ns2_unearthed,aliens
"157.53 30.10 88.76",ns2_unearthed,marines
"158.40 30.49 88.51",ns2_unearthed,aliens
"164.46 32.97 156.55",ns2_unearthed,aliens
"154.98 31.11 154.69",ns2_unearthed,aliens
"156.27 30.36 150.93",ns2_unearthed,marines
"157.57 32.24 5.08",ns2_unearthed,aliens
"146.44 30.95 8.26",ns2_unearthed,aliens
"134.28 31.28 145.16",ns2_unearthed,marines
"156.00 30.65 152.18",ns2_unearthed,marines
"172.83 30.04 32.37",ns2_unearthed,marines
"110.25 35.70 136.66",ns2_unearthed,aliens
"161.21 29.70 8.28",ns2_unearthed,marines
"160.46 31.61 10.02",ns2_unearthed,aliens
"199.89 32.02 151.20",ns2_unearthed,aliens
"146.63 29.07 35.47",ns2_unearthed,marines
"207.93 28.15 143.46",ns2_unearthed,aliens
"209.09 28.15 148.19",ns2_unearthed,marines
"209.39 28.35 152.42",ns2_unearthed,marines
"202.32 29.37 144.29",ns2_unearthed,marines
"212.72 28.21 138.27",ns2_unearthed,marines
"129.33 31.90 70.58",ns2_unearthed,marines
"183.77 28.15 120.15",ns2_unearthed,marines
"184.54 28.15 118.59",ns2_unearthed,aliens
"182.59 28.77 119.57",ns2_unearthed,aliens
"150.38 30.39 150.37",ns2_unearthed,aliens
"156.19 30.35 157.46",ns2_unearthed,marines
"154.85 30.35 151.87",ns2_unearthed,marines
"162.79 28.22 120.32",ns2_unearthed,aliens
"160.01 29.00 120.16",ns2_unearthed,marines
"207.61 28.88 134.80",ns2_unearthed,aliens
"188.62 29.89 132.84",ns2_unearthed,marines
"165.51 29.40 121.21",ns2_unearthed,aliens
"188.41 29.78 152.53",ns2_unearthed,aliens
"183.47 30.47 149.38",ns2_unearthed,marines
"209.46 28.21 138.22",ns2_unearthed,marines
"203.91 29.57 132.60",ns2_unearthed,marines
"189.16 31.59 116.48",ns2_unearthed,aliens
"128.30 30.29 75.37",ns2_unearthed,aliens
"184.54 31.45 51.83",ns2_unearthed,marines
"161.37 29.67 28.84",ns2_unearthed,marines
"149.13 31.82 79.73",ns2_unearthed,aliens
"147.37 31.58 81.71",ns2_unearthed,aliens
"205.09 33.93 68.03",ns2_unearthed,aliens
"191.66 30.09 81.32",ns2_unearthed,marines
"193.93 31.26 76.83",ns2_unearthed,marines
"192.74 30.28 79.43",ns2_unearthed,marines
"125.09 34.76 28.17",ns2_unearthed,aliens
"138.56 29.70 51.47",ns2_unearthed,aliens
"164.67 28.71 122.42",ns2_unearthed,aliens
"163.42 28.20 122.18",ns2_unearthed,marines
"138.28 29.07 52.47",ns2_unearthed,marines
"168.10 36.79 63.56",ns2_unearthed,aliens
"194.68 31.00 95.92",ns2_unearthed,marines
"167.52 30.08 68.56",ns2_unearthed,marines
"143.46 30.46 82.18",ns2_unearthed,marines
"195.68 28.79 108.24",ns2_unearthed,marines
"191.09 29.64 104.03",ns2_unearthed,aliens
"158.77 29.12 86.88",ns2_unearthed,aliens
"204.79 29.22 154.86",ns2_unearthed,marines
"159.05 30.54 95.40",ns2_unearthed,aliens
"149.08 29.09 100.44",ns2_unearthed,marines
"160.55 31.68 92.77",ns2_unearthed,aliens
"161.73 29.98 93.06",ns2_unearthed,marines
"162.15 29.48 91.96",ns2_unearthed,aliens
"201.53 33.25 95.28",ns2_unearthed,aliens
"161.29 29.75 89.10",ns2_unearthed,marines
"151.71 30.67 100.91",ns2_unearthed,aliens
"148.40 29.17 108.36",ns2_unearthed,aliens
"85.47 29.44 65.49",ns2_unearthed,aliens
"109.17 36.69 142.57",ns2_unearthed,aliens
"152.17 29.16 97.93",ns2_unearthed,aliens
"149.98 29.20 98.18",ns2_unearthed,aliens
"145.54 30.47 22.00",ns2_unearthed,aliens
"189.71 30.13 75.67",ns2_unearthed,marines
"196.02 30.56 94.02",ns2_unearthed,aliens
"198.66 30.57 93.85",ns2_unearthed,marines
"166.14 29.57 120.57",ns2_unearthed,marines
"167.10 28.20 123.96",ns2_unearthed,marines
"166.41 28.46 122.39",ns2_unearthed,aliens
"141.23 32.08 35.63",ns2_unearthed,aliens
"152.20 30.42 83.12",ns2_unearthed,aliens
"153.35 31.36 76.95",ns2_unearthed,aliens
"189.72 29.27 109.24",ns2_unearthed,aliens
"194.14 32.53 72.62",ns2_unearthed,aliens
"182.58 28.40 111.36",ns2_unearthed,marines
"183.81 29.62 113.31",ns2_unearthed,marines
"182.15 28.15 110.56",ns2_unearthed,aliens
"194.47 29.95 100.36",ns2_unearthed,aliens
"191.43 30.14 100.27",ns2_unearthed,aliens
"187.60 30.76 68.89",ns2_unearthed,aliens
"184.35 30.98 70.34",ns2_unearthed,marines
"183.20 30.08 69.12",ns2_unearthed,aliens
"209.96 32.88 65.58",ns2_unearthed,aliens
"200.50 30.47 66.36",ns2_unearthed,aliens
"191.02 31.15 62.11",ns2_unearthed,aliens
"190.35 30.16 61.50",ns2_unearthed,aliens
"189.02 30.08 64.16",ns2_unearthed,aliens
"188.88 30.08 64.77",ns2_unearthed,aliens
"181.96 30.04 57.82",ns2_unearthed,aliens
"180.93 31.32 58.78",ns2_unearthed,marines
"197.81 31.90 68.76",ns2_unearthed,aliens
"193.91 30.08 65.28",ns2_unearthed,aliens
"197.60 30.85 67.50",ns2_unearthed,marines
"191.94 31.52 61.42",ns2_unearthed,aliens
"199.16 30.08 68.99",ns2_unearthed,aliens
"189.63 31.10 59.52",ns2_unearthed,aliens
"164.29 29.67 28.95",ns2_unearthed,aliens
"133.43 36.49 81.27",ns2_unearthed,aliens
"127.80 30.31 84.54",ns2_unearthed,marines
"110.39 33.12 97.45",ns2_unearthed,aliens
"177.09 30.46 22.84",ns2_unearthed,marines
"109.70 37.46 149.90",ns2_unearthed,marines
"173.39 29.91 29.71",ns2_unearthed,marines
"148.35 29.35 37.07",ns2_unearthed,marines
"143.32 33.12 80.03",ns2_unearthed,aliens
"143.81 30.49 21.94",ns2_unearthed,aliens
"153.57 30.44 1.33",ns2_unearthed,marines
"139.85 32.68 79.99",ns2_unearthed,aliens
"144.87 30.52 6.51",ns2_unearthed,marines
"143.73 30.70 10.76",ns2_unearthed,marines
"147.87 30.51 3.41",ns2_unearthed,aliens
"143.93 31.62 0.01",ns2_unearthed,aliens
"160.18 31.30 137.93",ns2_unearthed,marines
"153.82 30.51 67.09",ns2_unearthed,marines
"165.38 31.04 63.67",ns2_unearthed,marines
"110.76 34.25 130.06",ns2_unearthed,aliens
"102.67 34.28 124.01",ns2_unearthed,marines
"150.97 30.08 69.50",ns2_unearthed,marines
"105.88 34.28 126.48",ns2_unearthed,marines
"193.96 31.57 39.85",ns2_unearthed,aliens
"124.13 30.78 86.32",ns2_unearthed,aliens
"195.26 30.86 30.20",ns2_unearthed,marines
"126.62 30.25 74.95",ns2_unearthed,marines
"193.63 30.19 26.26",ns2_unearthed,aliens
"92.98 39.67 131.14",ns2_unearthed,aliens
"183.27 31.02 28.07",ns2_unearthed,marines
"182.37 30.15 28.12",ns2_unearthed,aliens
"184.38 31.79 24.94",ns2_unearthed,aliens
"135.38 31.11 81.77",ns2_unearthed,marines
"133.47 33.40 84.93",ns2_unearthed,aliens
"141.42 34.60 83.79",ns2_unearthed,aliens
"190.11 29.72 31.62",ns2_unearthed,marines
"191.26 29.69 30.48",ns2_unearthed,aliens
"118.33 39.43 143.12",ns2_unearthed,aliens
"185.13 31.91 27.82",ns2_unearthed,marines
"169.39 30.39 29.45",ns2_unearthed,aliens
"112.14 35.60 130.96",ns2_unearthed,marines
"150.37 31.78 79.68",ns2_unearthed,aliens
"157.96 29.21 76.82",ns2_unearthed,marines
"195.53 30.88 36.38",ns2_unearthed,aliens
"116.13 35.94 137.08",ns2_unearthed,aliens
"194.89 30.08 40.90",ns2_unearthed,marines
"194.18 30.08 37.29",ns2_unearthed,marines
"153.23 30.49 87.99",ns2_unearthed,marines
"163.82 30.06 93.02",ns2_unearthed,marines
"101.97 38.87 147.97",ns2_unearthed,aliens
"163.56 31.28 117.76",ns2_unearthed,aliens
"160.31 29.16 94.52",ns2_unearthed,marines
"161.56 29.24 93.73",ns2_unearthed,aliens
"132.71 31.86 135.41",ns2_unearthed,marines
"149.66 30.31 96.09",ns2_unearthed,aliens
"147.08 29.24 95.44",ns2_unearthed,marines
"161.64 31.72 12.84",ns2_unearthed,aliens
"162.77 30.58 14.88",ns2_unearthed,marines
"103.38 37.69 150.23",ns2_unearthed,aliens
"145.55 31.90 28.13",ns2_unearthed,aliens
"190.93 30.63 117.17",ns2_unearthed,aliens
"190.25 27.83 106.20",ns2_unearthed,marines
"170.45 28.15 117.34",ns2_unearthed,marines
"156.61 30.23 84.69",ns2_unearthed,aliens
"148.28 30.63 87.03",ns2_unearthed,aliens
"150.63 31.19 86.44",ns2_unearthed,marines
"157.02 29.20 86.52",ns2_unearthed,aliens
"144.22 31.00 87.85",ns2_unearthed,marines
"155.42 30.67 138.05",ns2_unearthed,marines
"154.80 30.56 140.03",ns2_unearthed,aliens
"157.57 29.14 94.54",ns2_unearthed,marines
"159.03 30.35 143.03",ns2_unearthed,marines
"179.70 29.72 29.01",ns2_unearthed,aliens
"137.82 31.30 86.76",ns2_unearthed,marines
"144.65 31.83 87.11",ns2_unearthed,marines
"145.81 32.34 87.23",ns2_unearthed,aliens
"189.80 31.32 32.89",ns2_unearthed,aliens
"149.00 31.65 81.48",ns2_unearthed,aliens
"186.12 30.57 24.93",ns2_unearthed,aliens
"189.36 29.72 29.23",ns2_unearthed,marines
"115.23 34.39 134.43",ns2_unearthed,marines
"115.75 34.50 133.53",ns2_unearthed,aliens
"180.99 31.70 25.89",ns2_unearthed,marines
"151.56 30.70 60.33",ns2_unearthed,marines
"112.29 34.39 130.73",ns2_unearthed,aliens
"144.84 31.86 14.00",ns2_unearthed,aliens
"151.20 30.71 85.37",ns2_unearthed,marines
"142.95 30.50 21.58",ns2_unearthed,marines
"145.82 32.02 31.20",ns2_unearthed,marines
"116.02 34.39 133.65",ns2_unearthed,marines
"119.02 35.09 135.76",ns2_unearthed,marines
"130.95 29.07 44.19",ns2_unearthed,aliens
"129.34 30.46 31.59",ns2_unearthed,aliens
"128.75 30.49 25.85",ns2_unearthed,marines
"129.38 31.59 27.58",ns2_unearthed,aliens
"186.71 29.60 119.34",ns2_unearthed,aliens
"188.98 29.34 121.64",ns2_unearthed,marines
"97.74 34.28 125.78",ns2_unearthed,aliens
"101.74 36.82 119.08",ns2_unearthed,aliens
"133.92 30.02 39.26",ns2_unearthed,marines
"131.51 28.92 52.46",ns2_unearthed,aliens
"147.04 30.36 145.39",ns2_unearthed,aliens
"157.44 30.03 143.84",ns2_unearthed,marines
"156.33 31.63 140.69",ns2_unearthed,aliens
"203.25 28.51 119.54",ns2_unearthed,marines
"202.24 28.38 120.65",ns2_unearthed,marines
"148.67 31.27 68.99",ns2_unearthed,aliens
"149.47 30.71 74.79",ns2_unearthed,marines
"150.52 31.04 75.95",ns2_unearthed,aliens
"148.06 29.30 41.95",ns2_unearthed,marines
"190.40 28.08 108.99",ns2_unearthed,marines
"140.37 30.28 44.07",ns2_unearthed,marines
"157.01 30.52 152.15",ns2_unearthed,aliens
"157.04 30.35 156.46",ns2_unearthed,marines
"157.90 31.78 158.65",ns2_unearthed,aliens
"194.44 31.21 112.33",ns2_unearthed,aliens
"164.48 30.35 162.45",ns2_unearthed,marines
"149.58 30.35 143.01",ns2_unearthed,marines
"199.16 29.33 122.15",ns2_unearthed,marines
"158.12 29.55 148.26",ns2_unearthed,marines
"157.49 30.33 150.63",ns2_unearthed,aliens
"162.03 31.94 146.35",ns2_unearthed,aliens
"130.88 29.61 43.18",ns2_unearthed,marines
"127.62 30.43 27.48",ns2_unearthed,marines
"125.84 30.43 25.17",ns2_unearthed,marines
"147.31 31.79 85.47",ns2_unearthed,marines
"94.41 28.58 29.45",ns2_unearthed,aliens
"152.15 30.98 84.10",ns2_unearthed,aliens
"171.72 31.46 165.30",ns2_unearthed,aliens
"139.44 30.84 51.61",ns2_unearthed,aliens
"147.74 28.76 110.85",ns2_unearthed,marines
"159.63 30.35 155.53",ns2_unearthed,marines
"180.40 31.21 24.92",ns2_unearthed,marines
"165.35 30.57 162.64",ns2_unearthed,marines
"158.61 30.35 151.66",ns2_unearthed,marines
"185.30 31.11 25.55",ns2_unearthed,marines
"157.58 30.87 152.80",ns2_unearthed,marines
"158.90 30.35 142.54",ns2_unearthed,aliens
"162.11 29.67 30.67",ns2_unearthed,marines
"158.65 30.79 149.17",ns2_unearthed,aliens
"155.40 31.95 78.54",ns2_unearthed,aliens
"152.10 30.89 152.76",ns2_unearthed,marines
"157.92 30.36 152.83",ns2_unearthed,marines
"157.79 30.35 152.89",ns2_unearthed,marines
"146.91 30.88 79.33",ns2_unearthed,marines
"105.97 36.05 125.31",ns2_unearthed,aliens
"151.80 30.80 84.70",ns2_unearthed,aliens
"151.30 32.35 76.25",ns2_unearthed,aliens
"164.65 29.50 126.10",ns2_unearthed,marines
"140.06 29.87 40.05",ns2_unearthed,marines
"145.73 31.04 87.53",ns2_unearthed,aliens
"128.66 31.97 144.78",ns2_unearthed,marines
"152.91 31.21 78.37",ns2_unearthed,marines
"169.49 30.75 66.66",ns2_unearthed,aliens
"116.63 34.39 136.96",ns2_unearthed,marines
