x,y,z,map
-29.90,0.72,-4.21,ns2_tram
-48.66,-2.67,32.15,ns2_tram
-56.62,-3.45,60.18,ns2_tram
-38.80,-1.00,15.60,ns2_tram
-25.31,-2.57,1.87,ns2_tram
-33.71,-0.73,-17.72,ns2_tram
-18.65,0.18,101.56,ns2_tram
-1.82,-2.45,-4.34,ns2_tram
-33.74,-1.34,-17.97,ns2_tram
-44.81,0.21,90.28,ns2_tram
0.06,0.59,61.37,ns2_tram
-3.22,0.71,63.18,ns2_tram
-31.01,-1.92,-3.91,ns2_tram
-20.72,-1.20,64.25,ns2_tram
-21.32,-0.29,64.71,ns2_tram
-24.76,-2.83,38.40,ns2_tram
-31.47,-1.09,39.21,ns2_tram
-14.87,-3.03,0.73,ns2_tram
-28.70,-0.67,-14.62,ns2_tram
-27.63,-0.12,-13.20,ns2_tram
-38.61,-1.92,-12.55,ns2_tram
-32.96,-2.00,0.72,ns2_tram
-37.48,-1.68,-13.13,ns2_tram
-5.53,3.45,83.77,ns2_tram
-37.24,-1.79,-18.78,ns2_tram
-7.00,1.83,86.01,ns2_tram
-33.81,-1.34,-17.38,ns2_tram
4.40,-2.42,-13.20,ns2_tram
-0.89,-3.24,-4.02,ns2_tram
-1.08,2.58,81.12,ns2_tram
-3.88,2.26,74.15,ns2_tram
-21.41,-1.54,93.05,ns2_tram
-38.39,-2.42,-2.50,ns2_tram
-18.50,-1.88,-21.62,ns2_tram
-7.45,1.70,66.75,ns2_tram
-28.07,-0.59,-13.49,ns2_tram
-1.31,3.52,61.12,ns2_tram
23.30,1.11,5.48,ns2_tram
21.15,0.75,5.95,ns2_tram
10.43,-3.56,63.32,ns2_tram
17.59,-0.18,3.44,ns2_tram
3.57,-1.48,5.14,ns2_tram
-25.90,1.04,93.29,ns2_tram
-6.86,3.14,69.09,ns2_tram
-30.07,-1.92,-3.62,ns2_tram
-55.33,-2.40,53.89,ns2_tram
-33.22,-0.52,-2.74,ns2_tram
11.38,4.30,80.59,ns2_tram
12.31,3.09,85.98,ns2_tram
-6.80,2.29,97.06,ns2_tram
12.76,3.84,78.60,ns2_tram
-4.91,3.21,86.88,ns2_tram
-2.02,-2.98,-5.67,ns2_tram
10.34,3.41,79.06,ns2_tram
-24.43,-3.03,3.85,ns2_tram
-20.29,-3.44,9.09,ns2_tram
-28.88,-1.92,9.01,ns2_tram
-17.94,-1.52,65.94,ns2_tram
-18.95,-0.09,102.98,ns2_tram
-29.21,-2.02,9.69,ns2_tram
-28.42,-1.92,7.99,ns2_tram
-27.39,-1.49,22.46,ns2_tram
-23.04,-1.40,20.21,ns2_tram
-19.85,-2.68,18.61,ns2_tram
-28.44,-0.93,3.77,ns2_tram
-79.74,-1.38,83.87,ns2_tram
-83.03,-2.02,84.82,ns2_tram
-26.35,-0.95,48.94,ns2_tram
-28.80,-1.92,8.03,ns2_tram
-26.95,-1.22,19.56,ns2_tram
-18.27,-2.83,37.44,ns2_tram
-35.57,-1.73,-18.62,ns2_tram
-32.35,-2.96,72.57,ns2_tram
-28.85,-0.09,105.50,ns2_tram
14.85,1.33,-7.23,ns2_tram
27.08,0.95,-7.29,ns2_tram
-31.37,-2.83,40.57,ns2_tram
-34.75,-3.16,74.21,ns2_tram
-23.26,-1.51,95.73,ns2_tram
-29.37,-0.68,5.54,ns2_tram
-57.75,-0.50,76.16,ns2_tram
-18.51,-0.21,48.78,ns2_tram
-24.50,-2.38,37.95,ns2_tram
-23.64,-2.68,-9.90,ns2_tram
-68.83,-0.05,91.91,ns2_tram
-17.53,-3.02,-10.66,ns2_tram
-22.13,-1.92,-14.59,ns2_tram
-54.16,0.42,7.85,ns2_tram
-78.12,-2.03,74.18,ns2_tram
-40.70,-2.07,-2.95,ns2_tram
-42.46,-2.42,-4.17,ns2_tram
-69.40,0.63,85.79,ns2_tram
-74.80,-1.59,83.09,ns2_tram
-67.62,2.41,87.79,ns2_tram
-66.81,0.66,93.86,ns2_tram
-85.07,-1.55,44.69,ns2_tram
-88.60,-0.04,50.75,ns2_tram
-28.94,-1.58,-1.03,ns2_tram
-27.39,-1.84,7.54,ns2_tram
-21.07,-1.55,-2.21,ns2_tram
-12.89,4.74,74.28,ns2_tram
-10.57,-1.92,-10.67,ns2_tram
-64.51,3.31,77.87,ns2_tram
1.37,0.61,74.44,ns2_tram
1.89,0.71,67.45,ns2_tram
-85.20,1.65,12.25,ns2_tram
-78.84,0.35,29.86,ns2_tram
-38.15,-0.92,19.89,ns2_tram
-80.48,0.16,10.77,ns2_tram
-84.46,0.55,10.35,ns2_tram
-83.24,0.53,15.52,ns2_tram
-64.02,0.40,95.17,ns2_tram
-83.88,0.99,5.60,ns2_tram
-58.39,-0.50,78.18,ns2_tram
-81.74,0.51,6.94,ns2_tram
-61.76,0.73,82.58,ns2_tram
-11.92,5.83,71.55,ns2_tram
-56.02,-1.44,68.02,ns2_tram
-13.03,3.23,96.66,ns2_tram
-52.50,-3.12,63.97,ns2_tram
-30.53,0.00,100.90,ns2_tram
-42.97,-0.52,89.41,ns2_tram
-42.70,0.16,84.40,ns2_tram
-31.64,-1.89,-10.36,ns2_tram
-49.98,1.03,81.97,ns2_tram
-54.70,0.29,78.61,ns2_tram
-37.03,-0.57,-14.00,ns2_tram
-29.99,-0.66,10.09,ns2_tram
-22.56,-3.09,-3.38,ns2_tram
-22.23,-1.26,-3.09,ns2_tram
-11.65,-1.82,-3.94,ns2_tram
-36.67,-2.42,-3.77,ns2_tram
-44.96,-2.42,-3.00,ns2_tram
-73.80,-0.39,1.20,ns2_tram
-20.42,1.07,87.55,ns2_tram
-45.13,-0.45,88.85,ns2_tram
-46.74,0.21,-10.03,ns2_tram
-69.03,-0.39,-1.97,ns2_tram
-75.37,0.10,10.50,ns2_tram
-82.19,-2.28,30.46,ns2_tram
-25.56,-1.56,67.61,ns2_tram
-79.30,-1.65,32.20,ns2_tram
-88.54,-1.97,31.03,ns2_tram
-11.79,-1.08,45.89,ns2_tram
-13.33,-1.41,51.78,ns2_tram
-18.99,-0.51,49.00,ns2_tram
-21.92,-0.10,91.78,ns2_tram
-66.29,-0.39,77.92,ns2_tram
-69.56,1.81,94.29,ns2_tram
-19.53,-0.15,52.92,ns2_tram
-19.87,-1.48,48.79,ns2_tram
1.12,-2.42,15.21,ns2_tram
-2.44,-1.78,15.89,ns2_tram
5.64,-2.42,-5.42,ns2_tram
-30.83,-1.92,-6.41,ns2_tram
-23.31,-1.67,-5.13,ns2_tram
-27.49,-1.52,-8.79,ns2_tram
-8.10,-2.77,27.45,ns2_tram
44.70,-1.92,26.05,ns2_tram
-18.01,-1.57,45.05,ns2_tram
-13.13,1.29,104.97,ns2_tram
0.31,-3.28,-4.22,ns2_tram
0.93,-1.44,-8.29,ns2_tram
37.97,3.99,108.82,ns2_tram
15.95,1.93,14.36,ns2_tram
-9.90,1.32,101.58,ns2_tram
-6.98,-0.70,1.81,ns2_tram
39.60,0.69,32.21,ns2_tram
-1.93,-3.24,-0.06,ns2_tram
-2.18,-2.44,-7.94,ns2_tram
-8.45,-1.88,1.07,ns2_tram
7.15,-2.92,34.11,ns2_tram
15.20,-1.76,47.95,ns2_tram
44.14,0.71,87.24,ns2_tram
-27.77,-0.44,-3.56,ns2_tram
-84.79,-0.99,45.49,ns2_tram
-39.65,-1.80,-12.11,ns2_tram
-32.87,-1.42,-13.72,ns2_tram
-31.56,-1.92,-10.92,ns2_tram
39.59,0.21,2.99,ns2_tram
-48.85,-1.03,24.52,ns2_tram
28.28,2.10,106.57,ns2_tram
-12.63,2.61,104.33,ns2_tram
-19.41,-0.09,107.46,ns2_tram
35.73,2.89,117.89,ns2_tram
-24.85,-1.56,30.81,ns2_tram
21.35,2.63,-6.49,ns2_tram
14.49,-3.44,60.54,ns2_tram
12.06,-3.08,55.35,ns2_tram
-18.44,-1.85,-21.32,ns2_tram
-18.95,-1.97,-21.79,ns2_tram
-24.97,-0.55,-23.28,ns2_tram
42.61,1.67,12.59,ns2_tram
-16.78,-1.71,-24.62,ns2_tram
-8.81,-1.92,-12.15,ns2_tram
-65.96,0.41,95.77,ns2_tram
22.96,4.04,8.07,ns2_tram
-26.54,-0.65,63.85,ns2_tram
20.48,1.53,109.89,ns2_tram
19.73,-1.13,50.78,ns2_tram
23.41,0.21,6.36,ns2_tram
-16.90,-2.45,34.02,ns2_tram
37.61,0.20,-1.50,ns2_tram
49.94,0.67,17.75,ns2_tram
-3.78,-3.64,30.46,ns2_tram
3.62,-3.44,31.51,ns2_tram
26.04,2.76,118.16,ns2_tram
15.98,-2.61,33.11,ns2_tram
44.92,0.21,0.50,ns2_tram
47.99,1.38,19.82,ns2_tram
-12.61,-2.33,37.31,ns2_tram
32.71,0.83,24.66,ns2_tram
45.63,1.56,26.42,ns2_tram
25.37,-2.42,52.94,ns2_tram
54.85,0.23,23.86,ns2_tram
15.74,-3.82,68.99,ns2_tram
36.49,-2.42,48.05,ns2_tram
28.93,1.42,1.30,ns2_tram
31.24,0.78,25.65,ns2_tram
38.92,1.59,29.26,ns2_tram
-85.73,-1.38,47.92,ns2_tram
40.03,-2.42,48.28,ns2_tram
31.88,0.21,23.91,ns2_tram
41.42,0.21,30.51,ns2_tram
31.81,1.04,26.68,ns2_tram
-83.02,-1.37,42.25,ns2_tram
44.56,-2.42,49.65,ns2_tram
35.83,2.96,44.49,ns2_tram
-80.74,-1.18,43.90,ns2_tram
-70.79,-3.54,62.86,ns2_tram
-70.98,-3.55,62.88,ns2_tram
-69.42,-3.57,69.94,ns2_tram
-2.54,-1.89,4.01,ns2_tram
-59.38,-2.48,62.96,ns2_tram
-59.81,-2.47,63.49,ns2_tram
-27.84,-1.75,10.86,ns2_tram
-50.60,-2.13,37.85,ns2_tram
22.50,0.21,-9.65,ns2_tram
-21.00,-2.17,-2.27,ns2_tram
-17.78,-1.92,-23.63,ns2_tram
-10.94,-1.92,-14.79,ns2_tram
-24.36,-3.03,3.75,ns2_tram
-9.38,-1.92,4.48,ns2_tram
-22.44,-0.69,-18.81,ns2_tram
-87.47,-1.57,45.97,ns2_tram
-28.49,-2.50,30.20,ns2_tram
-81.01,-3.27,64.61,ns2_tram
-29.87,-2.02,13.46,ns2_tram
-18.14,-3.44,4.76,ns2_tram
-33.51,-1.95,-0.81,ns2_tram
-10.30,-1.86,-9.76,ns2_tram
-65.35,-2.03,65.13,ns2_tram
-27.04,-1.82,-2.68,ns2_tram
-18.09,3.39,33.17,ns2_tram
-15.49,-2.30,21.38,ns2_tram
-14.56,-2.57,20.17,ns2_tram
-28.08,-2.91,32.83,ns2_tram
-22.09,-2.16,2.34,ns2_tram
-40.18,-3.44,31.66,ns2_tram
-30.66,-2.02,12.05,ns2_tram
-27.65,-0.81,9.53,ns2_tram
-28.41,-0.60,7.32,ns2_tram
-36.60,-1.76,-2.95,ns2_tram
-33.54,-0.81,-4.81,ns2_tram
-19.55,-2.83,33.86,ns2_tram
-31.60,-1.79,-1.84,ns2_tram
-32.77,-0.51,-4.95,ns2_tram
-31.25,4.86,31.11,ns2_tram
2.90,0.61,70.03,ns2_tram
-20.20,-1.51,64.45,ns2_tram
-23.95,-1.22,66.35,ns2_tram
-21.74,-0.09,67.93,ns2_tram
-19.64,-1.20,60.71,ns2_tram
45.94,0.21,25.89,ns2_tram
53.98,0.21,24.47,ns2_tram
54.55,1.89,26.75,ns2_tram
47.78,1.62,23.54,ns2_tram
50.24,-0.06,14.91,ns2_tram
48.70,0.71,23.36,ns2_tram
-25.96,-1.88,92.37,ns2_tram
-18.86,-1.49,66.20,ns2_tram
-14.61,-1.41,64.13,ns2_tram
-23.23,0.92,63.39,ns2_tram
32.58,-2.42,53.59,ns2_tram
36.62,-0.93,45.95,ns2_tram
42.65,-2.42,41.58,ns2_tram
-2.27,0.61,66.69,ns2_tram
13.87,-1.82,50.19,ns2_tram
17.03,-2.87,51.64,ns2_tram
14.25,-3.44,41.87,ns2_tram
21.09,-2.53,45.82,ns2_tram
-1.76,-2.42,-5.01,ns2_tram
-19.25,0.31,70.55,ns2_tram
-23.13,-1.34,63.15,ns2_tram
-24.59,-1.00,74.82,ns2_tram
-14.78,-1.41,65.47,ns2_tram
10.10,-3.44,32.09,ns2_tram
-20.95,-0.12,58.60,ns2_tram
-18.45,0.08,53.28,ns2_tram
-20.80,0.59,52.82,ns2_tram
23.95,-1.39,47.29,ns2_tram
16.28,6.44,-23.28,ns2_tram
14.75,5.04,-13.29,ns2_tram
27.86,-1.04,48.83,ns2_tram
9.42,-3.46,33.65,ns2_tram
8.49,-2.68,29.64,ns2_tram
0.48,-3.51,31.14,ns2_tram
0.78,-2.10,33.74,ns2_tram
-3.59,1.83,88.93,ns2_tram
32.59,-1.01,46.72,ns2_tram
38.61,-0.07,21.73,ns2_tram
52.75,0.61,31.80,ns2_tram
51.73,0.21,34.40,ns2_tram
-2.87,-2.75,33.44,ns2_tram
-10.45,-3.39,32.72,ns2_tram
-29.52,-1.99,12.61,ns2_tram
-24.23,-1.31,20.89,ns2_tram
-19.42,-1.96,19.58,ns2_tram
-17.67,-2.90,17.98,ns2_tram
4.10,0.61,75.67,ns2_tram
45.46,-2.12,68.81,ns2_tram
-11.07,0.09,66.10,ns2_tram
-13.19,-1.34,63.55,ns2_tram
12.85,0.21,5.37,ns2_tram
-62.34,1.23,82.61,ns2_tram
-16.68,-1.51,75.36,ns2_tram
-30.95,-3.24,77.81,ns2_tram
-30.44,1.40,103.73,ns2_tram
-24.28,-1.51,84.75,ns2_tram
19.67,0.20,1.88,ns2_tram
23.58,0.21,-6.70,ns2_tram
-3.13,1.83,83.19,ns2_tram
47.79,0.11,2.68,ns2_tram
25.64,-2.42,53.01,ns2_tram
15.03,-2.54,58.46,ns2_tram
39.28,0.37,24.72,ns2_tram
36.40,0.06,25.21,ns2_tram
51.45,0.21,27.94,ns2_tram
49.38,0.20,16.23,ns2_tram
-12.56,2.29,44.12,ns2_tram
-25.71,0.24,-8.77,ns2_tram
-19.35,-0.33,62.85,ns2_tram
-24.24,-0.31,67.65,ns2_tram
30.48,0.63,1.81,ns2_tram
29.22,2.03,3.59,ns2_tram
4.76,1.78,94.60,ns2_tram
34.18,0.17,2.84,ns2_tram
-67.49,-0.70,83.51,ns2_tram
1.38,2.23,72.71,ns2_tram
-0.00,1.64,71.34,ns2_tram
14.87,1.42,9.96,ns2_tram
5.61,-0.37,94.75,ns2_tram
10.02,-4.05,47.69,ns2_tram
2.73,-2.13,30.79,ns2_tram
-4.13,1.83,93.19,ns2_tram
43.11,0.45,20.39,ns2_tram
50.16,0.23,23.44,ns2_tram
52.62,0.92,28.35,ns2_tram
51.58,0.99,22.75,ns2_tram
52.10,1.00,24.16,ns2_tram
-18.35,-1.34,68.76,ns2_tram
-35.82,-2.02,-5.11,ns2_tram
28.03,-1.14,49.81,ns2_tram
19.63,-3.06,45.97,ns2_tram
24.28,-2.46,53.23,ns2_tram
-69.43,0.11,0.74,ns2_tram
13.52,0.52,105.27,ns2_tram
-26.76,-0.73,-15.75,ns2_tram
-39.03,-1.98,-14.37,ns2_tram
10.47,1.12,109.62,ns2_tram
9.97,-0.63,102.00,ns2_tram
23.86,0.89,-3.74,ns2_tram
-2.18,0.55,74.81,ns2_tram
5.05,-2.42,-6.26,ns2_tram
4.89,-2.42,-0.29,ns2_tram
-53.04,2.22,82.03,ns2_tram
5.63,-1.24,4.40,ns2_tram
-5.56,1.83,78.62,ns2_tram
38.65,2.76,3.53,ns2_tram
37.83,0.23,0.20,ns2_tram
16.18,0.19,6.28,ns2_tram
-16.64,-1.50,66.66,ns2_tram
-41.31,-1.79,-4.18,ns2_tram
-32.39,-1.93,-0.53,ns2_tram
-0.61,0.78,78.43,ns2_tram
-70.00,3.85,6.00,ns2_tram
3.64,0.61,79.58,ns2_tram
49.18,-3.44,69.62,ns2_tram
-6.75,1.83,77.70,ns2_tram
-20.41,0.90,69.75,ns2_tram
-3.72,2.36,69.67,ns2_tram
-0.25,0.61,64.98,ns2_tram
13.48,-1.70,39.62,ns2_tram
-32.47,0.07,83.27,ns2_tram
-26.88,-2.42,77.33,ns2_tram
2.18,-2.26,30.22,ns2_tram
24.34,0.21,-8.08,ns2_tram
17.43,0.30,9.52,ns2_tram
-55.63,0.68,68.77,ns2_tram
16.28,0.18,8.50,ns2_tram
34.41,0.24,-3.51,ns2_tram
-22.89,0.69,58.06,ns2_tram
26.50,0.37,2.71,ns2_tram
10.51,0.59,106.95,ns2_tram
2.52,-0.50,99.12,ns2_tram
-37.54,-1.91,-14.43,ns2_tram
-36.89,0.85,11.96,ns2_tram
9.21,-3.44,33.14,ns2_tram
-6.84,1.69,63.09,ns2_tram
-23.74,0.49,102.25,ns2_tram
-7.41,2.34,69.82,ns2_tram
5.10,-2.42,7.57,ns2_tram
11.24,0.70,4.37,ns2_tram
14.25,0.26,-3.87,ns2_tram
48.20,-3.44,67.24,ns2_tram
14.54,-1.74,38.95,ns2_tram
17.58,-3.18,40.31,ns2_tram
19.84,0.00,2.36,ns2_tram
16.59,-2.41,36.38,ns2_tram
9.85,-3.69,35.86,ns2_tram
15.60,-3.44,41.60,ns2_tram
20.81,2.75,125.88,ns2_tram
0.76,-2.35,29.81,ns2_tram
27.94,-2.19,49.60,ns2_tram
4.78,-1.25,14.07,ns2_tram
24.03,2.69,122.12,ns2_tram
-29.88,1.55,86.06,ns2_tram
37.38,-3.38,69.44,ns2_tram
40.39,-3.45,66.92,ns2_tram
45.79,-0.51,36.28,ns2_tram
37.58,-2.42,48.17,ns2_tram
-24.58,0.49,91.84,ns2_tram
29.36,0.98,0.15,ns2_tram
27.58,1.64,-3.92,ns2_tram
48.84,0.32,6.26,ns2_tram
40.80,0.93,2.22,ns2_tram
41.49,1.12,4.52,ns2_tram
-35.24,-2.19,31.57,ns2_tram
-6.09,2.32,77.46,ns2_tram
-6.06,3.10,79.46,ns2_tram
-1.78,1.54,80.60,ns2_tram
-4.58,2.32,69.26,ns2_tram
38.30,2.99,3.35,ns2_tram
23.80,-3.64,60.00,ns2_tram
-18.49,0.68,108.56,ns2_tram
-20.09,2.02,67.56,ns2_tram
47.15,1.44,24.59,ns2_tram
-37.57,0.23,94.03,ns2_tram
-14.53,-0.28,49.68,ns2_tram
-11.74,-0.19,46.67,ns2_tram
2.30,1.52,107.98,ns2_tram
6.46,-3.33,31.55,ns2_tram
24.35,0.21,-0.53,ns2_tram
25.89,1.90,-2.03,ns2_tram
21.36,-0.04,0.96,ns2_tram
-14.90,0.02,86.26,ns2_tram
-3.45,3.90,72.95,ns2_tram
22.67,0.13,4.47,ns2_tram
-64.19,0.97,85.52,ns2_tram
-67.32,-0.70,84.63,ns2_tram
-19.97,-0.42,52.92,ns2_tram
-20.24,-0.23,59.15,ns2_tram
-31.63,-1.96,-11.47,ns2_tram
-63.63,0.95,82.35,ns2_tram
-29.49,-1.70,-11.72,ns2_tram
4.98,0.63,98.09,ns2_tram
2.53,-2.32,32.09,ns2_tram
-40.97,5.31,68.16,ns2_tram
-38.26,5.12,69.93,ns2_tram
-3.51,1.93,61.74,ns2_tram
41.44,1.50,2.73,ns2_tram
27.18,0.20,-1.07,ns2_tram
-46.29,5.14,74.01,ns2_tram
15.97,6.15,-0.07,ns2_tram
4.08,0.59,93.59,ns2_tram
3.20,0.80,90.80,ns2_tram
6.90,0.66,90.22,ns2_tram
40.79,0.21,3.55,ns2_tram
-12.37,-1.41,51.41,ns2_tram
-31.56,1.65,99.62,ns2_tram
-11.80,-1.04,53.14,ns2_tram
-9.30,-0.20,53.16,ns2_tram
-22.89,-1.23,60.06,ns2_tram
-22.73,-0.56,62.61,ns2_tram
51.41,0.28,20.61,ns2_tram
23.55,0.25,5.71,ns2_tram
23.37,0.41,4.42,ns2_tram
0.35,-2.86,29.93,ns2_tram
48.49,1.31,20.05,ns2_tram
11.52,3.75,5.60,ns2_tram
37.58,-0.04,24.75,ns2_tram
49.91,1.00,25.40,ns2_tram
50.14,2.70,26.15,ns2_tram
49.78,0.21,23.08,ns2_tram
-72.91,1.27,-3.49,ns2_tram
49.74,3.53,22.14,ns2_tram
43.10,1.42,32.71,ns2_tram
-18.31,0.61,106.89,ns2_tram
26.49,0.21,-12.34,ns2_tram
12.79,-3.75,46.64,ns2_tram
-91.55,-1.51,46.92,ns2_tram
-88.14,-0.63,49.30,ns2_tram
-90.92,-1.12,39.46,ns2_tram
16.36,1.20,2.14,ns2_tram
16.57,-0.19,2.94,ns2_tram
-85.13,-1.46,37.31,ns2_tram
-48.90,1.80,84.77,ns2_tram
-49.22,0.02,81.38,ns2_tram
-53.10,-0.39,77.77,ns2_tram
-52.41,-0.36,77.29,ns2_tram
-56.15,0.53,76.23,ns2_tram
-58.02,-0.50,77.38,ns2_tram
-11.14,-1.82,1.03,ns2_tram
-8.40,-1.92,-6.54,ns2_tram
-38.79,-1.92,-16.43,ns2_tram
-83.77,-0.64,17.45,ns2_tram
-69.42,-0.39,19.42,ns2_tram
-61.23,-0.21,11.99,ns2_tram
-81.16,-1.31,19.22,ns2_tram
-88.40,0.50,10.70,ns2_tram
-80.94,-1.31,21.55,ns2_tram
-88.29,-2.20,28.93,ns2_tram
-84.60,-1.98,28.69,ns2_tram
-79.04,-2.29,30.34,ns2_tram
-82.85,-1.49,29.43,ns2_tram
-77.31,-0.87,30.93,ns2_tram
-74.22,-1.01,31.45,ns2_tram
-73.42,-0.58,30.97,ns2_tram
-37.19,-2.42,-2.11,ns2_tram
-29.18,-1.92,-5.32,ns2_tram
-12.24,1.24,104.45,ns2_tram
-39.24,-2.42,1.17,ns2_tram
-48.14,-2.32,2.01,ns2_tram
-47.08,-2.42,1.81,ns2_tram
-52.41,-2.42,-0.21,ns2_tram
-56.76,-1.10,2.35,ns2_tram
-57.39,-1.42,1.44,ns2_tram
-62.54,0.12,9.72,ns2_tram
-64.17,1.39,11.13,ns2_tram
-63.62,1.02,11.89,ns2_tram
-68.80,0.51,17.02,ns2_tram
-69.23,1.46,16.88,ns2_tram
-13.42,3.91,85.26,ns2_tram
-29.13,-1.92,-5.83,ns2_tram
-41.15,-2.42,-0.13,ns2_tram
-20.33,1.00,106.51,ns2_tram
-45.43,-2.43,0.50,ns2_tram
-48.73,-2.45,-2.72,ns2_tram
-84.40,-1.48,28.07,ns2_tram
0.87,0.89,70.93,ns2_tram
-82.13,-1.24,29.26,ns2_tram
-75.34,-1.51,34.97,ns2_tram
-72.51,-0.50,37.92,ns2_tram
-74.41,-0.67,33.11,ns2_tram
-30.46,-1.92,-4.72,ns2_tram
-49.93,-2.42,-2.05,ns2_tram
-48.36,0.21,-10.81,ns2_tram
-51.66,0.21,-12.00,ns2_tram
16.80,-3.44,60.99,ns2_tram
9.91,1.83,90.08,ns2_tram
-83.59,-1.31,21.47,ns2_tram
-83.46,-1.66,28.33,ns2_tram
-13.84,3.71,68.65,ns2_tram
-83.33,-1.51,42.90,ns2_tram
9.04,1.75,90.32,ns2_tram
10.04,4.08,79.57,ns2_tram
11.52,0.80,106.01,ns2_tram
-5.60,3.26,85.20,ns2_tram
-5.26,1.83,89.33,ns2_tram
42.24,-2.42,38.17,ns2_tram
-85.71,-1.57,45.59,ns2_tram
-82.87,-1.51,45.86,ns2_tram
49.41,-2.43,36.92,ns2_tram
-53.36,-0.39,75.91,ns2_tram
-80.80,-1.51,39.54,ns2_tram
-30.02,-3.24,74.53,ns2_tram
-77.22,-1.30,38.20,ns2_tram
-70.75,-0.50,39.81,ns2_tram
23.63,2.85,127.54,ns2_tram
-75.63,-0.48,37.30,ns2_tram
3.44,1.58,89.58,ns2_tram
-55.28,-0.39,7.85,ns2_tram
-61.24,1.91,8.47,ns2_tram
-18.00,-1.30,55.94,ns2_tram
-49.18,-2.42,-3.80,ns2_tram
-35.20,-2.22,68.84,ns2_tram
-46.24,-0.39,12.11,ns2_tram
-47.14,-0.39,13.70,ns2_tram
-44.79,-0.60,12.94,ns2_tram
-22.11,-0.09,104.49,ns2_tram
-81.39,-0.39,11.17,ns2_tram
-29.19,-0.00,102.99,ns2_tram
-18.34,-0.09,103.56,ns2_tram
-71.66,0.51,16.14,ns2_tram
-25.16,-0.09,104.69,ns2_tram
-72.70,0.10,13.84,ns2_tram
-76.08,-1.46,37.22,ns2_tram
-85.56,-0.24,27.33,ns2_tram
-83.74,-1.31,24.17,ns2_tram
-21.18,0.15,52.65,ns2_tram
-85.78,-1.15,27.25,ns2_tram
-84.14,-2.32,31.63,ns2_tram
-67.34,1.52,12.56,ns2_tram
-81.87,0.10,38.24,ns2_tram
-75.10,-1.48,34.14,ns2_tram
-79.80,-2.30,31.68,ns2_tram
-79.31,-2.32,31.11,ns2_tram
-75.36,-0.35,33.49,ns2_tram
-70.64,-1.44,30.87,ns2_tram
2.52,1.61,109.79,ns2_tram
-1439.19,199.96,-1595.61,ns2_tram
-85.24,-1.28,27.69,ns2_tram
-83.83,-1.06,27.83,ns2_tram
12.42,-0.18,1.91,ns2_tram
-76.93,0.67,21.79,ns2_tram
-81.17,1.68,23.62,ns2_tram
-85.13,-1.31,23.71,ns2_tram
2.72,1.76,72.16,ns2_tram
24.18,1.42,100.34,ns2_tram
-8.05,-3.44,32.37,ns2_tram
3.80,0.62,67.23,ns2_tram
3.01,0.70,65.63,ns2_tram
-65.43,-0.89,26.56,ns2_tram
-67.40,0.76,13.30,ns2_tram
12.04,2.97,84.56,ns2_tram
12.08,-0.61,103.58,ns2_tram
-65.55,1.03,-11.14,ns2_tram
27.57,1.53,113.96,ns2_tram
-63.20,4.26,10.74,ns2_tram
8.87,-0.55,110.94,ns2_tram
11.03,3.73,79.87,ns2_tram
13.14,2.50,89.23,ns2_tram
-4.11,1.83,82.09,ns2_tram
9.87,1.83,88.38,ns2_tram
9.64,3.43,76.59,ns2_tram
4.63,0.79,79.05,ns2_tram
-21.15,-1.54,86.13,ns2_tram
-6.05,-3.44,32.52,ns2_tram
-29.40,0.34,95.55,ns2_tram
-29.59,-3.11,74.55,ns2_tram
-10.50,0.37,65.01,ns2_tram
-31.02,-2.20,65.75,ns2_tram
-31.29,-3.24,73.91,ns2_tram
-26.05,-2.99,92.24,ns2_tram
-67.61,1.13,12.58,ns2_tram
-17.57,0.19,98.60,ns2_tram
-76.48,1.42,12.54,ns2_tram
-32.59,0.09,107.41,ns2_tram
-21.66,-0.09,103.86,ns2_tram
-30.41,0.00,100.18,ns2_tram
-45.50,-2.42,1.56,ns2_tram
-46.63,-1.14,4.06,ns2_tram
-44.41,-1.94,-1.97,ns2_tram
-25.82,-1.89,-25.73,ns2_tram
-31.15,-1.92,2.07,ns2_tram
48.61,-3.64,74.59,ns2_tram
-36.91,-2.42,-3.20,ns2_tram
-36.07,-2.15,-2.88,ns2_tram
-78.20,-1.14,85.61,ns2_tram
-75.61,-1.99,83.35,ns2_tram
-84.30,-1.31,22.48,ns2_tram
-68.80,-0.70,83.63,ns2_tram
-81.12,-2.32,31.30,ns2_tram
-48.21,-2.90,36.29,ns2_tram
-89.69,-1.13,51.85,ns2_tram
-76.77,-0.25,41.63,ns2_tram
-54.06,-3.44,50.38,ns2_tram
-61.19,-0.39,11.49,ns2_tram
-49.11,-0.69,5.15,ns2_tram
-71.02,0.11,15.21,ns2_tram
-63.55,0.58,11.57,ns2_tram
-71.08,0.23,7.42,ns2_tram
-76.41,0.08,-0.61,ns2_tram
-68.43,-0.70,84.67,ns2_tram
-30.06,-1.92,-8.58,ns2_tram
-77.60,-1.60,58.86,ns2_tram
-73.53,-3.54,59.84,ns2_tram
-74.02,-2.63,58.16,ns2_tram
-37.05,-2.42,-2.54,ns2_tram
-41.54,-2.42,-1.41,ns2_tram
-44.71,-2.42,-3.18,ns2_tram
-53.67,-1.89,-0.91,ns2_tram
-73.71,-0.31,19.60,ns2_tram
-85.40,-2.20,28.93,ns2_tram
