x,y,z,map
4.63,0.64,92.72,ns2_tram
-3.71,1.83,91.52,ns2_tram
-64.27,1.24,-11.05,ns2_tram
-52.24,0.09,80.35,ns2_tram
-65.99,1.02,-11.18,ns2_tram
-35.79,-0.63,12.38,ns2_tram
-63.74,-0.50,78.02,ns2_tram
-74.03,-1.20,82.57,ns2_tram
-29.14,-1.62,8.28,ns2_tram
-36.50,-1.58,-17.14,ns2_tram
-58.61,1.45,8.87,ns2_tram
-54.21,0.65,9.00,ns2_tram
-42.52,0.32,92.47,ns2_tram
20.15,-2.41,35.86,ns2_tram
-24.16,-1.56,28.81,ns2_tram
-53.53,-0.69,19.13,ns2_tram
-33.57,0.00,97.72,ns2_tram
-20.56,-1.51,65.28,ns2_tram
-64.34,1.02,-10.42,ns2_tram
-11.62,-0.33,64.48,ns2_tram
-41.07,1.04,98.69,ns2_tram
-41.59,-0.20,96.44,ns2_tram
-47.08,0.83,94.62,ns2_tram
-8.38,3.19,67.44,ns2_tram
-49.29,-1.00,83.72,ns2_tram
-2.24,0.71,63.59,ns2_tram
-49.55,-0.39,80.16,ns2_tram
-4.25,1.83,81.84,ns2_tram
-5.47,2.19,81.92,ns2_tram
-17.84,-3.33,20.40,ns2_tram
10.22,3.38,79.94,ns2_tram
2.52,1.91,75.59,ns2_tram
-5.11,1.73,79.05,ns2_tram
-6.49,2.33,73.32,ns2_tram
-12.79,1.34,65.67,ns2_tram
-14.43,-1.41,64.73,ns2_tram
-25.81,-1.31,59.75,ns2_tram
-16.51,5.37,75.59,ns2_tram
-20.73,0.63,89.44,ns2_tram
16.97,6.48,-18.73,ns2_tram
-1.13,3.10,76.60,ns2_tram
-5.66,2.67,78.56,ns2_tram
19.80,0.18,-2.76,ns2_tram
-21.63,-1.53,63.18,ns2_tram
-18.73,-1.25,58.06,ns2_tram
-15.08,-0.62,65.44,ns2_tram
12.82,-2.76,34.50,ns2_tram
1.26,0.71,67.64,ns2_tram
-54.85,-1.90,-5.05,ns2_tram
-57.65,-1.79,-3.96,ns2_tram
37.50,-2.42,53.23,ns2_tram
-56.90,-2.12,0.13,ns2_tram
-14.76,-0.20,50.43,ns2_tram
-28.22,-3.24,75.85,ns2_tram
-68.33,-0.70,82.85,ns2_tram
46.48,-2.22,63.52,ns2_tram
-46.16,-0.24,92.83,ns2_tram
25.89,-3.44,66.98,ns2_tram
46.42,-3.44,68.38,ns2_tram
-35.83,4.97,65.67,ns2_tram
-7.31,0.61,62.11,ns2_tram
-17.04,-2.02,-16.28,ns2_tram
-18.76,-1.58,-18.81,ns2_tram
-5.45,2.09,88.59,ns2_tram
-21.41,-2.27,38.42,ns2_tram
-6.24,1.83,83.54,ns2_tram
-69.87,-0.70,84.44,ns2_tram
-7.75,2.34,69.88,ns2_tram
-30.47,0.13,105.32,ns2_tram
-33.27,0.00,97.40,ns2_tram
-8.12,4.31,61.95,ns2_tram
-22.86,-2.61,34.11,ns2_tram
-17.33,-0.92,65.06,ns2_tram
20.01,0.21,-10.45,ns2_tram
-23.14,-1.51,38.92,ns2_tram
-19.65,1.33,106.68,ns2_tram
-18.81,0.16,106.66,ns2_tram
-19.29,0.10,61.84,ns2_tram
-18.68,-2.82,7.88,ns2_tram
-28.10,-1.54,-2.38,ns2_tram
-25.69,1.77,-15.84,ns2_tram
-29.65,-0.40,-0.74,ns2_tram
8.15,4.74,77.74,ns2_tram
-7.47,3.50,68.61,ns2_tram
-23.41,-0.09,102.74,ns2_tram
-19.11,0.36,106.69,ns2_tram
-30.71,-2.22,68.10,ns2_tram
-11.89,-0.30,75.38,ns2_tram
-46.91,-1.20,-2.95,ns2_tram
-28.70,-1.67,9.13,ns2_tram
-6.97,2.48,72.18,ns2_tram
-10.49,2.34,70.81,ns2_tram
-27.72,-1.10,88.79,ns2_tram
-6.42,1.92,87.67,ns2_tram
-17.06,-1.25,64.66,ns2_tram
-21.60,-1.27,59.31,ns2_tram
-18.84,0.39,106.63,ns2_tram
-13.58,2.86,83.68,ns2_tram
47.02,-3.18,74.54,ns2_tram
10.52,-3.64,60.95,ns2_tram
26.50,2.12,-8.51,ns2_tram
24.06,0.20,-7.62,ns2_tram
-44.02,-1.00,87.73,ns2_tram
-14.33,3.54,67.80,ns2_tram
-50.76,-1.00,83.85,ns2_tram
5.80,-0.50,1.59,ns2_tram
-3.01,3.10,75.36,ns2_tram
4.64,0.64,78.61,ns2_tram
3.58,0.64,78.37,ns2_tram
22.63,1.73,1.14,ns2_tram
21.04,0.65,5.31,ns2_tram
22.50,1.79,5.70,ns2_tram
9.53,0.91,6.41,ns2_tram
9.90,3.07,91.90,ns2_tram
2.68,0.22,93.65,ns2_tram
-1.24,1.13,77.14,ns2_tram
-0.26,2.10,76.82,ns2_tram
44.63,-2.62,69.58,ns2_tram
25.02,1.76,116.46,ns2_tram
-25.73,-1.18,65.74,ns2_tram
-28.31,-2.22,67.15,ns2_tram
-81.36,-0.32,78.52,ns2_tram
-21.88,1.24,103.82,ns2_tram
-6.43,3.29,71.25,ns2_tram
-22.11,-0.12,80.95,ns2_tram
-68.77,0.71,95.34,ns2_tram
-71.20,1.27,10.21,ns2_tram
3.01,0.19,101.57,ns2_tram
18.23,0.19,8.62,ns2_tram
-65.99,0.20,90.38,ns2_tram
11.69,4.75,80.55,ns2_tram
-84.05,0.74,8.63,ns2_tram
47.92,-3.48,70.16,ns2_tram
18.68,0.46,9.08,ns2_tram
-26.03,-2.03,34.33,ns2_tram
-22.31,0.27,67.65,ns2_tram
15.20,-0.18,2.23,ns2_tram
20.66,1.12,3.98,ns2_tram
-15.15,-1.41,64.65,ns2_tram
11.20,-3.75,30.73,ns2_tram
-70.83,0.55,18.95,ns2_tram
-73.41,0.56,-3.30,ns2_tram
-19.70,0.79,103.84,ns2_tram
-5.75,2.26,69.82,ns2_tram
8.61,0.26,3.98,ns2_tram
-2.91,4.63,66.75,ns2_tram
-32.85,0.32,64.89,ns2_tram
-33.56,1.15,63.63,ns2_tram
-34.32,-1.46,67.08,ns2_tram
-38.92,0.00,93.79,ns2_tram
-76.73,-0.39,1.55,ns2_tram
36.97,1.79,-2.76,ns2_tram
-33.38,-3.24,32.13,ns2_tram
16.40,0.79,-7.88,ns2_tram
18.83,0.24,5.50,ns2_tram
-29.30,-1.92,-10.60,ns2_tram
24.50,0.57,-0.66,ns2_tram
21.08,1.10,0.48,ns2_tram
33.51,-3.64,60.51,ns2_tram
13.39,-0.19,1.70,ns2_tram
11.56,0.21,-3.66,ns2_tram
15.88,0.32,2.87,ns2_tram
-63.75,1.99,93.17,ns2_tram
15.18,-0.08,2.94,ns2_tram
16.42,0.80,2.31,ns2_tram
11.70,1.25,1.16,ns2_tram
3.24,-2.19,34.76,ns2_tram
21.94,0.52,-1.93,ns2_tram
9.52,0.88,10.01,ns2_tram
20.09,1.60,-8.39,ns2_tram
-28.88,-1.22,-3.43,ns2_tram
-25.81,-2.77,-9.77,ns2_tram
-19.86,-0.22,62.44,ns2_tram
-10.01,2.34,-22.86,ns2_tram
-35.96,-3.48,30.79,ns2_tram
-17.03,-1.51,67.05,ns2_tram
-22.77,-0.43,62.56,ns2_tram
16.68,-0.99,-8.60,ns2_tram
12.58,-2.42,-8.38,ns2_tram
-5.09,2.34,71.06,ns2_tram
-19.69,-0.83,54.99,ns2_tram
-29.00,-1.37,9.19,ns2_tram
-10.14,-2.83,35.85,ns2_tram
0.97,-2.17,13.94,ns2_tram
-23.89,-2.83,20.32,ns2_tram
-21.42,-1.32,38.53,ns2_tram
-30.61,-1.87,17.51,ns2_tram
-54.29,-0.43,17.75,ns2_tram
-38.50,0.45,92.11,ns2_tram
-51.16,-1.00,84.33,ns2_tram
-53.51,0.37,84.71,ns2_tram
-62.48,0.80,81.72,ns2_tram
-62.43,0.39,80.80,ns2_tram
-49.88,0.37,78.51,ns2_tram
-49.56,-0.39,78.56,ns2_tram
-52.00,0.44,75.67,ns2_tram
-41.03,-1.07,-12.50,ns2_tram
-34.06,-1.57,66.76,ns2_tram
-31.24,-1.48,65.83,ns2_tram
-27.45,-2.83,77.53,ns2_tram
-31.99,-1.25,-13.01,ns2_tram
-32.70,0.00,92.82,ns2_tram
-33.58,0.00,96.15,ns2_tram
-32.54,0.72,96.02,ns2_tram
-37.69,0.00,94.91,ns2_tram
-45.68,-2.42,2.00,ns2_tram
-86.35,-2.34,29.78,ns2_tram
-54.48,-0.29,12.37,ns2_tram
-55.56,-0.40,9.37,ns2_tram
26.23,3.10,121.95,ns2_tram
-48.52,-1.16,-0.35,ns2_tram
13.19,-2.84,61.20,ns2_tram
16.60,-3.44,66.15,ns2_tram
-30.20,-1.92,0.95,ns2_tram
-8.54,4.25,67.46,ns2_tram
-33.62,-1.92,-4.39,ns2_tram
-27.95,-1.82,-5.86,ns2_tram
-11.62,-0.03,52.23,ns2_tram
-40.18,-0.17,-3.77,ns2_tram
-15.76,-0.58,49.77,ns2_tram
-16.32,-1.89,29.64,ns2_tram
-20.93,-3.44,26.93,ns2_tram
-18.82,-0.30,-20.82,ns2_tram
-20.75,-1.88,-22.83,ns2_tram
-69.30,0.10,14.05,ns2_tram
-74.19,1.95,18.89,ns2_tram
-17.29,6.85,59.49,ns2_tram
-16.84,-2.87,21.83,ns2_tram
-62.05,-0.39,7.90,ns2_tram
-2.25,-1.87,31.13,ns2_tram
-5.37,-3.45,33.95,ns2_tram
1.58,2.02,70.18,ns2_tram
-2.32,1.71,88.66,ns2_tram
-30.76,-2.22,66.43,ns2_tram
-25.61,-0.97,63.67,ns2_tram
-19.36,-1.48,54.52,ns2_tram
-31.21,1.61,97.58,ns2_tram
-12.39,-0.84,63.25,ns2_tram
-4.42,-2.42,-9.36,ns2_tram
-3.03,-2.13,-1.49,ns2_tram
-19.23,-0.18,109.23,ns2_tram
0.12,-3.24,4.44,ns2_tram
-20.73,-0.10,106.87,ns2_tram
-22.71,-0.12,77.21,ns2_tram
-21.62,-1.92,-15.10,ns2_tram
-22.67,-1.99,7.15,ns2_tram
-31.46,-1.92,-15.68,ns2_tram
-18.49,1.82,99.92,ns2_tram
-12.74,1.12,106.48,ns2_tram
-28.58,-1.87,14.92,ns2_tram
-29.71,-1.94,15.91,ns2_tram
-29.48,-1.95,18.37,ns2_tram
-60.03,0.66,78.69,ns2_tram
-21.85,-1.55,-4.70,ns2_tram
-21.39,-0.09,106.76,ns2_tram
-20.88,0.53,106.18,ns2_tram
42.00,-2.55,63.24,ns2_tram
0.93,-2.76,31.70,ns2_tram
47.95,-2.01,65.74,ns2_tram
0.99,-2.48,31.92,ns2_tram
-3.39,-3.10,33.70,ns2_tram
40.45,0.33,68.38,ns2_tram
46.72,-3.75,65.57,ns2_tram
-1.18,-2.71,31.66,ns2_tram
18.80,-3.82,40.98,ns2_tram
28.04,1.42,102.75,ns2_tram
4.18,-0.90,-12.11,ns2_tram
10.08,4.30,84.89,ns2_tram
-3.07,2.56,91.64,ns2_tram
11.22,4.32,85.51,ns2_tram
8.15,6.55,81.90,ns2_tram
3.89,0.61,75.59,ns2_tram
-18.95,-1.50,63.11,ns2_tram
6.06,-2.11,4.19,ns2_tram
17.14,-0.75,-9.90,ns2_tram
-5.09,1.83,91.47,ns2_tram
-61.95,0.03,80.33,ns2_tram
-1.47,1.25,78.54,ns2_tram
-3.15,1.89,77.57,ns2_tram
-24.34,-1.51,91.75,ns2_tram
-17.53,-1.77,37.62,ns2_tram
40.77,1.74,2.33,ns2_tram
28.43,0.20,4.60,ns2_tram
25.90,0.30,-1.04,ns2_tram
28.74,-3.75,71.64,ns2_tram
-4.96,2.84,72.99,ns2_tram
-0.39,1.81,66.07,ns2_tram
51.18,0.19,13.86,ns2_tram
-22.19,-1.51,62.28,ns2_tram
50.59,0.76,11.43,ns2_tram
-17.75,-2.83,41.81,ns2_tram
-1596.34,199.96,-1589.74,ns2_tram
-19.26,-2.84,40.48,ns2_tram
-19.60,-2.54,39.05,ns2_tram
-19.52,0.00,104.18,ns2_tram
-34.38,1.02,96.20,ns2_tram
3.58,2.03,68.10,ns2_tram
-32.89,1.32,86.22,ns2_tram
53.72,2.80,16.30,ns2_tram
-5.07,0.61,63.42,ns2_tram
46.98,1.29,9.37,ns2_tram
-17.42,-1.48,49.08,ns2_tram
51.38,0.21,22.32,ns2_tram
-20.41,-0.74,41.18,ns2_tram
53.90,0.21,25.64,ns2_tram
44.95,-3.68,66.31,ns2_tram
43.69,2.28,11.39,ns2_tram
42.03,1.54,4.69,ns2_tram
-10.87,2.30,68.29,ns2_tram
28.31,0.21,-0.27,ns2_tram
51.15,0.64,15.75,ns2_tram
15.83,-3.75,67.73,ns2_tram
-12.50,3.44,65.82,ns2_tram
-48.87,-0.79,82.70,ns2_tram
-19.73,-2.79,38.89,ns2_tram
-20.32,-0.52,44.31,ns2_tram
52.19,1.44,16.83,ns2_tram
53.50,-0.91,42.12,ns2_tram
53.66,0.21,20.81,ns2_tram
50.66,0.21,20.35,ns2_tram
24.59,0.21,-1.01,ns2_tram
-81.24,-1.51,40.78,ns2_tram
-84.24,0.27,41.75,ns2_tram
35.58,0.37,0.89,ns2_tram
16.32,1.97,11.40,ns2_tram
40.97,0.21,1.78,ns2_tram
40.52,0.71,3.29,ns2_tram
52.20,1.23,16.64,ns2_tram
47.98,1.29,13.13,ns2_tram
48.56,0.95,14.71,ns2_tram
48.59,1.17,23.95,ns2_tram
41.51,4.57,30.44,ns2_tram
51.01,1.24,19.83,ns2_tram
51.03,0.23,18.67,ns2_tram
52.52,0.21,24.86,ns2_tram
52.81,0.21,27.53,ns2_tram
42.16,1.20,24.44,ns2_tram
1.82,-3.42,32.91,ns2_tram
-6.81,3.61,69.94,ns2_tram
-7.75,0.61,65.45,ns2_tram
-8.56,1.46,64.38,ns2_tram
15.48,-3.75,34.25,ns2_tram
-19.41,-1.84,39.25,ns2_tram
-19.85,-2.55,38.89,ns2_tram
-22.00,-2.83,39.85,ns2_tram
-19.07,-2.83,40.82,ns2_tram
-17.35,-1.35,42.57,ns2_tram
-16.80,-0.41,41.39,ns2_tram
-70.39,-0.13,87.93,ns2_tram
-18.49,-1.34,44.21,ns2_tram
11.94,-3.18,55.36,ns2_tram
-9.93,0.70,64.55,ns2_tram
13.44,-3.07,36.94,ns2_tram
-11.70,-1.41,60.80,ns2_tram
15.31,-3.44,53.59,ns2_tram
-18.90,-0.32,55.61,ns2_tram
-19.87,-2.57,39.70,ns2_tram
-20.35,-2.63,39.98,ns2_tram
-18.06,-2.83,41.53,ns2_tram
-19.40,-2.52,39.15,ns2_tram
-20.86,-2.82,38.12,ns2_tram
-18.69,-0.97,43.88,ns2_tram
-8.26,1.87,66.73,ns2_tram
0.57,1.01,79.67,ns2_tram
-39.53,1.16,95.98,ns2_tram
-34.78,1.44,92.93,ns2_tram
38.16,0.21,29.02,ns2_tram
-46.08,-0.40,93.85,ns2_tram
40.59,1.03,25.07,ns2_tram
-23.38,0.92,104.78,ns2_tram
10.14,0.09,106.18,ns2_tram
31.08,1.97,99.28,ns2_tram
-20.13,1.85,79.78,ns2_tram
-15.80,0.92,88.88,ns2_tram
11.83,2.69,89.45,ns2_tram
-28.22,1.08,105.41,ns2_tram
38.83,4.27,100.18,ns2_tram
8.34,-0.50,94.19,ns2_tram
14.03,-3.52,51.74,ns2_tram
51.24,0.23,19.53,ns2_tram
20.64,-2.42,49.41,ns2_tram
-22.90,-1.14,81.90,ns2_tram
-18.93,-0.06,100.34,ns2_tram
-18.95,-0.13,58.73,ns2_tram
-24.54,0.37,102.07,ns2_tram
-24.59,0.91,103.01,ns2_tram
-24.90,-1.51,74.65,ns2_tram
-14.11,-0.11,77.83,ns2_tram
46.03,-3.44,68.18,ns2_tram
-35.88,-0.43,-13.42,ns2_tram
13.05,0.21,5.77,ns2_tram
-9.73,-1.92,1.38,ns2_tram
15.37,-3.44,63.25,ns2_tram
40.24,-3.46,66.84,ns2_tram
10.38,2.65,104.72,ns2_tram
-28.47,-1.47,-14.76,ns2_tram
-30.19,-0.87,-8.55,ns2_tram
20.06,1.53,103.25,ns2_tram
-39.15,-1.92,-14.96,ns2_tram
18.44,2.75,125.38,ns2_tram
13.19,0.11,104.47,ns2_tram
25.55,1.77,116.49,ns2_tram
-18.60,-0.41,45.09,ns2_tram
29.42,1.68,115.45,ns2_tram
-17.90,-2.83,37.93,ns2_tram
5.35,-3.44,31.75,ns2_tram
41.05,1.94,28.89,ns2_tram
34.74,0.21,31.84,ns2_tram
35.67,0.21,28.80,ns2_tram
34.92,0.45,30.82,ns2_tram
44.22,1.20,26.02,ns2_tram
-58.27,0.54,77.78,ns2_tram
-75.10,-3.44,68.36,ns2_tram
-78.46,-1.51,49.21,ns2_tram
-90.49,-1.13,48.16,ns2_tram
-30.42,-1.92,-7.10,ns2_tram
-78.34,-0.86,42.20,ns2_tram
-90.25,-1.10,40.05,ns2_tram
-75.83,-1.46,37.56,ns2_tram
-91.85,-1.51,40.76,ns2_tram
-91.25,-1.57,38.67,ns2_tram
-89.02,-0.09,44.28,ns2_tram
-89.60,-0.45,46.48,ns2_tram
-91.91,-1.49,41.74,ns2_tram
-92.36,-1.32,47.96,ns2_tram
-91.28,-1.19,41.05,ns2_tram
-29.16,-1.92,-7.26,ns2_tram
-42.21,-1.07,-1.90,ns2_tram
-46.69,-1.43,2.42,ns2_tram
-81.48,-1.51,45.77,ns2_tram
-81.42,-0.97,46.23,ns2_tram
-50.45,-0.39,78.76,ns2_tram
-66.95,-0.15,82.36,ns2_tram
-31.79,-0.71,-1.84,ns2_tram
-88.20,-0.60,53.71,ns2_tram
-89.74,-0.74,50.37,ns2_tram
-56.96,-0.39,8.47,ns2_tram
-81.24,-1.06,51.43,ns2_tram
-92.82,-1.41,43.79,ns2_tram
-57.33,1.24,6.58,ns2_tram
-94.82,0.11,47.85,ns2_tram
-88.50,-1.27,39.17,ns2_tram
-86.33,-1.48,38.12,ns2_tram
-84.44,-0.25,38.46,ns2_tram
-27.02,-1.60,-3.60,ns2_tram
-11.91,-2.08,2.17,ns2_tram
-32.35,-0.63,-13.70,ns2_tram
-32.13,-1.51,-14.49,ns2_tram
-35.14,-1.82,-18.65,ns2_tram
-30.66,-1.92,-6.80,ns2_tram
-31.71,-1.70,-4.92,ns2_tram
-32.73,-1.48,-6.20,ns2_tram
-57.76,-1.36,49.83,ns2_tram
-49.73,-1.62,-1.07,ns2_tram
-25.02,-1.92,-15.31,ns2_tram
-30.98,-0.56,-9.82,ns2_tram
-29.26,-1.92,-2.59,ns2_tram
-46.96,-1.65,-1.21,ns2_tram
-29.64,-1.92,-5.77,ns2_tram
-68.29,0.10,11.78,ns2_tram
-72.21,1.39,14.34,ns2_tram
-69.73,0.87,16.12,ns2_tram
-70.99,0.51,17.37,ns2_tram
-76.71,1.06,10.06,ns2_tram
-78.70,1.29,10.92,ns2_tram
-82.38,1.19,12.90,ns2_tram
-74.10,0.48,-2.79,ns2_tram
2.25,2.04,79.10,ns2_tram
0.62,0.71,66.49,ns2_tram
0.54,1.02,65.81,ns2_tram
0.60,1.38,74.11,ns2_tram
3.36,0.98,75.12,ns2_tram
-38.72,-1.46,-14.11,ns2_tram
-1.06,0.92,66.29,ns2_tram
-33.54,-1.92,-18.13,ns2_tram
-25.09,-3.03,-10.36,ns2_tram
-31.52,-1.92,-1.19,ns2_tram
-46.47,-2.39,-5.77,ns2_tram
1.05,1.49,78.11,ns2_tram
1.10,0.61,78.25,ns2_tram
-1.97,0.61,69.79,ns2_tram
2.60,0.61,79.39,ns2_tram
-81.98,-0.39,12.31,ns2_tram
-66.03,0.94,-8.54,ns2_tram
24.60,0.21,-0.12,ns2_tram
24.04,1.14,-4.55,ns2_tram
-30.42,-3.24,77.38,ns2_tram
-7.77,3.46,70.08,ns2_tram
-13.95,-2.68,38.41,ns2_tram
-33.71,-3.24,75.58,ns2_tram
-21.04,-1.48,49.43,ns2_tram
-19.96,-0.45,50.17,ns2_tram
-24.19,-2.83,39.44,ns2_tram
-26.64,-2.24,78.59,ns2_tram
-2.13,-2.37,32.12,ns2_tram
-30.42,-1.92,-11.81,ns2_tram
-29.75,-0.90,-7.42,ns2_tram
-28.34,-2.11,9.78,ns2_tram
-29.79,-1.92,-15.17,ns2_tram
-29.66,-1.26,-2.98,ns2_tram
-33.07,-1.94,-4.05,ns2_tram
-15.62,-3.23,34.06,ns2_tram
-36.59,-1.86,-5.19,ns2_tram
-62.47,-0.40,7.99,ns2_tram
-81.85,-0.39,10.36,ns2_tram
-85.09,0.82,13.84,ns2_tram
-48.05,0.07,4.91,ns2_tram
-53.90,0.38,18.21,ns2_tram
-33.23,0.80,97.77,ns2_tram
-2.66,1.79,79.64,ns2_tram
-93.60,-1.41,49.65,ns2_tram
2.65,-0.50,102.12,ns2_tram
5.65,-0.56,96.78,ns2_tram
-78.62,-1.55,45.01,ns2_tram
24.51,3.62,122.25,ns2_tram
-90.32,-0.99,40.38,ns2_tram
27.40,4.13,124.09,ns2_tram
22.93,1.84,130.03,ns2_tram
39.31,3.49,125.53,ns2_tram
-84.81,-1.46,37.28,ns2_tram
20.05,3.15,125.49,ns2_tram
38.10,2.75,112.32,ns2_tram
22.47,2.57,129.74,ns2_tram
26.58,1.83,130.27,ns2_tram
22.30,2.95,130.16,ns2_tram
19.19,3.82,127.77,ns2_tram
27.12,1.87,129.59,ns2_tram
-25.26,-1.57,77.62,ns2_tram
-31.18,-1.89,-10.39,ns2_tram
-19.86,-0.20,96.64,ns2_tram
-20.82,-1.48,96.38,ns2_tram
42.73,-1.81,37.96,ns2_tram
44.49,-0.31,32.88,ns2_tram
42.93,-1.08,41.83,ns2_tram
-77.66,1.05,-2.40,ns2_tram
-44.73,-0.00,100.33,ns2_tram
-30.01,0.00,99.43,ns2_tram
-66.86,0.64,11.45,ns2_tram
-59.18,-0.39,11.99,ns2_tram
34.29,-0.72,81.76,ns2_tram
-47.58,-1.35,-6.30,ns2_tram
28.82,-2.39,65.61,ns2_tram
2.51,0.71,66.55,ns2_tram
1.75,0.61,69.68,ns2_tram
-72.90,-0.33,84.22,ns2_tram
31.97,-2.43,51.83,ns2_tram
4.70,0.63,80.27,ns2_tram
26.01,1.36,0.39,ns2_tram
-71.14,-0.04,86.74,ns2_tram
13.30,1.10,113.52,ns2_tram
-66.53,0.00,89.65,ns2_tram
-71.08,0.71,92.91,ns2_tram
-0.77,-1.09,-7.53,ns2_tram
0.25,-2.50,-6.85,ns2_tram
-70.63,-1.04,73.16,ns2_tram
-65.83,-3.43,68.07,ns2_tram
21.89,-1.26,50.18,ns2_tram
-72.69,-3.57,69.43,ns2_tram
-70.88,-1.42,71.69,ns2_tram
-3.61,1.83,81.18,ns2_tram
25.42,2.54,86.26,ns2_tram
44.56,1.12,88.65,ns2_tram
45.76,-2.90,71.44,ns2_tram
1.12,3.50,66.03,ns2_tram
1.99,2.64,71.40,ns2_tram
-13.85,-1.41,65.06,ns2_tram
-71.84,-2.68,72.10,ns2_tram
-71.92,-1.88,74.81,ns2_tram
-83.98,-1.51,57.00,ns2_tram
-82.81,-0.33,9.20,ns2_tram
-71.82,-2.75,73.00,ns2_tram
-73.69,-3.12,72.43,ns2_tram
-63.73,-2.04,67.20,ns2_tram
-30.46,-2.02,11.95,ns2_tram
-28.76,-0.63,-15.13,ns2_tram
-33.78,-1.19,-15.47,ns2_tram
-38.47,-1.92,-14.79,ns2_tram
-33.34,-1.92,-20.63,ns2_tram
-7.71,-0.07,40.18,ns2_tram
37.51,0.30,33.24,ns2_tram
19.28,-2.48,68.94,ns2_tram
-73.83,-0.90,83.37,ns2_tram
28.44,0.78,84.22,ns2_tram
-60.57,0.59,91.37,ns2_tram
40.39,4.46,101.31,ns2_tram
-76.65,-1.06,76.55,ns2_tram
15.63,-2.10,57.24,ns2_tram
-56.05,-2.07,59.99,ns2_tram
-52.81,-3.75,61.94,ns2_tram
40.47,4.42,98.69,ns2_tram
-48.49,-0.39,76.90,ns2_tram
-10.09,0.56,65.30,ns2_tram
-73.57,-0.39,-0.75,ns2_tram
-18.20,-1.92,-17.31,ns2_tram
-32.79,-1.52,-11.88,ns2_tram
-14.66,-0.54,-17.22,ns2_tram
-27.15,-1.82,-4.51,ns2_tram
34.97,0.26,-6.18,ns2_tram
34.46,0.48,-7.01,ns2_tram
-30.42,-1.92,-14.68,ns2_tram
33.01,1.74,-0.11,ns2_tram
-64.72,0.41,95.25,ns2_tram
25.45,0.65,1.52,ns2_tram
22.12,1.60,5.53,ns2_tram
22.25,0.21,7.12,ns2_tram
-68.24,0.02,76.60,ns2_tram
48.21,-0.06,3.93,ns2_tram
-18.65,-0.78,96.75,ns2_tram
-33.38,-1.71,-18.01,ns2_tram
-34.83,-1.43,-17.15,ns2_tram
-18.72,-0.50,41.36,ns2_tram
-28.88,-1.29,6.33,ns2_tram
-29.48,-1.49,9.47,ns2_tram
-12.69,-1.70,-9.54,ns2_tram
-28.00,-1.92,-13.57,ns2_tram
-29.88,-1.56,-13.42,ns2_tram
-24.09,-1.92,-25.97,ns2_tram
-16.52,-1.72,-18.73,ns2_tram
-37.59,-2.43,-4.13,ns2_tram
29.58,0.93,0.15,ns2_tram
-29.25,-1.52,29.99,ns2_tram
-19.68,0.39,49.58,ns2_tram
37.10,-1.82,79.02,ns2_tram
-53.81,-0.39,78.19,ns2_tram
-61.63,0.72,79.51,ns2_tram
-32.45,-3.45,32.46,ns2_tram
22.67,1.33,-1.46,ns2_tram
-78.48,-2.02,77.02,ns2_tram
31.25,0.66,3.57,ns2_tram
-77.74,-2.02,84.84,ns2_tram
-75.07,-0.41,84.81,ns2_tram
-70.08,1.17,91.42,ns2_tram
8.50,-2.42,-8.90,ns2_tram
5.85,-1.04,-10.64,ns2_tram
6.30,-2.42,-7.46,ns2_tram
24.03,0.25,-7.21,ns2_tram
-70.35,0.71,86.22,ns2_tram
37.47,-3.75,71.61,ns2_tram
29.91,0.09,84.85,ns2_tram
30.26,2.77,113.65,ns2_tram
-16.79,-2.11,28.06,ns2_tram
-18.33,-1.78,34.98,ns2_tram
15.86,-1.41,-7.28,ns2_tram
-18.11,-1.47,24.17,ns2_tram
7.75,-1.46,-9.84,ns2_tram
-28.44,-1.89,7.80,ns2_tram
-11.31,-1.46,22.07,ns2_tram
46.09,-3.75,73.78,ns2_tram
46.52,1.98,13.08,ns2_tram
-19.63,-0.05,106.99,ns2_tram
-29.78,0.00,103.49,ns2_tram
-66.10,2.45,86.45,ns2_tram
5.82,-1.44,10.99,ns2_tram
20.27,1.91,5.76,ns2_tram
22.66,-0.09,2.91,ns2_tram
18.46,0.19,9.31,ns2_tram
22.69,1.97,6.42,ns2_tram
-80.62,-1.11,78.58,ns2_tram
-82.23,-1.45,81.39,ns2_tram
-2.09,-2.42,-8.16,ns2_tram
8.65,1.10,-2.90,ns2_tram
-23.15,-2.83,22.86,ns2_tram
6.11,-1.74,15.89,ns2_tram
-19.87,-0.51,47.07,ns2_tram
-71.42,-0.71,82.28,ns2_tram
53.86,0.21,25.41,ns2_tram
-16.04,-1.00,19.84,ns2_tram
-13.16,-2.28,21.73,ns2_tram
-66.67,-0.32,79.75,ns2_tram
-15.68,-2.60,40.63,ns2_tram
36.43,1.84,27.42,ns2_tram
-0.71,-2.42,-9.20,ns2_tram
-0.45,-2.42,-7.79,ns2_tram
-20.00,-2.30,38.96,ns2_tram
-29.92,-2.11,80.25,ns2_tram
19.37,0.66,9.09,ns2_tram
-21.16,-0.17,54.91,ns2_tram
28.77,0.45,1.41,ns2_tram
-2.19,1.68,76.60,ns2_tram
-29.91,-1.96,18.15,ns2_tram
-5.95,0.72,62.44,ns2_tram
-22.54,-2.30,19.88,ns2_tram
4.72,-1.61,-8.55,ns2_tram
-0.50,0.79,77.38,ns2_tram
4.52,-2.42,-6.52,ns2_tram
