x,y,z,team
120.71,-1.85,8.23,aliens
80.07,-6.89,33.36,marines
116.53,-3.24,16.65,marines
118.36,-3.03,21.56,marines
87.30,-5.39,43.87,aliens
45.66,-7.15,-23.80,aliens
95.15,-4.52,48.27,aliens
57.85,-7.71,-7.55,marines
50.57,-7.74,-8.09,aliens
28.22,-5.49,-53.85,aliens
20.14,-3.03,45.77,aliens
17.27,-2.97,41.93,aliens
48.21,-6.61,-8.01,aliens
49.50,-5.58,6.94,aliens
20.25,-4.53,-71.19,aliens
15.99,-4.15,35.68,aliens
19.11,-2.36,-56.19,marines
22.65,-5.67,-51.97,aliens
100.98,-3.90,46.37,aliens
28.22,-4.97,-50.70,aliens
26.08,-5.78,-41.02,marines
28.39,-5.26,-37.13,marines
98.25,-5.27,41.39,marines
93.42,-5.24,47.75,marines
27.17,-5.78,-33.01,marines
-25.65,4.25,-11.47,aliens
-11.43,-1.83,-31.37,aliens
80.79,-4.37,-37.86,aliens
53.56,-3.61,-14.64,aliens
18.01,-5.66,-56.32,aliens
4.37,-4.21,36.11,aliens
102.54,-4.17,47.30,aliens
102.14,-1.23,35.49,aliens
132.70,-0.62,9.92,aliens
42.95,-6.69,-29.93,marines
42.07,-5.64,-29.46,aliens
36.62,-3.24,96.62,aliens
15.29,-3.21,37.05,aliens
81.60,-1.82,18.90,aliens
52.87,-8.79,-16.39,aliens
55.80,-8.56,-11.57,aliens
7.38,-0.98,-32.81,aliens
110.25,-2.82,20.82,aliens
47.67,-7.71,2.19,marines
60.70,-7.81,0.14,aliens
43.99,-6.70,-27.49,aliens
50.11,-8.24,-16.83,aliens
33.16,-3.96,-13.30,aliens
-23.64,-0.26,-25.78,aliens
115.17,-2.06,23.30,aliens
48.79,-3.24,93.32,aliens
23.10,-1.51,42.64,aliens
27.07,-5.78,-34.40,aliens
28.15,-3.97,-34.87,aliens
-20.63,-1.59,-49.77,aliens
-20.64,-1.37,-21.75,aliens
-25.08,0.67,-46.79,aliens
116.28,-3.24,18.53,marines
35.67,-1.91,96.16,aliens
122.74,-1.92,29.17,aliens
23.90,-2.40,-32.64,aliens
8.14,-5.51,26.55,aliens
37.79,-5.17,-10.55,aliens
141.89,-0.80,-4.03,marines
43.93,-7.53,-3.63,aliens
16.07,-5.61,25.33,aliens
112.68,-1.70,21.27,aliens
102.21,-1.66,33.03,marines
102.25,-4.19,34.05,aliens
46.09,-7.57,-2.98,aliens
11.78,-2.56,47.25,aliens
119.36,-3.24,11.51,aliens
130.67,0.60,4.74,marines
35.93,-3.73,58.54,aliens
43.60,-6.69,-24.14,aliens
-42.50,0.08,4.29,marines
-33.12,-0.67,-4.15,aliens
56.12,-7.81,-4.77,aliens
-42.76,1.50,2.17,aliens
35.81,-4.11,-45.06,aliens
107.44,-4.10,28.07,aliens
22.04,-6.49,4.00,aliens
143.83,2.17,3.22,aliens
119.70,-3.04,10.51,aliens
138.10,-0.80,-1.27,marines
144.39,-0.11,7.51,marines
125.68,0.66,20.29,marines
-31.93,-0.75,-5.85,aliens
102.30,-2.77,36.97,aliens
-30.90,-0.81,-2.30,aliens
-29.30,-0.52,-4.37,marines
-30.92,-0.71,-3.86,aliens
-31.04,0.57,-6.21,marines
-32.00,0.68,-3.94,aliens
-31.24,0.56,-4.12,aliens
84.51,-6.15,38.44,aliens
-36.38,-0.82,-6.70,aliens
79.74,-5.55,29.95,aliens
71.73,-8.12,3.74,marines
47.31,-7.11,-10.85,aliens
45.05,-7.81,-6.07,marines
53.91,-8.82,-12.67,aliens
51.00,-8.90,-12.33,aliens
51.04,-8.88,-13.66,aliens
51.80,-8.82,-13.09,aliens
54.75,-7.71,-9.54,aliens
61.24,-7.71,-3.28,marines
106.35,-3.74,27.15,marines
57.63,-7.71,-6.34,marines
105.10,-2.76,25.64,aliens
63.55,-7.49,-4.11,aliens
-9.45,-2.28,-48.68,aliens
70.07,-5.36,5.31,aliens
49.04,-8.72,-21.71,aliens
49.14,-7.81,-2.41,aliens
45.80,-7.48,-24.43,aliens
22.38,-5.70,-34.61,marines
21.40,-4.55,-36.20,aliens
10.98,-3.85,-34.47,aliens
8.28,-3.85,-29.21,aliens
1.14,-2.19,-31.47,aliens
27.58,-4.94,-42.53,aliens
12.07,-3.53,-30.52,aliens
98.20,-4.66,59.14,aliens
32.34,-5.85,64.95,marines
54.82,-8.78,-14.48,aliens
26.24,-3.53,54.16,aliens
14.47,-3.63,52.23,marines
52.58,-8.80,-15.94,aliens
62.37,-6.39,-8.83,aliens
53.96,-8.64,-11.82,aliens
36.95,-7.66,-2.23,aliens
144.28,0.50,17.55,marines
145.39,-0.80,16.10,aliens
-5.92,-2.04,42.63,aliens
132.32,0.24,11.68,aliens
-14.36,1.81,-4.41,aliens
139.26,-0.74,4.69,aliens
123.03,-1.92,18.78,aliens
-28.73,-3.44,-40.60,aliens
-29.15,-2.11,-42.46,aliens
117.64,0.06,20.21,aliens
10.25,-3.45,23.51,aliens
124.28,-2.02,28.92,marines
126.14,-0.86,24.47,aliens
126.50,-2.02,30.36,aliens
123.66,-0.37,26.13,aliens
118.90,-1.30,23.58,aliens
29.37,-1.61,-41.96,aliens
123.86,-1.46,19.22,aliens
141.49,3.65,2.29,marines
135.63,0.18,13.11,marines
104.99,-2.77,29.59,aliens
99.41,-5.27,42.88,marines
98.69,-4.60,46.05,aliens
100.43,-5.14,36.56,aliens
103.77,-3.36,30.98,aliens
37.65,-4.40,-76.08,aliens
122.04,-2.16,13.25,marines
127.48,-2.02,21.02,aliens
127.99,-1.46,19.69,marines
117.30,-2.39,20.28,marines
86.05,-6.12,39.50,marines
82.18,-5.69,32.39,aliens
88.08,-6.08,41.26,aliens
85.95,-6.08,45.01,marines
85.37,-6.06,44.05,aliens
77.83,-6.11,44.68,marines
88.55,-5.32,39.00,marines
82.32,-6.89,28.66,aliens
79.65,-6.06,45.08,aliens
87.89,-4.25,39.98,aliens
-45.69,0.57,-4.00,aliens
80.55,-7.37,54.10,marines
101.21,-5.25,38.17,aliens
101.29,-5.27,49.01,aliens
86.24,-4.60,44.28,aliens
-23.41,-0.79,-28.02,marines
69.64,-1.44,19.03,aliens
94.15,-8.92,-35.58,marines
-9.75,1.68,-4.84,aliens
-9.57,0.76,-5.22,aliens
-11.50,-0.41,-5.78,aliens
-14.46,-1.62,-49.42,aliens
18.38,-5.75,-64.80,aliens
27.07,-4.07,-47.63,aliens
83.01,-6.80,58.41,aliens
30.60,-5.67,-43.56,aliens
36.80,-3.52,-46.28,marines
24.82,-4.83,74.91,aliens
82.24,-6.95,33.78,marines
74.51,-8.39,15.68,aliens
3.95,-1.67,43.95,aliens
75.58,-8.41,15.51,aliens
92.93,-8.20,-42.20,aliens
94.60,-3.05,45.80,aliens
53.94,-8.80,9.24,aliens
76.75,-4.94,44.16,aliens
12.33,-2.89,54.31,aliens
91.61,-7.25,-42.47,marines
81.35,-8.40,-1.69,aliens
86.21,-8.32,-15.52,aliens
86.23,-6.83,-17.08,aliens
75.06,-6.17,40.47,aliens
46.16,-9.72,19.82,aliens
76.98,-5.33,34.51,aliens
76.50,-5.15,47.05,aliens
35.95,-6.49,88.42,aliens
69.33,-8.93,-27.74,aliens
89.60,-6.08,53.52,marines
74.90,-4.27,41.26,aliens
75.12,-4.71,40.74,aliens
96.06,-4.93,54.08,aliens
34.27,-3.71,42.32,aliens
15.21,-2.59,46.42,aliens
-5.55,-3.34,-35.40,aliens
12.04,-5.47,4.54,aliens
15.83,-5.67,-34.26,aliens
15.51,-2.09,48.24,aliens
12.06,-1.92,54.61,aliens
125.79,0.46,5.93,aliens
-20.51,-0.35,4.37,aliens
113.79,-2.38,20.81,aliens
31.05,-6.42,87.81,marines
49.66,-2.21,90.74,aliens
118.19,-0.17,10.22,aliens
122.66,-1.07,18.54,aliens
53.91,-6.93,5.69,aliens
88.09,-6.08,41.12,marines
126.75,-0.62,20.48,aliens
126.55,-1.60,16.84,aliens
124.16,-0.66,18.59,aliens
114.84,-2.82,22.19,aliens
106.68,-3.25,29.24,aliens
116.92,-3.24,20.70,aliens
98.77,-3.87,44.49,marines
104.72,-1.48,16.15,aliens
111.48,-3.03,28.52,aliens
89.66,-4.65,38.19,aliens
116.55,-3.24,27.56,aliens
52.51,-8.87,-12.82,aliens
116.65,-0.44,14.32,aliens
136.57,0.80,6.30,aliens
125.45,-1.01,19.55,aliens
-26.32,-1.83,-56.91,aliens
105.00,-3.97,26.76,aliens
137.90,0.53,-12.95,marines
-31.80,-2.55,-39.51,marines
129.57,-0.72,12.63,aliens
123.02,-3.24,8.64,aliens
130.65,-1.05,12.38,aliens
-33.59,-0.43,-8.07,aliens
-32.36,0.51,-2.34,aliens
132.87,-0.59,10.13,marines
134.51,0.24,9.32,aliens
118.38,-3.24,10.96,marines
40.81,-3.79,-18.92,aliens
50.71,-6.58,-6.40,aliens
123.81,-3.17,10.45,marines
139.70,-0.54,-15.00,marines
137.96,0.56,9.73,marines
120.09,-2.92,18.36,marines
119.57,-0.44,17.75,aliens
117.10,-1.92,24.92,aliens
39.36,-5.97,4.54,aliens
119.32,-3.23,7.37,aliens
39.03,-5.33,-29.82,aliens
39.38,-5.37,-29.33,aliens
25.06,-5.53,6.34,aliens
121.02,-3.21,-8.14,aliens
-45.19,0.56,-4.38,aliens
-43.29,0.57,-7.45,marines
-30.74,-0.75,2.15,marines
-34.70,-0.62,0.38,aliens
-46.38,1.22,-13.85,marines
-28.80,1.38,10.92,marines
-29.40,0.27,-0.37,marines
-29.81,-0.42,-1.76,aliens
-35.24,0.97,1.03,aliens
-34.86,-0.64,0.27,aliens
51.94,-8.77,-12.65,aliens
53.91,-8.33,-11.77,aliens
53.57,-8.72,-12.50,aliens
49.17,-8.70,-20.92,aliens
13.95,-4.09,47.47,aliens
-30.29,-0.80,-12.22,aliens
-46.54,0.87,1.09,aliens
49.26,-3.21,98.33,aliens
-5.38,-3.85,-43.30,aliens
-5.69,-3.85,-41.66,marines
46.63,-7.78,-0.53,aliens
-34.51,3.37,-2.91,aliens
53.46,-8.82,-12.82,marines
57.28,-6.46,87.43,aliens
-17.58,2.09,1.19,aliens
63.85,-5.69,90.92,aliens
38.55,-6.49,88.70,aliens
54.31,-2.74,75.18,marines
64.67,-6.49,82.30,aliens
68.21,-3.65,96.70,aliens
74.03,-4.89,59.32,aliens
65.46,-5.16,91.63,aliens
68.37,-7.46,-2.00,aliens
72.75,-6.49,96.95,marines
61.14,-6.45,84.21,marines
67.34,-4.33,91.54,aliens
80.50,-5.81,85.99,aliens
87.44,-5.33,86.32,aliens
37.97,-6.67,-34.43,aliens
70.52,-5.25,89.08,aliens
66.18,-4.75,95.94,aliens
67.64,-5.00,80.43,aliens
72.78,-5.34,84.35,marines
54.54,-3.24,95.74,marines
71.45,-5.30,90.88,marines
72.76,-3.73,85.48,marines
72.36,-5.49,87.41,marines
84.94,-6.08,40.92,aliens
78.46,-6.08,44.72,aliens
22.87,-2.44,48.10,aliens
75.56,-5.12,37.43,aliens
-28.85,0.25,-2.26,aliens
90.12,-4.16,56.92,aliens
69.72,-5.16,-5.93,aliens
99.70,-4.81,35.03,marines
100.06,-3.71,31.43,aliens
54.95,-0.58,75.85,aliens
-16.13,-0.75,-16.68,aliens
45.06,-2.40,77.54,aliens
44.94,-7.54,-2.37,marines
45.70,-7.56,-3.75,marines
101.44,-5.74,-65.47,aliens
45.55,-7.71,-3.27,marines
33.51,-2.82,-0.61,aliens
37.37,-6.54,0.20,marines
64.77,-7.46,-1.75,aliens
116.94,-1.97,-7.60,aliens
62.00,-7.66,-0.10,marines
-9.00,-3.85,-48.82,aliens
64.28,-7.46,-1.73,aliens
6.15,-2.12,-39.13,aliens
8.52,-1.60,-38.35,aliens
9.36,-3.85,-31.47,marines
-5.82,-2.57,-41.68,marines
-19.26,-0.61,11.47,aliens
-21.45,-1.05,-43.68,aliens
-24.58,-1.20,-32.43,aliens
29.80,-5.67,-31.90,marines
87.60,-7.43,-53.92,aliens
13.06,-1.98,46.48,aliens
26.24,-3.14,-38.58,marines
-4.44,-2.14,-42.08,marines
2.96,-2.50,-42.89,aliens
96.39,-4.57,-69.75,aliens
-7.42,-3.85,-42.25,marines
-6.61,-3.50,-44.03,aliens
99.86,-4.38,-62.65,aliens
70.91,-9.06,-29.37,aliens
34.49,-4.42,-41.26,aliens
25.04,-4.69,-53.47,aliens
27.56,-5.48,-53.00,aliens
29.46,-5.68,-43.49,aliens
104.78,-5.98,-62.73,marines
101.48,-4.64,-60.92,aliens
18.83,-5.08,-55.04,aliens
55.89,2.40,-68.14,aliens
17.77,-3.96,-67.03,aliens
72.89,-3.55,-74.61,aliens
18.17,-3.64,-72.12,aliens
16.37,-3.63,-70.82,aliens
17.25,-4.56,-72.96,marines
52.21,-6.01,80.43,aliens
19.07,-5.24,-59.99,aliens
62.13,-4.35,-71.62,marines
67.22,0.65,-68.19,aliens
77.35,-2.13,-78.68,aliens
42.99,-4.58,-63.22,aliens
38.48,-0.84,-70.17,marines
34.64,-4.40,-72.87,marines
20.00,-3.26,-70.66,aliens
41.85,-9.32,15.31,aliens
72.49,-4.00,-71.89,aliens
-3.87,-3.41,-45.71,aliens
54.14,-3.54,-66.85,marines
-19.12,0.28,-52.75,marines
17.09,-2.56,3.26,aliens
14.03,-4.15,47.63,aliens
57.55,3.76,-75.47,marines
58.84,0.30,-74.44,aliens
67.99,-4.46,-74.99,marines
67.81,-4.46,-74.06,aliens
69.59,-4.30,-73.46,marines
75.83,-3.65,-77.54,marines
74.93,-3.64,-77.15,aliens
79.57,-2.71,-78.65,aliens
80.47,-2.50,-77.12,marines
55.31,-6.00,83.13,aliens
75.72,-4.46,-70.26,aliens
80.14,2.14,-73.60,marines
75.68,-4.32,-71.19,aliens
69.60,0.07,-71.53,aliens
70.85,-2.92,-75.29,aliens
18.00,-1.56,34.79,aliens
9.12,-6.58,24.81,aliens
67.95,-3.46,-69.97,marines
17.68,-4.46,-70.22,aliens
78.97,-2.31,-79.25,aliens
82.12,-2.10,-77.07,marines
19.18,-0.59,-62.16,aliens
31.41,-4.36,-70.33,marines
19.83,-4.26,-63.38,aliens
19.98,-4.40,-57.86,aliens
19.83,-5.78,-54.62,aliens
48.10,-0.29,-75.39,aliens
58.93,-4.47,-74.80,aliens
22.88,-4.38,-71.86,aliens
45.24,0.88,-68.24,aliens
54.00,-2.96,-67.64,marines
48.12,-0.29,-71.46,marines
47.64,-0.22,-83.89,aliens
75.71,-2.86,-71.75,aliens
40.94,1.25,-71.88,aliens
36.50,-3.48,-68.39,aliens
34.00,-1.10,-72.55,aliens
32.56,-3.04,-71.76,aliens
37.83,-3.54,-67.43,aliens
4.46,-2.86,-39.46,aliens
-4.62,-3.34,-31.50,marines
-1.52,-3.85,-26.88,marines
-6.77,-3.85,-48.81,aliens
-6.41,-3.85,-50.78,aliens
-6.39,-3.85,-44.39,aliens
38.23,-6.29,-35.79,aliens
50.77,-8.84,-21.98,aliens
53.06,-8.82,-26.49,aliens
46.39,-7.71,-23.25,aliens
55.28,-7.72,-9.07,aliens
55.38,-8.34,-11.19,marines
46.93,-6.12,-4.59,aliens
-3.07,-3.85,-27.68,aliens
42.24,-7.66,0.39,marines
58.20,-6.42,2.64,aliens
44.18,-8.72,10.70,marines
47.28,-6.91,2.38,aliens
40.32,-7.66,-2.15,marines
55.50,-7.13,-32.96,marines
31.20,-5.27,-8.20,marines
26.75,-4.45,-31.49,marines
3.07,-2.49,-38.92,aliens
5.06,-3.65,54.82,aliens
15.78,-4.15,37.31,marines
16.84,-4.45,32.98,aliens
12.74,-4.05,44.59,aliens
69.60,-7.14,2.15,aliens
66.71,-7.71,5.84,marines
66.94,-7.71,3.07,aliens
80.32,-6.90,28.74,marines
79.23,-6.32,36.96,aliens
82.07,-6.91,28.56,marines
68.97,-7.66,1.24,marines
84.62,-7.32,15.86,aliens
82.57,-9.41,18.26,marines
30.21,-5.67,-42.26,marines
30.50,-5.67,-44.21,marines
38.98,-6.69,-37.50,marines
47.94,-7.32,-23.37,aliens
43.39,-6.03,-24.19,aliens
58.13,-8.88,-29.66,marines
43.47,-5.10,-21.14,aliens
42.35,-6.42,-22.11,aliens
65.03,-6.85,0.44,aliens
70.14,-6.25,-6.37,marines
79.50,-8.92,-0.71,marines
84.84,-8.92,-1.60,aliens
85.11,-8.92,-1.56,marines
65.60,-7.12,-2.00,aliens
61.19,-7.71,-7.70,marines
12.88,-4.03,35.86,aliens
12.70,-4.15,48.53,aliens
11.75,-2.38,47.64,aliens
40.56,-4.71,-41.37,aliens
11.59,-3.25,44.00,aliens
11.94,-2.62,48.00,aliens
21.45,-4.77,6.42,aliens
49.66,-8.75,-25.61,aliens
46.87,-7.94,-24.03,marines
55.24,-7.75,-6.67,marines
47.14,-7.89,-18.99,marines
-7.29,-0.41,30.36,aliens
38.98,-6.31,-8.14,marines
50.88,-8.82,-13.41,aliens
50.97,-8.82,-16.88,marines
47.69,-8.46,-21.90,marines
49.97,-8.75,-18.70,marines
19.14,-6.52,7.25,marines
-22.17,-1.61,-44.74,aliens
54.59,-7.73,4.46,aliens
-21.69,-1.15,-32.81,aliens
50.88,-7.34,11.81,marines
-2.68,-3.85,-41.25,aliens
-12.40,-3.44,-57.11,marines
-16.04,-1.61,-49.72,aliens
-17.53,-1.61,-49.25,marines
-14.62,-1.61,-52.63,marines
38.19,-5.99,-43.27,aliens
6.23,-1.41,29.39,aliens
58.66,-7.71,-6.74,marines
49.99,-8.74,-19.35,marines
28.79,-5.25,-4.60,marines
-14.38,-3.03,33.23,marines
-12.58,-3.04,26.51,marines
-20.93,-1.92,23.81,marines
-21.42,-1.92,22.92,marines
-14.79,-1.46,35.18,aliens
-19.30,-1.86,33.79,marines
-24.28,-0.75,2.73,marines
-20.53,-0.74,1.28,aliens
-10.15,-0.75,-3.06,marines
-13.61,-0.57,-9.56,aliens
-20.61,-1.92,16.65,aliens
-11.39,-1.90,20.48,aliens
-32.42,-0.72,-7.70,aliens
-21.84,-0.25,-24.15,aliens
-28.47,1.33,-3.70,marines
-32.12,-0.86,-10.86,aliens
-22.92,-0.75,-1.00,marines
-11.31,-0.75,-4.47,aliens
-25.06,-0.50,-8.25,aliens
-17.28,-1.09,-24.71,aliens
-18.41,-1.61,-24.53,marines
-19.97,0.39,-17.38,aliens
-18.32,-0.88,-47.25,aliens
51.73,-8.82,-15.74,aliens
52.94,-7.96,-12.82,marines
52.45,-8.82,-13.77,marines
-26.23,-1.14,-44.68,aliens
-23.57,-0.85,-53.03,aliens
26.61,-5.52,-34.22,aliens
48.60,-8.07,-17.56,aliens
35.53,-5.27,-10.06,aliens
-29.25,-0.80,-11.61,marines
-18.63,-1.59,-20.11,marines
-19.34,-0.75,-12.22,marines
25.87,-5.24,75.92,marines
19.39,-4.86,-1.50,aliens
19.39,-5.18,-7.00,aliens
35.12,-4.37,58.82,aliens
24.60,-4.82,-3.91,aliens
55.79,-8.72,12.14,marines
56.08,-8.36,6.93,marines
54.77,-7.71,2.64,aliens
54.48,-8.82,-18.34,marines
54.85,-8.63,-18.43,aliens
52.34,-7.71,-31.87,marines
82.54,-6.77,29.95,aliens
-0.69,-3.65,-38.86,aliens
73.12,-1.79,-70.75,aliens
86.34,-6.10,55.72,aliens
78.84,-4.66,43.39,aliens
34.90,-7.63,-3.86,aliens
80.01,-7.71,56.03,marines
82.98,-7.69,57.64,marines
83.67,-5.63,35.44,marines
83.52,-7.36,54.86,aliens
71.98,-7.10,49.97,marines
63.35,-6.07,-5.48,marines
60.17,-10.28,19.07,marines
90.77,-7.95,-55.88,aliens
26.00,-6.15,61.22,marines
31.88,-6.08,63.51,marines
34.08,-5.26,62.53,aliens
34.63,-4.35,60.94,aliens
38.09,-5.39,57.40,aliens
73.30,-8.32,10.64,aliens
35.57,-5.25,-10.17,aliens
66.97,-8.43,17.33,marines
85.14,-8.92,-8.83,marines
36.69,-3.61,-8.35,aliens
31.07,-5.01,-14.61,marines
31.52,-4.47,-14.38,aliens
72.98,-9.40,17.62,aliens
37.23,-3.36,-16.04,aliens
72.16,-7.17,3.76,marines
79.54,-5.85,51.93,aliens
72.80,-8.90,-5.01,aliens
84.28,-8.93,-4.67,marines
29.53,1.03,-101.97,marines
45.74,0.31,-105.31,aliens
94.34,-4.02,45.54,aliens
35.37,-4.65,42.35,aliens
57.51,-7.71,-2.78,aliens
13.78,-2.99,-34.78,marines
10.62,-3.85,-37.45,aliens
81.19,-7.71,56.31,aliens
75.84,-5.62,49.86,aliens
100.67,-5.27,55.70,aliens
93.47,-3.49,57.51,aliens
42.24,0.63,-104.06,marines
42.03,-5.04,-20.45,marines
33.64,-4.85,-8.99,marines
97.92,-5.27,39.90,aliens
17.46,-3.71,27.77,aliens
49.83,0.06,-102.63,aliens
14.67,-6.38,33.02,marines
83.47,-5.72,43.22,aliens
79.77,-3.94,38.13,aliens
74.72,-6.08,39.48,marines
88.76,-3.19,47.52,aliens
79.91,-8.10,-43.88,marines
28.05,-5.78,-45.71,marines
83.18,-4.71,44.78,aliens
87.73,-5.72,44.59,aliens
88.85,-6.08,50.26,marines
76.78,-7.87,-45.85,aliens
84.33,-6.96,57.65,marines
78.97,-7.21,-39.00,aliens
77.63,-6.80,-43.65,marines
106.24,-3.90,72.58,marines
52.04,-1.92,-91.30,aliens
75.38,-6.08,32.46,marines
24.06,-3.45,-70.11,aliens
43.51,0.70,-103.94,aliens
40.80,-4.81,93.24,aliens
42.01,-4.56,80.87,aliens
36.78,-6.49,80.17,marines
38.16,-5.56,81.37,aliens
37.48,-6.49,82.62,marines
39.25,-6.49,85.28,marines
55.41,-9.13,31.09,aliens
51.65,-9.14,35.37,marines
37.57,-5.70,45.16,aliens
51.61,-8.21,-29.77,marines
70.61,-8.37,-29.48,aliens
64.39,-4.25,64.23,aliens
72.47,-8.92,-42.30,marines
14.57,-5.93,31.09,aliens
68.92,-6.32,-48.29,aliens
67.76,-6.89,-48.39,marines
76.73,-7.16,-48.30,aliens
70.48,-4.25,63.32,marines
38.61,-2.93,-83.48,aliens
52.95,-5.24,80.46,aliens
80.77,-8.93,-37.87,marines
46.54,-3.41,70.67,aliens
41.50,-5.08,47.51,marines
68.14,-4.46,-69.46,aliens
66.70,0.61,-68.59,aliens
83.99,-4.85,-75.65,aliens
24.96,-2.15,53.28,marines
14.44,-2.78,46.99,aliens
70.96,-9.02,-25.83,aliens
-7.42,-3.03,-32.78,aliens
71.26,-8.92,-25.43,marines
69.31,-7.89,-32.21,aliens
2.32,-3.79,-28.92,aliens
69.82,-8.33,-39.63,marines
68.11,-9.49,-42.36,marines
0.84,-3.85,-41.48,marines
-7.65,-3.85,-40.23,aliens
-7.32,-3.85,-39.28,marines
40.26,-8.73,13.52,aliens
72.55,-8.32,11.14,aliens
76.28,-8.45,17.62,aliens
68.35,-8.36,17.66,marines
62.95,-10.85,19.33,marines
27.54,-5.82,-54.30,aliens
28.69,-5.69,-52.89,marines
60.09,-10.85,20.02,aliens
19.97,-4.32,-56.01,aliens
72.49,-8.32,6.35,aliens
22.88,-3.25,-71.78,aliens
72.79,-8.32,3.50,aliens
73.16,-7.11,11.84,marines
73.43,-8.32,12.29,aliens
75.06,-7.23,14.80,marines
72.52,-9.33,15.40,marines
72.57,-9.41,17.50,aliens
49.11,-7.71,-9.67,marines
78.63,-7.91,17.61,aliens
40.86,-5.01,-15.94,aliens
50.86,-8.82,-22.56,marines
56.16,-8.04,-10.81,aliens
73.05,-8.33,10.61,marines
37.61,-4.37,51.15,aliens
81.87,-8.20,21.36,aliens
73.73,-8.32,-10.33,marines
45.57,-3.24,78.46,aliens
8.37,-2.35,-35.48,aliens
47.77,-1.92,97.47,marines
62.80,-7.71,-8.26,marines
42.25,-6.49,87.32,aliens
43.82,-6.69,-37.07,aliens
75.43,-7.11,11.57,marines
40.70,-6.37,90.92,marines
53.58,-7.87,-29.22,marines
58.54,-7.76,-5.47,marines
74.32,-8.32,-7.95,aliens
74.56,-8.32,-9.36,marines
143.40,-0.80,-12.81,marines
88.23,-5.36,33.60,aliens
83.01,-5.75,34.28,aliens
85.46,-4.69,39.36,aliens
80.64,-5.39,31.44,aliens
82.44,-6.95,30.27,aliens
73.97,-8.02,6.90,aliens
73.81,-8.32,8.18,marines
86.48,-6.27,-35.24,marines
24.60,-2.50,-38.42,aliens
50.06,0.63,-102.01,aliens
51.74,1.40,-100.92,marines
144.58,-0.61,14.20,aliens
145.04,-0.39,17.50,marines
12.28,-3.14,47.78,aliens
65.44,-7.68,4.32,aliens
23.65,-3.04,42.78,aliens
49.44,-10.40,18.12,aliens
72.43,-8.09,3.81,aliens
14.05,-4.28,-29.97,marines
99.84,-5.26,43.56,aliens
114.60,-1.02,26.37,aliens
49.18,-7.71,-7.82,marines
46.76,0.72,87.50,aliens
125.82,-0.66,12.83,aliens
133.22,-0.87,12.60,marines
108.28,-3.03,20.85,aliens
25.14,-2.10,54.48,aliens
14.82,-3.63,54.85,marines
140.69,-0.80,7.85,aliens
51.01,-7.73,5.25,aliens
37.20,-4.09,58.21,marines
36.29,-5.42,39.23,aliens
86.02,-8.90,-57.73,aliens
50.79,-3.81,4.93,aliens
94.21,-8.92,-55.73,marines
48.98,0.00,-104.78,marines
79.00,-7.75,-49.77,marines
60.66,-5.68,19.70,aliens
56.90,-6.01,89.21,marines
21.31,-3.40,-69.87,marines
81.18,-6.89,32.90,marines
41.06,-6.69,-24.32,aliens
87.16,-7.71,86.50,aliens
19.45,-5.61,-54.98,aliens
19.88,-5.75,-64.46,aliens
31.57,1.96,-77.55,aliens
71.72,-4.06,61.81,aliens
80.46,-7.70,83.84,aliens
50.19,0.00,-101.04,marines
42.29,-0.67,-90.68,marines
56.54,1.35,-99.64,aliens
61.40,1.23,-101.05,marines
70.35,-8.80,-41.99,aliens
68.86,-8.76,-37.88,marines
95.82,-5.27,47.53,aliens
17.65,0.38,-55.17,aliens
44.84,-3.92,-8.74,aliens
15.77,-5.67,-51.45,aliens
17.80,-5.50,-51.93,aliens
11.06,-4.06,46.40,aliens
14.00,-4.05,46.16,aliens
40.34,-0.98,-67.78,marines
42.11,0.47,-68.37,aliens
53.25,-2.12,-65.47,aliens
40.58,-0.62,-67.67,marines
33.37,-3.55,-69.33,marines
27.95,-4.15,-73.41,marines
104.08,-3.09,22.13,aliens
104.94,-3.68,26.07,aliens
84.22,-9.41,18.02,marines
119.03,-2.04,6.65,aliens
113.56,-3.34,22.34,marines
120.28,-2.72,8.04,marines
34.21,-5.42,38.59,aliens
25.56,-3.91,-38.68,marines
26.29,-5.78,-44.65,aliens
46.55,-3.34,65.54,marines
41.29,-7.66,0.03,marines
10.69,-6.49,29.55,aliens
66.66,-4.73,96.06,marines
24.21,-5.49,-52.43,marines
40.73,-6.47,-43.97,marines
44.12,-6.22,-0.45,aliens
30.00,-5.27,1.14,marines
24.52,-4.88,-35.83,aliens
19.82,-5.67,-35.93,marines
46.89,-3.05,92.55,aliens
-4.97,-3.34,-31.49,aliens
25.35,-4.93,-44.72,aliens
35.03,-6.51,88.59,marines
14.13,-3.42,35.83,aliens
39.33,-2.60,81.74,aliens
52.21,-9.07,29.84,aliens
36.50,-6.69,-41.70,marines
19.88,-5.28,1.57,aliens
43.88,-7.71,-1.45,aliens
88.69,-3.92,78.43,aliens
28.18,-5.03,-43.16,aliens
46.01,-7.16,11.00,aliens
71.77,-4.25,60.72,aliens
82.63,-7.71,54.45,aliens
7.59,-2.28,54.09,aliens
25.41,-5.78,-47.89,marines
25.34,-5.74,-46.44,marines
25.83,-5.80,-44.34,aliens
32.76,-5.67,-42.74,marines
87.15,-8.32,-21.07,marines
72.98,-7.99,-39.67,aliens
51.76,-6.75,-8.41,marines
65.59,-5.06,6.11,aliens
80.47,-8.32,-27.45,marines
82.23,-5.51,36.20,aliens
