x,y,z,team
7.25,-1.57,-34.58,marines
25.04,-3.11,52.29,aliens
23.82,-1.89,49.39,aliens
-17.16,-1.59,-19.03,marines
-29.17,2.57,-3.60,aliens
-17.71,-3.44,-57.12,marines
-7.18,-3.85,-50.72,marines
22.74,-5.08,65.86,marines
-18.93,-0.75,-11.54,marines
-29.67,6.97,-6.66,aliens
-22.04,-0.26,-23.95,marines
-17.46,-1.61,-22.39,marines
-27.48,-0.82,-9.83,aliens
-25.90,3.59,-6.46,aliens
-18.83,-0.54,-45.06,marines
12.32,-3.85,46.05,aliens
-25.53,-0.17,-46.43,aliens
-23.55,-1.08,-45.22,aliens
-7.50,-3.00,-42.33,aliens
0.63,-3.63,-35.89,marines
-4.00,-3.85,-52.16,marines
-19.09,-2.26,-58.62,marines
-26.63,-1.61,-24.45,aliens
-22.66,-1.61,-39.59,aliens
-29.33,2.57,-4.26,aliens
-23.68,-0.29,-45.47,aliens
-17.01,-1.61,-52.23,marines
-8.04,-2.40,40.08,aliens
-14.06,0.63,-5.82,aliens
-7.55,-1.89,41.64,aliens
-2.51,-3.82,-38.44,aliens
-13.11,-3.42,-55.39,aliens
36.54,-5.50,63.45,marines
16.21,-0.39,49.07,aliens
6.66,-3.62,38.15,marines
-18.63,-1.64,-51.55,marines
-19.47,-0.83,-49.83,aliens
-9.08,-2.77,42.16,marines
-16.73,-3.44,-57.51,marines
-15.13,-3.44,-57.17,aliens
-30.12,2.53,-4.56,aliens
-18.13,0.63,-0.37,aliens
-22.94,-0.19,-42.29,aliens
-14.19,-2.84,-57.19,marines
-14.22,-3.52,-58.94,marines
-11.51,-3.44,-57.81,marines
-14.50,-3.44,-57.96,aliens
-29.66,0.53,-2.49,aliens
-10.10,-3.44,-55.18,marines
-17.04,-1.61,-21.79,marines
-19.35,0.35,-21.85,aliens
-24.63,-1.61,-21.93,marines
-20.74,-1.61,-23.75,marines
-22.39,0.82,-8.20,aliens
-16.80,-1.59,-16.84,marines
-17.57,-1.59,-20.41,marines
9.71,-3.43,37.57,marines
-18.42,-1.59,-20.03,marines
-25.67,-1.13,-29.62,marines
-30.35,-2.13,-34.43,marines
-28.54,0.55,-5.61,aliens
-29.04,3.85,-4.40,aliens
-18.73,-0.75,-12.11,marines
-26.88,-0.71,-3.97,marines
-32.56,7.15,-0.45,marines
-31.50,7.53,-0.79,aliens
-25.56,-0.75,-2.83,marines
-29.22,-0.75,0.13,marines
-39.13,-0.08,-0.34,marines
-41.10,0.56,-1.38,marines
-27.97,-0.75,-10.46,marines
-30.84,-0.67,-13.53,marines
-25.99,-0.72,2.70,marines
-27.42,-0.73,-3.43,aliens
-44.43,1.45,3.74,marines
-21.70,1.98,19.08,marines
-52.14,0.99,2.21,marines
23.62,-2.36,36.88,aliens
21.30,-2.42,38.97,aliens
14.56,-4.15,40.70,marines
11.56,-2.76,40.35,aliens
47.61,0.40,4.54,aliens
79.22,-2.59,-78.59,aliens
97.63,-3.45,-48.62,aliens
51.62,-6.54,42.14,aliens
115.62,-5.21,-32.55,marines
32.40,-5.46,-42.46,aliens
73.09,-7.71,55.26,marines
73.34,-7.71,51.24,marines
72.38,-7.51,50.78,aliens
86.59,-6.93,-17.96,aliens
28.28,-0.96,-70.60,aliens
72.39,-3.71,-45.09,aliens
32.79,-3.47,-72.26,marines
55.31,0.00,-100.88,marines
96.71,-4.35,64.67,aliens
79.66,-7.13,-45.35,aliens
95.63,-4.58,33.73,aliens
95.66,-5.27,46.79,marines
96.25,-5.32,46.09,aliens
98.13,1.26,49.03,aliens
98.68,-4.74,39.18,aliens
105.23,-5.80,-61.95,marines
115.42,-1.46,16.51,aliens
78.04,-8.18,-51.58,aliens
102.26,-2.89,34.20,aliens
103.54,-4.24,36.75,marines
98.70,-3.76,39.62,aliens
97.32,-4.77,44.94,marines
-1597.33,200.67,-1595.20,marines
93.09,-3.85,47.50,aliens
89.22,-4.90,46.79,marines
46.98,-3.24,85.60,marines
57.73,-2.02,-95.24,marines
31.89,0.00,47.00,aliens
34.75,-4.87,59.42,aliens
89.45,-4.85,-77.69,marines
28.41,-1.95,62.09,aliens
22.92,-5.67,-33.30,marines
46.09,-3.21,96.67,aliens
37.24,-2.89,97.42,aliens
87.35,-5.72,43.47,marines
49.53,-1.54,95.54,aliens
-3.42,-2.67,-31.97,marines
57.69,-5.71,80.60,aliens
51.03,-1.19,92.76,aliens
-17.64,-1.48,-47.73,marines
-10.48,-3.44,-50.76,marines
-8.46,-2.81,-55.85,aliens
-11.36,-3.44,-58.10,marines
-11.20,-1.14,-54.86,aliens
48.37,-1.29,88.02,aliens
48.02,-3.24,88.58,marines
49.13,-1.58,90.49,aliens
49.52,-3.24,92.76,marines
49.07,-3.24,96.94,marines
54.59,-3.63,-82.52,aliens
39.65,-4.34,78.77,aliens
39.49,-5.95,83.19,marines
34.58,-5.87,85.77,aliens
34.90,-7.66,-1.62,marines
33.47,-4.96,-11.84,marines
97.42,-5.17,-53.84,aliens
2.55,-1.86,-36.68,aliens
-7.69,-3.24,-40.88,aliens
-0.22,-2.47,-42.00,aliens
39.77,-7.44,-3.26,aliens
70.19,-8.63,18.95,aliens
80.70,-8.08,15.54,aliens
80.68,-6.85,21.18,marines
104.92,-6.49,-57.80,marines
84.66,-5.98,-63.97,marines
76.84,-3.64,-78.56,marines
35.69,-4.72,91.11,aliens
37.55,-4.65,89.43,aliens
-7.28,-2.72,-49.08,aliens
-5.80,-3.85,-52.13,marines
-18.84,-0.98,-51.90,aliens
88.04,-7.52,84.75,marines
58.93,-5.43,94.09,marines
-7.39,-3.93,-43.71,marines
49.21,-2.05,90.76,aliens
47.94,-2.04,87.80,marines
86.42,-6.65,-37.77,aliens
45.68,-7.81,-4.75,marines
87.88,-8.03,-45.03,aliens
48.01,-7.13,-8.24,aliens
83.01,-9.41,19.81,marines
73.79,-8.61,-42.31,aliens
73.54,-7.01,8.00,marines
91.65,-8.66,-54.53,marines
50.86,-6.77,-6.84,marines
53.19,-8.01,-15.65,aliens
76.32,-4.64,33.33,aliens
100.94,-4.11,40.72,aliens
88.54,-6.08,56.98,marines
89.12,-5.78,56.66,aliens
74.88,-6.08,37.81,marines
77.10,-5.94,35.51,marines
30.47,-5.68,-35.55,marines
26.07,-5.78,-34.56,marines
92.03,-6.55,63.32,marines
18.05,-5.78,-52.79,marines
43.97,-6.81,-4.96,aliens
28.22,-4.58,-43.92,aliens
99.98,-5.30,53.79,aliens
83.01,-6.89,34.03,marines
95.63,-5.25,47.01,aliens
87.67,-4.71,44.75,marines
40.05,-1.72,-95.35,aliens
51.58,2.14,-96.02,aliens
57.36,-7.71,-2.97,marines
81.64,-8.43,23.51,aliens
81.82,-7.44,21.69,marines
81.41,-6.72,22.33,aliens
93.15,-5.57,55.44,marines
37.25,-6.18,-2.57,aliens
49.54,-10.07,17.91,aliens
45.70,-10.85,19.72,marines
30.13,-4.19,-43.34,marines
35.92,-5.73,-1.23,aliens
37.35,-7.07,-3.39,marines
35.02,-6.40,-3.37,marines
-6.92,-3.27,-34.92,aliens
43.72,-4.23,-22.62,aliens
33.66,-4.21,-15.69,aliens
33.94,-3.78,-12.84,aliens
43.37,-5.93,44.41,aliens
80.53,-9.33,21.15,aliens
70.33,-9.30,19.83,marines
76.58,-8.41,19.85,aliens
117.34,-3.25,-28.32,marines
26.47,-3.48,39.50,marines
80.16,-6.82,34.49,marines
108.89,-5.29,-38.19,marines
108.41,-4.48,-38.15,aliens
67.65,-7.00,15.18,aliens
104.43,-5.72,-42.17,marines
86.97,-4.32,32.07,aliens
87.95,-6.08,45.77,marines
103.60,-4.18,-37.64,aliens
117.18,-4.57,-34.72,aliens
75.59,-6.08,38.38,marines
80.40,-9.21,21.99,marines
81.35,-8.00,20.44,aliens
86.09,-9.33,19.01,marines
74.07,-8.92,-2.90,marines
39.00,-6.65,-5.66,marines
36.21,-6.28,-5.84,aliens
49.07,-7.75,-5.82,marines
43.63,-6.52,-3.27,aliens
48.36,-7.72,-3.76,marines
115.22,-3.85,-25.65,marines
141.79,-0.80,-11.87,marines
119.40,-3.24,-2.93,marines
120.40,-2.28,1.24,marines
38.34,-6.69,-30.59,marines
41.70,-6.69,-27.04,marines
91.66,-5.96,-60.82,aliens
78.78,-8.14,-38.26,aliens
76.85,-8.92,-37.67,marines
92.92,-4.59,46.14,marines
37.28,-6.45,-1.95,aliens
36.24,-0.66,-89.56,aliens
75.57,-7.71,52.65,marines
76.68,-4.58,44.16,marines
55.92,1.96,-89.73,aliens
50.19,-2.20,-86.10,aliens
93.55,-7.50,-43.86,aliens
47.65,-7.75,-1.48,marines
48.61,-7.71,-5.76,marines
56.33,-8.72,-20.82,marines
47.77,-7.72,0.74,marines
92.99,-8.07,-36.31,aliens
91.71,-6.96,-40.24,aliens
51.19,-7.81,-6.14,marines
48.40,-6.95,-4.77,aliens
44.23,-7.32,10.15,marines
85.96,-6.89,-37.07,marines
54.83,-9.43,21.47,aliens
49.29,-10.85,18.38,aliens
42.89,-10.33,16.83,marines
102.81,-3.85,-48.90,aliens
103.57,-6.49,-51.67,marines
70.92,-7.72,5.61,aliens
18.23,-3.12,39.28,aliens
7.05,-2.74,41.46,marines
102.41,-6.49,-54.32,marines
100.95,-6.35,-43.90,marines
101.93,-4.86,-67.58,marines
88.77,-8.25,-44.94,marines
76.28,-8.92,-55.49,marines
79.49,-7.25,-42.67,aliens
80.84,-8.92,-40.72,marines
29.34,-4.38,54.46,marines
80.43,-7.40,-41.57,aliens
99.52,-2.32,55.95,aliens
95.31,-4.26,56.61,marines
38.38,-5.23,-45.44,aliens
50.89,-7.46,-22.79,marines
49.12,-8.72,-24.67,marines
117.48,-4.15,-31.42,aliens
112.01,-2.18,-12.91,aliens
116.53,-2.30,-15.77,marines
116.94,-3.28,-22.05,marines
119.07,-1.95,-15.17,aliens
118.14,-3.85,-26.92,marines
118.88,-2.82,-14.23,aliens
118.42,-3.64,-24.13,marines
115.69,-3.62,-26.60,aliens
50.91,0.09,1.21,aliens
73.82,-7.71,51.54,marines
120.64,-3.20,-3.29,aliens
81.55,-7.72,60.37,marines
81.91,-5.85,23.90,aliens
124.29,-1.89,-4.60,aliens
117.07,-3.25,-8.31,marines
109.65,-3.25,-8.70,marines
32.42,-5.17,-43.10,aliens
84.76,-4.74,36.38,marines
112.07,-3.28,-13.82,marines
112.21,-3.30,-18.32,marines
112.47,-3.34,-21.12,aliens
109.55,-3.28,-23.11,marines
110.09,-2.24,-22.70,aliens
43.50,-2.40,97.22,aliens
117.25,-3.24,-17.00,marines
48.53,-3.24,93.52,marines
109.78,-3.28,-9.66,marines
108.67,-3.24,-27.48,marines
37.24,-7.29,-1.46,aliens
109.66,-2.20,-22.50,aliens
92.44,0.26,-15.81,aliens
120.44,-3.21,-7.55,aliens
111.32,-3.29,-7.85,aliens
-29.80,-0.80,-8.96,marines
118.34,-2.04,-1.90,marines
-31.43,0.40,-10.17,aliens
118.44,-2.15,-4.72,aliens
112.48,-1.40,-9.06,aliens
122.80,-3.24,-6.05,marines
120.86,-1.89,-6.72,aliens
-38.94,0.40,5.57,aliens
123.29,-2.25,-8.47,aliens
122.71,-3.24,-7.25,marines
116.00,-3.28,-7.39,marines
37.81,-4.57,-41.68,aliens
127.34,1.67,-5.42,aliens
135.79,1.15,-6.60,aliens
116.34,-1.85,-7.10,marines
135.79,4.58,-6.75,marines
112.36,-3.28,-14.40,marines
112.95,-3.28,-8.13,marines
145.17,0.35,-6.78,marines
118.05,0.14,-9.38,aliens
113.15,-3.37,-7.41,aliens
120.59,-2.32,-5.82,aliens
20.04,-3.21,-58.23,aliens
129.67,-1.70,-7.28,aliens
126.57,-0.62,12.92,marines
112.59,-2.69,26.71,marines
37.75,-6.80,-35.31,aliens
100.64,-3.68,36.90,marines
38.80,-6.69,-40.11,aliens
39.33,-4.40,48.92,aliens
81.69,-6.83,55.94,aliens
91.94,-3.66,67.72,aliens
40.05,-3.92,-20.22,aliens
42.58,-8.72,12.78,aliens
50.13,-8.51,-23.92,marines
52.76,-8.82,-25.21,aliens
37.47,-0.97,-70.82,aliens
22.78,-6.49,68.85,aliens
96.37,-5.25,45.89,aliens
96.73,-4.07,40.81,aliens
95.64,-4.00,45.06,marines
-28.69,0.56,-12.33,marines
-29.96,-0.80,-12.81,aliens
-19.25,-0.33,-10.65,marines
-20.55,-0.75,-11.57,aliens
-26.23,-0.75,-7.30,aliens
32.88,-4.31,-6.77,aliens
32.36,-4.02,-7.44,marines
31.68,-4.60,-2.76,marines
31.16,-5.27,-3.96,aliens
29.14,-5.27,-0.67,marines
75.67,-2.47,-76.37,aliens
68.99,-4.46,-70.59,marines
54.88,-2.97,-76.10,aliens
37.19,-6.83,-4.26,aliens
104.23,-2.86,68.35,aliens
54.93,-1.24,-88.10,aliens
101.36,-6.17,74.71,marines
97.62,-3.94,45.75,aliens
20.98,-3.03,39.29,marines
97.26,-5.25,40.04,aliens
16.63,-6.49,28.24,marines
80.75,-6.89,38.14,marines
102.44,-3.16,36.44,aliens
85.06,-4.62,41.08,aliens
14.07,-2.46,45.03,aliens
7.82,-3.48,41.62,aliens
5.20,-2.19,42.71,aliens
98.76,-3.88,43.88,aliens
98.41,-5.27,47.29,marines
84.56,-5.89,-41.50,marines
86.79,-6.09,43.40,aliens
87.85,-6.08,40.27,marines
55.24,-1.97,-71.52,aliens
55.26,-3.55,-65.97,marines
20.75,-5.67,-34.26,marines
37.77,-1.76,-38.91,aliens
16.32,-6.50,69.00,aliens
48.96,-7.71,0.91,aliens
17.63,-5.10,72.91,aliens
42.62,-7.66,-1.90,aliens
-4.53,-3.32,-41.59,marines
-6.01,-2.73,-37.15,aliens
30.38,-5.66,85.52,marines
50.63,-6.78,-6.20,aliens
40.76,-6.45,79.81,aliens
37.72,-5.64,44.73,aliens
79.14,-6.86,88.07,aliens
90.10,-8.20,74.56,aliens
76.68,-8.82,16.54,aliens
104.16,-4.19,35.72,aliens
70.38,-9.17,16.19,aliens
80.74,-7.82,57.91,aliens
105.33,-4.30,26.22,aliens
105.74,-2.59,21.38,aliens
126.21,-1.97,11.24,aliens
59.87,-7.81,-6.44,aliens
95.71,-5.88,-62.75,aliens
104.85,-4.25,23.89,marines
103.54,-4.27,25.21,aliens
103.78,-4.27,19.22,marines
100.64,-6.08,25.83,aliens
85.03,-8.32,-21.07,aliens
101.29,-3.11,22.44,aliens
103.63,-5.16,-56.80,aliens
123.70,-1.91,20.06,aliens
115.72,-3.24,19.06,aliens
128.24,5.41,-0.98,aliens
124.14,-1.70,10.78,aliens
119.81,-3.21,12.07,aliens
128.64,-1.39,11.17,aliens
125.50,7.91,3.46,aliens
130.13,-1.36,12.31,aliens
116.21,-1.88,4.25,aliens
125.68,7.35,0.66,aliens
126.93,7.63,0.60,aliens
125.06,-2.39,10.62,aliens
124.89,-2.19,5.84,aliens
136.45,-0.92,1.96,aliens
136.45,-0.92,1.96,aliens
49.01,-6.50,44.31,marines
25.94,-3.50,53.55,marines
77.18,-3.64,-77.19,aliens
39.03,-6.14,4.90,marines
102.61,-6.47,-58.86,aliens
55.39,-7.79,-19.11,marines
18.21,-5.51,-67.96,marines
25.28,-6.49,82.99,aliens
91.04,-8.64,-54.41,aliens
110.84,-3.21,-9.00,aliens
96.42,-8.92,-51.44,aliens
79.61,-7.09,86.39,marines
36.14,-3.24,97.49,marines
48.09,-3.24,81.26,marines
116.30,-3.24,-19.54,marines
116.28,-3.08,-23.52,aliens
110.73,-5.10,-38.43,aliens
104.38,-5.21,-35.55,marines
21.94,-5.66,-35.07,aliens
52.32,-0.92,-93.35,marines
51.85,1.00,-99.03,aliens
13.65,-4.15,36.86,marines
10.39,-4.15,44.44,marines
9.51,-3.62,43.83,aliens
79.07,-7.71,52.76,marines
70.62,-7.59,2.45,aliens
76.15,-7.71,50.19,marines
48.57,-3.25,92.81,marines
36.84,-5.40,57.27,marines
75.17,-0.92,-76.03,aliens
18.00,-6.49,26.64,marines
5.45,-4.03,37.10,marines
-0.77,-3.58,-27.43,aliens
47.77,-7.72,-5.15,aliens
140.65,-0.80,11.44,aliens
-5.85,-3.34,-31.78,aliens
135.28,-0.92,-3.13,marines
138.36,-0.83,0.03,marines
142.38,-0.74,19.42,marines
43.36,-7.36,-3.42,aliens
117.59,-4.78,-34.18,marines
113.35,-3.35,25.52,marines
73.43,-7.71,52.54,marines
85.58,-8.32,-19.98,marines
56.14,-10.85,19.06,marines
25.57,-5.49,78.88,marines
69.00,-7.04,5.53,marines
65.93,-6.84,6.41,marines
60.60,-7.71,-2.42,marines
98.88,-6.49,-51.94,aliens
59.64,-7.71,-2.62,aliens
14.24,-4.03,47.63,aliens
59.31,-7.60,-7.80,marines
10.44,-2.87,42.86,marines
60.26,-7.38,-0.30,aliens
111.69,-2.09,-14.12,aliens
12.18,-4.15,39.24,marines
47.63,-0.29,-76.26,marines
51.13,-10.85,16.74,marines
62.74,-10.85,18.98,marines
55.59,-10.61,17.21,marines
45.91,-0.25,-86.88,aliens
44.59,-0.09,-88.41,aliens
79.93,-6.89,31.96,marines
117.92,-3.24,-6.53,marines
117.08,-3.24,-22.21,marines
67.75,-2.22,15.33,aliens
31.44,-5.37,51.63,aliens
37.25,-5.47,62.18,aliens
62.65,-7.71,-7.86,aliens
19.32,-5.85,-65.89,aliens
53.39,-6.46,81.29,aliens
40.76,-6.26,80.60,marines
55.19,-6.49,83.76,marines
25.29,-5.19,67.10,marines
45.55,-8.62,11.17,aliens
21.86,-3.13,54.41,marines
93.17,-8.92,-39.06,aliens
46.00,-6.75,-0.45,aliens
53.87,-0.96,-93.41,marines
102.65,-6.49,-58.02,aliens
43.22,-0.25,-80.40,marines
76.04,-6.08,46.18,marines
43.62,-0.25,-81.12,aliens
74.74,-6.08,40.94,marines
43.21,-7.71,0.34,aliens
99.39,-5.31,-63.30,aliens
90.68,-6.88,-45.04,marines
94.60,-8.92,-53.55,aliens
9.39,-4.15,42.51,aliens
75.14,-6.39,53.81,marines
85.49,-3.89,-76.30,marines
84.90,-3.75,-62.12,aliens
74.20,-3.28,-70.43,marines
12.00,-4.05,44.82,marines
1.04,-3.10,53.37,aliens
74.99,-7.71,52.78,marines
12.02,-3.33,42.42,aliens
45.83,-8.62,11.45,marines
108.96,-3.25,-18.22,aliens
81.82,-8.24,-3.01,aliens
27.34,-6.49,66.26,marines
35.34,-4.75,57.25,aliens
133.07,-3.25,-5.32,marines
17.64,-2.05,48.67,marines
14.46,-2.42,53.41,marines
117.29,-3.24,-14.53,aliens
116.55,-5.12,-30.81,marines
78.68,-6.48,59.00,marines
84.21,-8.38,-13.47,marines
83.26,-8.01,-38.30,aliens
42.07,-9.27,15.20,aliens
33.55,-4.93,61.47,marines
11.31,-4.05,47.32,marines
-6.72,-3.34,-31.87,aliens
53.53,-2.66,-80.85,marines
-8.32,-2.03,-36.66,marines
79.55,-5.11,38.24,marines
72.00,-7.52,54.04,marines
14.88,-6.10,72.04,marines
86.44,2.22,-23.77,aliens
87.80,-8.32,-18.85,marines
60.53,-7.59,21.03,aliens
28.51,-5.69,-39.01,marines
78.29,-7.71,50.24,marines
87.66,-6.08,39.50,marines
-4.97,-2.55,-46.39,aliens
115.16,-4.96,-31.85,marines
72.90,-8.86,-23.73,marines
74.22,-8.92,-27.13,marines
78.11,-6.13,40.00,marines
72.94,-8.32,5.36,marines
118.94,-5.06,-34.48,marines
44.08,-7.69,-0.32,aliens
96.50,-8.92,-38.15,marines
56.19,-6.63,-12.99,marines
55.31,-8.72,-28.62,marines
103.03,-3.14,-44.66,aliens
-5.47,-3.09,-46.08,marines
65.55,-7.46,-6.00,marines
84.91,-7.78,-21.96,aliens
72.58,-8.32,10.96,marines
128.33,-2.42,-12.86,aliens
120.96,-3.24,-4.24,aliens
58.19,-7.81,-5.96,marines
125.98,-0.87,-4.89,aliens
133.56,2.89,-3.36,aliens
122.00,-3.24,4.41,aliens
117.05,-3.00,12.23,marines
45.18,-7.81,1.30,aliens
82.28,-6.82,37.36,marines
46.15,-6.74,-4.53,aliens
76.66,-9.34,16.59,marines
97.61,-8.92,-42.81,aliens
103.76,-5.21,-37.82,aliens
44.00,-7.51,-3.72,marines
63.97,-7.46,-3.46,aliens
121.48,-2.53,6.53,aliens
81.67,-8.82,-38.90,aliens
2.43,-3.85,-42.35,aliens
44.13,-9.86,17.95,marines
141.69,-0.78,7.59,aliens
-4.92,-3.85,-48.57,marines
142.40,0.60,8.41,marines
129.85,-2.00,9.82,aliens
59.59,-7.71,-8.15,marines
27.02,-5.78,-44.39,aliens
44.06,-0.22,-80.36,aliens
27.83,-6.49,84.99,aliens
33.86,-6.49,85.75,marines
40.99,7.49,-98.02,marines
88.77,-8.25,-43.32,aliens
45.34,1.18,-102.71,marines
85.89,-5.07,-38.45,aliens
46.06,-0.09,-106.20,marines
88.80,-8.15,-42.20,aliens
85.02,-4.08,-62.48,aliens
11.46,-3.78,47.64,aliens
90.72,-5.48,56.31,marines
6.66,-3.83,-29.75,marines
47.44,0.26,-92.58,aliens
53.78,-2.89,-84.47,marines
94.40,-7.47,-36.21,aliens
39.77,-4.65,-35.21,aliens
93.86,-7.54,-56.97,aliens
18.49,-4.00,-68.17,marines
22.33,-4.70,-34.57,aliens
53.90,-8.38,-11.94,aliens
131.92,4.39,5.16,marines
-3.74,-3.15,-37.89,marines
-8.70,-2.33,-36.54,aliens
-7.13,-3.73,-37.80,marines
59.84,6.27,87.23,aliens
89.01,-4.96,-75.50,marines
39.49,-3.24,97.31,marines
53.04,-8.85,-12.85,aliens
87.79,-8.33,-17.08,marines
36.10,-6.69,-41.17,marines
87.77,-8.31,-19.12,marines
13.81,-4.15,36.30,aliens
86.01,-7.17,-23.64,marines
84.67,-8.32,-23.11,aliens
62.78,-6.79,-3.85,marines
-8.19,-2.34,40.42,aliens
36.86,-7.63,-0.88,aliens
11.68,-3.85,40.57,marines
74.72,-7.98,4.19,aliens
92.36,-7.92,-41.41,aliens
47.07,-7.72,-9.46,marines
110.46,-2.94,-16.44,marines
110.97,-3.14,-16.30,aliens
39.33,-1.86,-7.91,marines
49.24,-6.35,-1.11,aliens
117.78,-2.16,-15.48,aliens
117.87,-2.99,-18.37,aliens
61.50,-6.37,2.94,aliens
116.88,-3.85,-27.39,aliens
116.35,-5.17,-36.94,marines
81.70,-5.96,33.78,marines
83.02,-6.06,-38.56,aliens
111.33,-1.90,-8.09,marines
42.14,-7.66,-1.31,aliens
112.90,-3.24,-22.49,marines
115.72,-3.84,-27.37,marines
118.59,-3.85,-27.13,aliens
73.52,-6.10,6.77,marines
72.66,-2.90,-70.53,aliens
103.63,-6.05,-44.23,marines
65.69,-7.25,-9.87,marines
89.11,-6.73,-45.00,aliens
48.81,-3.24,94.35,marines
64.44,-6.45,-5.24,aliens
67.10,-4.36,-69.55,aliens
84.70,-5.05,-66.60,aliens
-21.66,0.07,-52.21,marines
67.17,-4.38,-71.25,aliens
103.77,-5.86,-51.89,aliens
69.74,-2.39,-74.40,aliens
74.77,-3.64,-76.66,marines
62.36,-4.36,-72.54,aliens
76.56,-2.30,-74.20,aliens
66.13,-2.10,-70.67,marines
66.30,-6.44,-3.67,aliens
87.82,-4.85,-74.32,aliens
86.94,-4.85,-74.00,aliens
68.86,-6.34,-7.61,marines
86.21,-4.80,-77.85,aliens
51.36,-6.46,0.32,marines
66.76,-7.66,1.62,marines
89.02,-4.37,-75.96,aliens
78.07,-3.91,-75.41,aliens
56.73,-7.09,-6.06,marines
63.83,-4.46,-72.19,aliens
83.69,-5.99,-50.39,aliens
33.94,-4.78,-7.14,marines
46.31,-6.54,-6.77,marines
69.02,-8.65,-34.22,marines
55.45,-7.81,-3.84,marines
54.80,-3.57,-72.13,aliens
42.40,-6.35,-3.88,marines
60.26,-7.81,-0.67,marines
67.26,-6.89,-45.81,aliens
48.40,-6.95,-7.28,aliens
48.78,-7.74,-5.50,marines
56.91,-6.47,-0.46,marines
94.17,-8.96,-40.50,aliens
34.02,-5.27,2.38,marines
-24.77,-0.13,5.96,marines
-10.93,-0.75,-5.48,aliens
89.56,-6.09,58.15,marines
44.77,-7.71,-9.64,marines
66.77,-6.49,81.13,aliens
-19.20,0.52,-9.80,aliens
123.72,-3.14,-6.16,marines
36.79,-5.01,-16.53,marines
-28.64,1.10,16.74,aliens
-22.05,-0.75,-11.09,marines
66.86,-6.57,-2.23,aliens
74.21,-8.32,3.90,marines
-24.50,1.70,-16.14,aliens
67.78,-6.85,-44.73,aliens
-8.41,-3.85,-50.44,marines
70.52,-8.24,-52.70,marines
-19.29,-1.61,-51.95,marines
75.09,-7.71,53.00,aliens
-24.39,1.42,-16.28,aliens
79.49,-7.71,56.20,marines
66.42,-7.11,-4.93,marines
62.87,-7.18,-0.60,marines
63.12,-7.72,-7.66,marines
-16.00,-0.75,-12.21,marines
-21.02,-0.75,-11.68,aliens
-17.11,-0.75,-11.32,marines
-33.75,0.52,-1.62,marines
-20.38,-1.59,-19.41,marines
-20.39,-0.57,-23.29,marines
-23.14,-1.61,-21.79,marines
73.51,-7.63,2.23,aliens
-25.08,-1.61,-34.56,marines
-23.74,-0.67,-29.87,aliens
47.70,-8.73,-13.35,marines
44.06,-7.81,1.82,marines
72.67,-8.30,10.96,marines
50.54,-7.71,-7.50,marines
71.57,-8.00,4.02,marines
48.14,-7.71,-3.81,marines
73.79,-8.92,-0.68,marines
43.49,-7.35,-2.72,marines
58.71,-7.30,-2.35,marines
58.57,-7.29,-3.35,marines
-7.42,-3.04,43.28,aliens
-22.92,0.60,-10.64,aliens
27.03,-6.49,67.97,aliens
38.24,-5.41,61.00,marines
-25.95,0.04,6.95,aliens
-19.09,-1.59,-16.97,marines
-18.72,0.53,-12.14,aliens
-27.40,-1.31,22.04,marines
-12.50,-0.75,0.12,aliens
-46.82,1.49,-0.55,aliens
16.13,-5.67,-59.27,marines
-25.53,-1.61,-38.28,marines
-16.90,-0.75,2.83,marines
-25.31,-0.82,2.88,aliens
-20.13,-1.59,-20.63,aliens
-24.54,-0.31,-26.14,aliens
-11.89,-0.76,17.12,marines
-32.13,-0.62,-0.81,aliens
-20.39,0.50,-4.88,aliens
43.23,-6.67,-43.88,marines
-30.44,-1.54,20.58,aliens
-28.81,-1.92,22.72,marines
-23.66,1.78,0.97,aliens
-20.11,-1.71,8.49,aliens
-25.17,1.03,-1.12,aliens
-5.94,-3.85,-45.75,marines
-24.21,-0.83,3.91,aliens
-30.51,-0.75,-0.81,marines
-27.55,-1.92,14.23,marines
-957.90,199.99,-1594.43,marines
-27.06,-1.92,15.20,aliens
-20.16,-0.60,6.28,aliens
-19.81,-0.19,5.32,marines
-9.61,-2.75,37.92,aliens
-9.11,-3.01,35.74,aliens
23.31,-3.04,50.20,marines
-18.31,-1.92,10.21,marines
-20.15,-1.92,11.42,aliens
-959.17,199.99,-1600.97,aliens
-19.64,-0.17,5.28,aliens
-960.12,200.15,-1600.23,aliens
-12.50,-1.92,13.82,marines
61.17,-6.21,84.81,marines
-18.76,-1.39,7.81,marines
7.78,-6.54,4.85,marines
-28.75,-0.74,-2.33,aliens
-10.94,0.87,-3.89,aliens
-19.52,-1.92,12.86,marines
-28.14,1.10,7.42,marines
-23.01,-0.25,3.15,aliens
-23.88,-0.75,2.85,marines
-18.12,-1.92,10.71,marines
-41.00,2.81,1.16,marines
-40.77,1.12,-0.13,aliens
-12.33,-0.75,-11.76,marines
-17.55,-0.70,6.63,aliens
-29.60,-0.86,2.05,aliens
-20.31,0.60,-3.21,marines
-24.27,-0.82,1.96,marines
-25.18,-0.26,2.81,aliens
-23.35,-1.14,-45.16,marines
-33.76,-0.82,2.80,aliens
-28.16,-0.76,5.57,aliens
-21.24,-0.75,2.60,marines
-19.57,-1.56,-17.78,aliens
-22.84,0.54,-3.01,marines
