coordinates,map,team
"118.28 -3.24 -17.20",ns2_biodome,marines
"79.36 -6.16 49.87",ns2_biodome,aliens
"116.72 -1.99 -24.59",ns2_biodome,aliens
"115.00 -3.85 -35.09",ns2_biodome,aliens
"107.54 -5.21 -35.56",ns2_biodome,aliens
"100.44 -5.27 43.29",ns2_biodome,aliens
"69.44 -7.71 -10.57",ns2_biodome,marines
"37.45 -4.58 55.47",ns2_biodome,aliens
"116.74 -3.24 -15.41",ns2_biodome,marines
"15.03 -4.08 46.14",ns2_biodome,aliens
"77.40 -7.67 18.69",ns2_biodome,aliens
"81.06 -8.08 18.55",ns2_biodome,aliens
"88.37 -4.86 -78.93",ns2_biodome,marines
"88.76 -4.93 -76.45",ns2_biodome,aliens
"89.46 -4.62 -77.40",ns2_biodome,marines
"113.09 -3.27 19.20",ns2_biodome,marines
"84.32 -4.52 -72.02",ns2_biodome,marines
"84.78 -3.55 -75.18",ns2_biodome,aliens
"102.77 -2.85 33.29",ns2_biodome,aliens
"75.01 -8.32 7.60",ns2_biodome,marines
"107.13 -4.30 32.52",ns2_biodome,aliens
"41.40 -5.62 45.64",ns2_biodome,marines
"96.94 -5.89 34.45",ns2_biodome,marines
"142.73 -0.80 -7.22",ns2_biodome,aliens
"74.07 -8.07 15.24",ns2_biodome,aliens
"75.46 -8.65 14.37",ns2_biodome,aliens
"142.39 0.00 -10.14",ns2_biodome,marines
"-8.63 -1.76 41.59",ns2_biodome,aliens
"142.01 -0.80 -8.74",ns2_biodome,marines
"143.72 -0.80 -10.00",ns2_biodome,marines
"90.55 -3.49 -73.51",ns2_biodome,aliens
"80.82 -6.89 32.90",ns2_biodome,marines
"37.35 -7.60 -1.43",ns2_biodome,aliens
"84.21 -4.71 -76.68",ns2_biodome,aliens
"60.26 -7.71 3.92",ns2_biodome,marines
"59.86 -7.32 1.59",ns2_biodome,aliens
"100.76 -6.54 -47.59",ns2_biodome,aliens
"36.73 -5.40 47.55",ns2_biodome,aliens
"23.81 -5.67 -34.31",ns2_biodome,marines
"84.93 -4.96 -76.17",ns2_biodome,marines
"72.43 -0.63 -70.36",ns2_biodome,aliens
"90.40 -3.99 -77.65",ns2_biodome,aliens
"88.38 -4.36 37.04",ns2_biodome,marines
"90.18 -4.75 -76.24",ns2_biodome,marines
"97.40 -4.66 -70.42",ns2_biodome,aliens
"89.98 -3.66 -71.94",ns2_biodome,aliens
"67.27 -7.52 -7.81",ns2_biodome,aliens
"24.45 -4.81 81.96",ns2_biodome,aliens
"103.61 -3.58 -40.99",ns2_biodome,aliens
"103.74 -5.23 -55.17",ns2_biodome,aliens
"38.16 -4.35 -70.63",ns2_biodome,aliens
"35.64 -3.99 44.05",ns2_biodome,aliens
"52.29 -9.13 34.09",ns2_biodome,marines
"55.18 -10.85 40.87",ns2_biodome,aliens
"37.90 -5.14 93.13",ns2_biodome,marines
"79.91 -1.82 -54.85",ns2_biodome,aliens
"67.77 -2.07 17.87",ns2_biodome,aliens
"59.32 -2.02 -96.19",ns2_biodome,marines
"17.81 -6.49 68.31",ns2_biodome,marines
"19.90 -5.57 66.03",ns2_biodome,aliens
"82.73 -7.59 26.06",ns2_biodome,marines
"37.13 -6.49 90.88",ns2_biodome,marines
"139.70 -0.80 -9.02",ns2_biodome,marines
"73.59 -8.92 -3.06",ns2_biodome,aliens
"79.14 -8.37 20.13",ns2_biodome,aliens
"72.80 -3.72 -76.16",ns2_biodome,aliens
"66.26 -4.22 -70.78",ns2_biodome,aliens
"59.36 -4.76 -75.32",ns2_biodome,marines
"59.53 -4.40 -73.54",ns2_biodome,aliens
"52.43 -4.24 91.80",ns2_biodome,marines
"58.34 -6.49 90.91",ns2_biodome,marines
"78.98 -6.08 43.30",ns2_biodome,aliens
"78.26 -7.08 50.48",ns2_biodome,aliens
"77.01 -6.34 51.81",ns2_biodome,marines
"74.83 -6.08 37.19",ns2_biodome,aliens
"76.56 -5.82 37.06",ns2_biodome,marines
"52.20 -10.49 21.46",ns2_biodome,aliens
"63.68 -7.71 3.17",ns2_biodome,marines
"65.13 -7.71 3.56",ns2_biodome,aliens
"57.40 -7.71 0.80",ns2_biodome,aliens
"60.54 -6.01 -4.19",ns2_biodome,aliens
"44.07 -3.45 86.15",ns2_biodome,aliens
"103.14 -5.99 -61.39",ns2_biodome,aliens
"58.81 -3.19 96.80",ns2_biodome,aliens
"51.06 -1.97 97.43",ns2_biodome,marines
"88.97 -6.96 74.03",ns2_biodome,aliens
"30.52 -5.58 85.81",ns2_biodome,aliens
"99.96 -4.65 -49.56",ns2_biodome,aliens
"75.92 -9.41 18.00",ns2_biodome,aliens
"70.09 -8.42 16.56",ns2_biodome,aliens
"74.91 -7.74 7.27",ns2_biodome,marines
"76.89 -9.33 18.45",ns2_biodome,marines
"113.05 -3.21 -25.47",ns2_biodome,aliens
"66.47 -6.89 -48.49",ns2_biodome,marines
"113.91 -3.34 -32.32",ns2_biodome,aliens
"34.30 -5.27 -8.66",ns2_biodome,aliens
"76.85 -5.89 41.87",ns2_biodome,aliens
"62.40 -7.81 -7.43",ns2_biodome,marines
"98.16 -6.93 -55.87",ns2_biodome,aliens
"82.67 -6.39 56.04",ns2_biodome,marines
"76.33 -7.58 50.49",ns2_biodome,marines
"70.30 -7.33 3.93",ns2_biodome,marines
"66.61 -7.46 -4.63",ns2_biodome,marines
"12.52 -3.64 47.62",ns2_biodome,aliens
"38.74 -5.74 3.85",ns2_biodome,aliens
"43.65 -7.81 -5.60",ns2_biodome,marines
"35.85 -4.49 4.89",ns2_biodome,marines
"26.86 -5.78 -40.33",ns2_biodome,marines
"15.91 -5.67 -36.51",ns2_biodome,marines
"22.80 -4.17 -1.70",ns2_biodome,aliens
"20.02 -6.49 4.20",ns2_biodome,aliens
"10.24 -3.85 -38.22",ns2_biodome,aliens
"3.73 -3.08 43.64",ns2_biodome,aliens
"96.68 -4.92 48.14",ns2_biodome,aliens
"50.04 -6.67 -19.90",ns2_biodome,aliens
"47.79 -8.72 -17.55",ns2_biodome,marines
"41.97 -6.69 -23.33",ns2_biodome,marines
"41.56 -6.18 -28.91",ns2_biodome,aliens
"93.02 -5.39 -37.21",ns2_biodome,aliens
"58.02 -8.75 -23.93",ns2_biodome,marines
"57.86 -7.40 -22.81",ns2_biodome,aliens
"31.66 -5.27 -6.91",ns2_biodome,marines
"51.36 -6.38 -31.17",ns2_biodome,marines
"21.54 -5.73 -1.22",ns2_biodome,marines
"22.98 -6.11 -1.00",ns2_biodome,marines
"27.41 -3.92 53.85",ns2_biodome,aliens
"90.70 -8.25 -43.50",ns2_biodome,marines
"24.19 -4.43 -35.35",ns2_biodome,aliens
"104.58 -3.89 75.61",ns2_biodome,marines
"70.79 -6.49 93.50",ns2_biodome,aliens
"51.11 -1.47 -89.74",ns2_biodome,aliens
"39.77 1.26 -97.61",ns2_biodome,aliens
"35.08 -4.54 51.87",ns2_biodome,aliens
"46.18 -3.34 64.71",ns2_biodome,marines
"72.83 -8.32 8.03",ns2_biodome,marines
"99.66 -5.09 58.84",ns2_biodome,aliens
"82.67 -4.26 -53.04",ns2_biodome,aliens
"34.05 -5.38 38.97",ns2_biodome,marines
"23.13 -3.08 39.62",ns2_biodome,aliens
"102.88 -5.99 -61.46",ns2_biodome,aliens
"-10.97 -2.31 -57.79",ns2_biodome,aliens
"48.63 -2.26 95.44",ns2_biodome,aliens
"99.70 -5.27 57.89",ns2_biodome,aliens
"140.25 -0.80 9.37",ns2_biodome,aliens
"144.79 -0.89 0.49",ns2_biodome,aliens
"142.22 -0.46 -2.46",ns2_biodome,marines
"72.93 -8.05 15.32",ns2_biodome,marines
"111.02 -3.01 27.38",ns2_biodome,aliens
"83.10 -6.77 28.81",ns2_biodome,marines
"26.97 -5.22 -44.30",ns2_biodome,aliens
"114.98 -2.62 27.21",ns2_biodome,aliens
"25.84 -5.84 -44.40",ns2_biodome,aliens
"35.65 -6.49 87.47",ns2_biodome,aliens
"125.86 -1.12 21.87",ns2_biodome,marines
"69.45 -7.94 -51.65",ns2_biodome,aliens
"99.81 -4.68 34.25",ns2_biodome,aliens
"101.86 -4.28 40.53",ns2_biodome,aliens
"99.95 -3.91 44.08",ns2_biodome,marines
"25.38 -5.76 -34.75",ns2_biodome,marines
"91.91 -6.08 57.39",ns2_biodome,marines
"98.34 -5.01 46.13",ns2_biodome,aliens
"121.19 -1.32 -6.08",ns2_biodome,aliens
"-3.77 -3.05 -31.19",ns2_biodome,aliens
"-5.81 -3.24 -42.07",ns2_biodome,marines
"20.13 -5.68 -66.21",ns2_biodome,aliens
"143.28 0.60 13.84",ns2_biodome,marines
"3.15 -3.60 -42.89",ns2_biodome,aliens
"117.37 -2.08 4.13",ns2_biodome,marines
"47.07 -1.17 94.24",ns2_biodome,aliens
"-24.66 -1.56 -27.95",ns2_biodome,aliens
"35.70 -5.26 89.39",ns2_biodome,aliens
"133.21 7.50 4.25",ns2_biodome,aliens
"39.79 -6.03 92.61",ns2_biodome,marines
"-10.39 0.47 -12.47",ns2_biodome,aliens
"-24.34 1.53 -5.31",ns2_biodome,aliens
"65.76 -7.71 4.37",ns2_biodome,aliens
"141.50 -0.80 -4.06",ns2_biodome,aliens
"105.56 -3.91 65.02",ns2_biodome,aliens
"61.28 -7.71 2.58",ns2_biodome,aliens
"146.00 0.71 1.85",ns2_biodome,aliens
"74.75 -9.41 16.35",ns2_biodome,marines
"98.19 -3.92 58.78",ns2_biodome,marines
"138.63 0.04 -1.87",ns2_biodome,aliens
"98.51 -5.27 60.29",ns2_biodome,aliens
"-32.49 0.00 -15.57",ns2_biodome,marines
"65.42 -0.30 -70.44",ns2_biodome,aliens
"71.56 -7.03 -9.09",ns2_biodome,marines
"71.65 -7.68 -8.53",ns2_biodome,aliens
"73.54 -6.56 -7.56",ns2_biodome,aliens
"70.37 -6.67 -9.50",ns2_biodome,aliens
"61.38 -6.42 2.93",ns2_biodome,aliens
"65.59 -7.68 -6.99",ns2_biodome,aliens
"46.63 -2.36 -66.85",ns2_biodome,aliens
"-17.98 1.97 -9.17",ns2_biodome,aliens
"59.98 -7.81 0.76",ns2_biodome,aliens
"61.28 -7.71 2.58",ns2_biodome,aliens
"74.09 -7.02 5.63",ns2_biodome,aliens
"70.06 -5.38 0.18",ns2_biodome,aliens
"68.07 -7.30 2.74",ns2_biodome,aliens
"61.27 -7.77 2.58",ns2_biodome,aliens
"63.26 -5.49 -3.19",ns2_biodome,aliens
"66.46 -7.71 -10.87",ns2_biodome,aliens
"62.65 -7.70 -7.64",ns2_biodome,aliens
"63.37 -7.32 -11.26",ns2_biodome,aliens
"73.05 -8.32 6.21",ns2_biodome,aliens
"74.91 -8.32 7.01",ns2_biodome,aliens
"71.98 -8.03 -10.53",ns2_biodome,aliens
"61.08 -7.71 2.87",ns2_biodome,aliens
"54.94 -7.71 2.06",ns2_biodome,aliens
"38.46 -5.39 2.35",ns2_biodome,aliens
"61.28 -7.71 2.58",ns2_biodome,aliens
"55.53 -7.76 -16.89",ns2_biodome,aliens
"-31.60 -0.75 -0.71",ns2_biodome,marines
"54.26 -7.81 -6.73",ns2_biodome,aliens
"69.67 -5.95 -11.66",ns2_biodome,aliens
"83.78 -8.52 78.45",ns2_biodome,marines
"40.92 -7.18 -1.09",ns2_biodome,aliens
"59.45 -7.71 2.00",ns2_biodome,aliens
"60.53 -7.32 4.61",ns2_biodome,aliens
"76.65 -5.34 36.12",ns2_biodome,aliens
"56.51 -7.27 1.02",ns2_biodome,aliens
"35.45 -7.66 -0.42",ns2_biodome,marines
"54.76 -5.50 -6.14",ns2_biodome,aliens
"69.58 -7.46 -4.28",ns2_biodome,aliens
"55.64 -6.40 -12.88",ns2_biodome,aliens
"65.79 -7.66 -6.66",ns2_biodome,marines
"54.74 -7.71 -32.33",ns2_biodome,marines
"45.20 -7.81 -6.01",ns2_biodome,marines
"41.14 -7.40 -3.13",ns2_biodome,aliens
"41.51 -7.67 1.89",ns2_biodome,marines
"35.43 -5.27 -10.43",ns2_biodome,marines
"54.89 -7.71 4.19",ns2_biodome,aliens
"-5.61 -3.47 -48.49",ns2_biodome,aliens
"-15.27 -0.25 -50.87",ns2_biodome,marines
"-2.30 -3.85 -41.38",ns2_biodome,marines
"-2.28 -3.19 -40.99",ns2_biodome,aliens
"-1.32 -3.83 -52.76",ns2_biodome,aliens
"-11.11 -2.76 -53.57",ns2_biodome,aliens
"28.37 -4.34 -36.97",ns2_biodome,aliens
"40.03 -5.57 2.54",ns2_biodome,aliens
"85.90 -5.48 43.63",ns2_biodome,aliens
"75.03 -5.10 42.00",ns2_biodome,marines
"70.00 -9.38 -29.59",ns2_biodome,aliens
"12.17 -3.85 -35.27",ns2_biodome,aliens
"54.81 -5.79 -32.71",ns2_biodome,aliens
"72.32 -7.21 2.79",ns2_biodome,aliens
"46.73 -3.24 86.10",ns2_biodome,marines
"27.63 -5.05 64.18",ns2_biodome,marines
"53.25 -5.47 39.68",ns2_biodome,aliens
"-3.33 -1.94 -38.34",ns2_biodome,aliens
"82.63 -5.24 55.02",ns2_biodome,aliens
"72.23 -6.60 54.96",ns2_biodome,aliens
"50.46 -6.38 3.91",ns2_biodome,aliens
"42.47 -8.11 13.00",ns2_biodome,aliens
"51.28 -5.68 6.35",ns2_biodome,aliens
"73.53 -8.92 -40.63",ns2_biodome,aliens
"61.11 -6.45 85.85",ns2_biodome,marines
"39.25 -5.51 5.40",ns2_biodome,aliens
"57.49 -7.41 -10.09",ns2_biodome,marines
"58.14 -5.07 80.01",ns2_biodome,aliens
"60.17 -3.36 97.45",ns2_biodome,marines
"64.72 -3.68 92.75",ns2_biodome,aliens
"58.20 -6.50 86.44",ns2_biodome,aliens
"60.44 -3.73 93.59",ns2_biodome,aliens
"60.73 -3.41 93.81",ns2_biodome,marines
"41.19 -6.72 -1.91",ns2_biodome,marines
"6.90 -6.49 18.00",ns2_biodome,marines
"19.06 -6.35 29.61",ns2_biodome,marines
"20.03 -3.03 41.31",ns2_biodome,aliens
"27.20 -6.49 62.40",ns2_biodome,marines
"33.59 -5.10 61.74",ns2_biodome,aliens
"7.92 -6.61 30.50",ns2_biodome,marines
"17.85 -6.39 29.38",ns2_biodome,aliens
"27.93 -3.93 53.26",ns2_biodome,aliens
"26.16 -5.17 75.37",ns2_biodome,aliens
"25.67 -5.11 80.42",ns2_biodome,aliens
"24.96 -6.49 82.48",ns2_biodome,marines
"26.51 -4.50 78.45",ns2_biodome,aliens
"22.98 -6.49 82.60",ns2_biodome,marines
"23.15 -5.26 82.70",ns2_biodome,aliens
"35.84 -6.49 85.62",ns2_biodome,aliens
"62.54 -4.84 86.45",ns2_biodome,aliens
"63.07 -6.03 87.50",ns2_biodome,aliens
"58.54 -6.45 88.28",ns2_biodome,marines
"70.17 -6.49 94.43",ns2_biodome,marines
"62.71 -6.57 79.48",ns2_biodome,aliens
"64.38 -5.07 76.50",ns2_biodome,marines
"-43.88 0.08 -13.81",ns2_biodome,marines
"-39.71 0.08 -11.60",ns2_biodome,marines
"29.42 -6.49 84.95",ns2_biodome,aliens
"4.13 -3.03 52.37",ns2_biodome,aliens
"16.28 -5.24 77.74",ns2_biodome,aliens
"6.93 -2.50 42.48",ns2_biodome,aliens
"6.60 -1.05 43.28",ns2_biodome,aliens
"26.26 -6.26 84.46",ns2_biodome,aliens
"45.32 -2.67 74.21",ns2_biodome,aliens
"48.78 -2.76 91.45",ns2_biodome,aliens
"50.19 -3.24 96.25",ns2_biodome,aliens
"46.87 -3.24 89.67",ns2_biodome,aliens
"71.08 -6.49 96.71",ns2_biodome,marines
"48.35 -3.24 84.91",ns2_biodome,marines
"-18.13 -0.80 15.44",ns2_biodome,aliens
"51.77 -1.80 95.82",ns2_biodome,marines
"51.93 -3.24 96.07",ns2_biodome,marines
"22.80 -3.35 54.97",ns2_biodome,aliens
"15.46 -3.91 40.11",ns2_biodome,aliens
"13.96 -3.10 46.80",ns2_biodome,aliens
"29.11 -6.12 86.35",ns2_biodome,aliens
"59.41 -6.45 85.01",ns2_biodome,aliens
"64.25 -5.82 80.07",ns2_biodome,aliens
"-18.98 -1.92 15.14",ns2_biodome,aliens
"64.58 -6.49 82.43",ns2_biodome,aliens
"63.39 -6.49 85.46",ns2_biodome,marines
"62.92 -5.07 84.89",ns2_biodome,aliens
"53.58 -6.49 92.60",ns2_biodome,marines
"33.14 -6.38 86.30",ns2_biodome,aliens
"18.28 -4.54 79.92",ns2_biodome,aliens
"20.79 -2.41 53.50",ns2_biodome,aliens
"-4.77 -3.85 -44.93",ns2_biodome,marines
"65.26 -5.98 92.57",ns2_biodome,aliens
"-15.24 -1.92 17.86",ns2_biodome,aliens
"-12.89 -1.71 15.50",ns2_biodome,aliens
"-38.25 -0.75 -7.56",ns2_biodome,aliens
"-26.69 -0.75 -6.22",ns2_biodome,aliens
"-4.40 -3.85 -44.71",ns2_biodome,marines
"-4.03 -3.85 -42.69",ns2_biodome,aliens
"1.45 -3.85 -38.47",ns2_biodome,marines
"19.75 -2.98 48.97",ns2_biodome,aliens
"-22.54 -0.93 -25.65",ns2_biodome,aliens
"-22.07 -1.61 -31.07",ns2_biodome,aliens
"16.28 -4.16 37.32",ns2_biodome,aliens
"-5.35 -3.85 -43.62",ns2_biodome,marines
"-3.96 -3.16 -45.77",ns2_biodome,aliens
"0.10 -3.85 -41.58",ns2_biodome,aliens
"-3.87 -3.40 -44.45",ns2_biodome,aliens
"5.50 -3.01 -38.91",ns2_biodome,aliens
"13.68 -4.15 40.57",ns2_biodome,aliens
"14.21 -4.15 40.33",ns2_biodome,aliens
"38.14 -6.69 -45.07",ns2_biodome,marines
"44.17 -6.28 -47.73",ns2_biodome,marines
"13.38 -4.15 40.97",ns2_biodome,aliens
"26.87 -5.32 -50.76",ns2_biodome,aliens
"26.93 -4.46 -73.17",ns2_biodome,marines
"27.53 -5.78 -39.36",ns2_biodome,marines
"11.19 -3.83 -36.65",ns2_biodome,aliens
"17.39 -5.67 -35.42",ns2_biodome,aliens
"27.00 -5.67 -30.39",ns2_biodome,marines
"25.29 -5.74 -30.78",ns2_biodome,marines
"17.59 -5.67 -35.46",ns2_biodome,marines
"21.00 -5.67 -31.46",ns2_biodome,aliens
"35.71 -6.50 -41.23",ns2_biodome,marines
"47.39 -7.71 -8.85",ns2_biodome,marines
"18.86 -6.49 25.08",ns2_biodome,marines
"16.67 -4.15 41.03",ns2_biodome,marines
"14.69 -2.66 43.14",ns2_biodome,aliens
"18.02 -6.49 22.75",ns2_biodome,aliens
"-21.41 -0.31 -27.82",ns2_biodome,aliens
"25.17 -3.95 -3.03",ns2_biodome,aliens
"24.38 -6.35 -0.64",ns2_biodome,aliens
"25.53 -6.16 -2.32",ns2_biodome,marines
"31.08 -5.27 -3.17",ns2_biodome,marines
"9.02 -3.78 7.84",ns2_biodome,aliens
"12.46 -6.49 6.65",ns2_biodome,marines
"20.86 -3.03 39.07",ns2_biodome,marines
"15.59 -4.15 40.61",ns2_biodome,aliens
"15.25 -5.20 19.20",ns2_biodome,aliens
"9.74 -3.85 -31.45",ns2_biodome,aliens
"31.23 -5.27 -1.07",ns2_biodome,marines
"23.97 -6.17 -0.76",ns2_biodome,aliens
"25.90 -4.09 -2.40",ns2_biodome,aliens
"23.67 -4.87 -0.92",ns2_biodome,aliens
"20.90 -4.64 -4.39",ns2_biodome,aliens
"65.77 -7.46 0.83",ns2_biodome,aliens
"70.85 -7.72 5.94",ns2_biodome,marines
"-21.78 -1.61 -23.87",ns2_biodome,aliens
"-21.66 -0.73 -24.17",ns2_biodome,aliens
"58.88 -6.45 2.12",ns2_biodome,aliens
"38.53 -7.66 19.07",ns2_biodome,aliens
"9.09 -3.85 -37.91",ns2_biodome,aliens
"0.66 -3.00 -42.59",ns2_biodome,aliens
"15.68 -4.16 42.04",ns2_biodome,aliens
"10.20 -3.85 -35.77",ns2_biodome,aliens
"37.44 -7.66 -3.24",ns2_biodome,marines
"37.96 -6.69 -45.29",ns2_biodome,marines
"27.71 -5.78 -34.71",ns2_biodome,aliens
"15.42 -4.18 38.66",ns2_biodome,aliens
"15.45 -4.16 38.58",ns2_biodome,aliens
"14.07 -4.10 42.46",ns2_biodome,aliens
"13.65 -3.04 36.92",ns2_biodome,aliens
"13.25 -3.76 41.66",ns2_biodome,aliens
"13.24 -4.15 37.93",ns2_biodome,aliens
"28.39 -5.78 -43.66",ns2_biodome,aliens
"10.31 -3.12 37.95",ns2_biodome,aliens
"15.48 -4.15 38.02",ns2_biodome,aliens
"18.78 -5.78 -62.01",ns2_biodome,aliens
"14.05 -5.25 23.00",ns2_biodome,marines
"18.64 -4.15 33.63",ns2_biodome,aliens
"39.77 -5.36 -32.91",ns2_biodome,aliens
"45.02 -4.50 -26.54",ns2_biodome,aliens
"21.10 -5.50 -6.24",ns2_biodome,aliens
"51.07 -8.82 -23.18",ns2_biodome,aliens
"57.72 -8.81 -20.01",ns2_biodome,marines
"43.64 -7.81 -6.35",ns2_biodome,aliens
"54.84 -6.38 -32.66",ns2_biodome,marines
"44.74 -7.81 0.90",ns2_biodome,aliens
"31.12 -3.11 4.26",ns2_biodome,aliens
"44.02 -7.72 -0.33",ns2_biodome,marines
"10.28 -3.85 -36.21",ns2_biodome,aliens
"7.20 -4.56 3.05",ns2_biodome,aliens
"24.77 -5.10 -40.90",ns2_biodome,marines
"18.81 -5.46 6.50",ns2_biodome,aliens
"26.21 -5.78 -36.31",ns2_biodome,aliens
"27.09 -4.28 -30.50",ns2_biodome,aliens
"6.77 -5.22 3.03",ns2_biodome,aliens
"7.60 -5.42 3.25",ns2_biodome,aliens
"28.73 -5.27 -2.09",ns2_biodome,aliens
"43.51 -6.28 3.82",ns2_biodome,aliens
"55.74 -6.73 3.32",ns2_biodome,aliens
"63.57 -7.71 5.79",ns2_biodome,aliens
"27.00 -5.59 -37.55",ns2_biodome,aliens
"61.96 -7.66 -5.06",ns2_biodome,marines
"55.81 -6.42 -5.47",ns2_biodome,aliens
"65.35 -6.03 -6.75",ns2_biodome,aliens
"45.45 -6.27 1.48",ns2_biodome,aliens
"65.40 -7.71 -9.01",ns2_biodome,aliens
"63.42 -6.40 -4.51",ns2_biodome,aliens
"66.18 -7.42 -1.73",ns2_biodome,aliens
"63.99 -7.52 -3.32",ns2_biodome,marines
"65.02 -7.46 0.28",ns2_biodome,aliens
"64.88 -7.66 2.28",ns2_biodome,aliens
"40.17 -5.11 -38.84",ns2_biodome,marines
"19.36 -4.35 -28.14",ns2_biodome,marines
"32.07 -4.89 -45.77",ns2_biodome,marines
"33.25 -4.84 -43.25",ns2_biodome,aliens
"28.04 -5.78 -37.95",ns2_biodome,aliens
"13.50 -4.35 -35.95",ns2_biodome,aliens
"22.40 -4.24 -53.72",ns2_biodome,aliens
"18.72 -4.82 -58.16",ns2_biodome,aliens
"16.21 -5.13 -66.24",ns2_biodome,aliens
"26.09 -4.46 -72.24",ns2_biodome,aliens
"30.44 -4.35 -73.74",ns2_biodome,aliens
"28.79 -3.67 -74.17",ns2_biodome,marines
"24.47 -3.02 -72.25",ns2_biodome,aliens
"23.94 -5.67 -54.68",ns2_biodome,marines
"19.95 -5.71 -59.70",ns2_biodome,marines
"23.58 -3.71 -70.14",ns2_biodome,aliens
"35.30 -4.40 -72.92",ns2_biodome,marines
"26.50 -4.69 -30.92",ns2_biodome,aliens
"14.97 -4.46 -71.20",ns2_biodome,marines
"93.76 -6.89 78.36",ns2_biodome,aliens
"15.54 -4.23 -72.16",ns2_biodome,aliens
"27.60 -3.50 -72.89",ns2_biodome,aliens
"26.12 -4.79 -33.02",ns2_biodome,aliens
"37.26 -4.40 -74.54",ns2_biodome,marines
"34.88 -4.33 -74.39",ns2_biodome,aliens
"16.89 -4.29 -55.39",ns2_biodome,aliens
"106.17 -4.04 27.59",ns2_biodome,aliens
"39.80 -3.76 -78.82",ns2_biodome,marines
"33.36 -4.40 -72.03",ns2_biodome,marines
"34.00 -4.40 -72.33",ns2_biodome,aliens
"37.10 -2.00 -86.80",ns2_biodome,aliens
"35.36 -4.31 -72.58",ns2_biodome,aliens
"46.28 -0.29 -85.44",ns2_biodome,aliens
"39.68 -1.71 -92.43",ns2_biodome,aliens
"91.27 -7.11 76.35",ns2_biodome,aliens
"25.21 -5.07 -36.40",ns2_biodome,aliens
"35.23 -2.08 -78.56",ns2_biodome,aliens
"23.99 -2.89 -74.64",ns2_biodome,aliens
"35.75 -1.71 -90.21",ns2_biodome,aliens
"23.50 -5.67 -51.04",ns2_biodome,marines
"21.32 -2.46 -53.48",ns2_biodome,aliens
"34.37 -4.84 -78.40",ns2_biodome,aliens
"37.13 -1.96 -95.34",ns2_biodome,aliens
"28.41 -5.78 -45.86",ns2_biodome,aliens
"36.04 -0.66 -83.79",ns2_biodome,aliens
"40.25 -0.65 -95.99",ns2_biodome,aliens
"45.81 -1.10 -93.50",ns2_biodome,aliens
"17.49 -3.05 32.30",ns2_biodome,aliens
"-35.57 -0.82 -1.87",ns2_biodome,marines
"-26.73 -0.82 1.70",ns2_biodome,marines
"-26.55 0.46 2.47",ns2_biodome,aliens
"-13.44 -0.75 1.17",ns2_biodome,marines
"-36.58 0.52 -3.55",ns2_biodome,aliens
"-25.88 -0.82 1.31",ns2_biodome,aliens
"-27.24 -0.71 -5.30",ns2_biodome,aliens
"15.92 -4.15 50.15",ns2_biodome,marines
"9.20 -2.71 52.21",ns2_biodome,aliens
"17.00 -6.24 29.34",ns2_biodome,aliens
"18.82 -4.36 32.25",ns2_biodome,aliens
"55.78 -7.86 -16.94",ns2_biodome,aliens
"30.03 -5.67 -42.31",ns2_biodome,aliens
"-18.82 -0.53 16.26",ns2_biodome,aliens
"69.94 -7.71 -11.09",ns2_biodome,marines
"55.15 -7.68 -11.92",ns2_biodome,aliens
"71.61 -6.89 2.82",ns2_biodome,aliens
"80.29 -8.45 24.68",ns2_biodome,aliens
"74.82 -7.11 -43.26",ns2_biodome,aliens
"72.48 -8.32 6.17",ns2_biodome,aliens
"66.28 -7.46 3.61",ns2_biodome,aliens
"6.78 -3.85 -37.67",ns2_biodome,marines
"63.28 -5.82 2.14",ns2_biodome,aliens
"-34.29 0.10 -2.61",ns2_biodome,aliens
"-48.97 0.57 -9.51",ns2_biodome,aliens
"-10.32 -3.04 27.28",ns2_biodome,aliens
"58.04 -6.57 1.89",ns2_biodome,aliens
"60.56 -6.85 0.96",ns2_biodome,aliens
"59.95 -7.71 2.32",ns2_biodome,aliens
"27.55 -6.49 65.66",ns2_biodome,marines
"-31.89 -0.82 -0.23",ns2_biodome,marines
"64.00 -6.71 5.64",ns2_biodome,aliens
"-33.69 0.00 0.92",ns2_biodome,aliens
"78.84 -8.32 -26.72",ns2_biodome,aliens
"47.02 -5.94 43.79",ns2_biodome,aliens
"55.94 -7.71 4.64",ns2_biodome,aliens
"7.87 -2.05 -34.41",ns2_biodome,aliens
"88.75 -7.11 -4.45",ns2_biodome,aliens
"17.48 -4.14 -30.43",ns2_biodome,aliens
"55.36 -7.77 2.23",ns2_biodome,aliens
"26.21 -5.78 -43.42",ns2_biodome,aliens
"68.50 -7.60 -39.45",ns2_biodome,aliens
"14.51 -4.06 30.35",ns2_biodome,aliens
"72.26 -8.92 -26.89",ns2_biodome,aliens
"56.06 -7.71 4.54",ns2_biodome,aliens
"50.42 -7.75 1.50",ns2_biodome,aliens
"48.84 -7.71 1.85",ns2_biodome,aliens
"59.02 -7.71 -1.80",ns2_biodome,aliens
"64.17 -5.74 2.09",ns2_biodome,aliens
"80.75 -7.89 21.72",ns2_biodome,aliens
"73.55 -6.60 48.07",ns2_biodome,marines
"65.37 -6.27 2.07",ns2_biodome,aliens
"57.32 -1.76 -92.80",ns2_biodome,aliens
"56.43 -7.71 3.61",ns2_biodome,aliens
